Area_slug,Year,type,WX_heavy_rain_days,WX_rh_avg,WX_tavg_avg,WX_tmax_avg,WX_tmin_avg,WX_total_rain_mm,WX_wet_days,WX_wind_speed_avg
munoz nueva ecija,2025,forecast,2.064630533029576,73.18068760600259,28.811401567376883,33.294300385577465,24.3301828330191,1131.6061268456524,103.04033138696904,2.4845120978791915
munoz nueva ecija,2026,forecast,1.5258642375241245,72.26921296690641,28.956278783390378,33.40615548439594,24.50920465386145,1027.8364189268636,101.5807212597411,2.5348297122722
munoz nueva ecija,2027,forecast,1.1276892567982402,71.36909085871557,29.101884509874655,33.51838637015051,24.689543719730587,933.5825239982069,100.14178713088036,2.586166384821684
munoz nueva ecija,2028,forecast,0.8334182220310814,70.48017988423418,29.24822241012145,33.630994305330084,24.87120972293358,847.9718300163481,98.7232361160743,2.638542754016545
munoz nueva ecija,2029,forecast,0.6159373503171718,69.60234040738638,29.395296165843217,33.74398055666503,25.05421242709365,770.2117445620219,97.32477947984148,2.6919798763269585
olongapo zambales,2018,history,36.0,74.37808219178082,28.36958904109589,32.34328767123287,24.395890410958906,4866.3,111.0,3.789041095890411
olongapo zambales,2019,history,33.0,76.03287671232877,27.949726027397254,31.90794520547945,23.99150684931507,4436.3,119.0,3.4356164383561643
olongapo zambales,2020,history,12.0,74.93989071038251,28.23893442622951,32.19262295081968,24.285245901639342,2163.3,106.0,3.450819672131148
olongapo zambales,2021,history,20.0,73.43835616438356,28.229041095890413,32.15561643835616,24.302465753424656,2990.1,105.0,3.526027397260274
olongapo zambales,2022,history,18.0,73.62191780821918,28.15013698630137,32.02821917808219,24.272054794520542,3195.2,118.0,3.249315068493151
olongapo zambales,2023,history,32.0,74.42739726027398,28.28835616438356,32.11232876712329,24.464383561643835,4098.3,109.0,3.56986301369863
olongapo zambales,2024,forecast,19.358773327172237,73.62695822943368,28.22302651031707,32.04061045472326,24.405585207063503,3003.93157427767,109.812770562598,3.3478381803684645
olongapo zambales,2025,forecast,18.337718882242196,73.38838036533244,28.22846364940928,32.017095731681444,24.440205884492897,2876.2969434635575,109.41906911277373,3.305672044902197
olongapo zambales,2026,forecast,17.370518685300485,73.15057557944347,28.233901835961124,31.993598266182225,24.474875673275093,2754.085405213387,109.02677916391426,3.264036993342727
olongapo zambales,2027,forecast,16.454332260953464,72.9135413667148,28.23934107017443,31.970118045560227,24.50959464307728,2637.066536696226,108.63589565549722,3.2229263366702323
olongapo zambales,2028,forecast,15.586468951152709,72.67727523021189,28.244781352251007,31.946655057159372,24.544362863665484,2525.0197055614635,108.24641354514335,3.182333470113319
olongapo zambales,2029,forecast,14.764380013265276,72.44177468109113,28.250222682392724,31.923209288332867,24.579180404904644,2417.733653949189,107.85832780855132,3.142251872087913
pasay,2018,history,8.0,78.01694915254237,28.82245762711864,32.311581920903954,25.33333333333333,1832.5,96.0,3.0395480225988702
pasay,2019,history,5.0,71.52631578947368,29.166897506925206,32.56814404432133,25.765650969529084,1466.8,94.0,3.1634349030470914
pasay,2020,history,3.0,72.0738255033557,29.15687919463087,32.9244966442953,25.389261744966444,1209.5,83.0,2.721476510067114
pasay,2021,history,5.0,73.54246575342465,29.12246575342466,32.69397260273973,25.55095890410959,1449.5,110.0,2.695890410958904
pasay,2022,history,4.0,74.0056657223796,29.125070821529743,32.66203966005666,25.588101983002836,1829.0,121.0,2.634560906515581
pasay,2023,history,6.0,75.1041095890411,29.146027397260276,32.59561643835616,25.696438356164386,1948.2,137.0,2.8575342465753426
pasay,2024,forecast,6.4080513590335295,76.21885728347972,29.23639564596613,32.50338211496442,25.69893604167636,2075.1685465607657,139.60982552006692,2.6094049885232216
pasay,2025,forecast,7.856246668097086,77.35015085218494,29.278438930282256,32.41258846408098,25.740643547596697,2210.4119113868874,151.31224865095092,2.545558793052191
pasay,2026,forecast,9.631728625735509,78.49823587098805,29.32054267477883,32.32204843255974,25.782418741768694,2354.469388088312,163.99559634516046,2.4832747685335623
pasay,2027,forecast,11.808462773519729,79.66336157033125,29.36270696640036,32.23176131195045,25.824261734045457,2507.915412004251,177.74209200106165,2.4225146922029803
pasay,2028,forecast,14.47713058495282,80.84578087990923,29.404931892216403,32.14172639578189,25.86617263445839,2671.3618557068,192.64085117518556,2.3632412765200552
pasay,2029,forecast,17.74890720270317,82.04575048357601,29.447217539421736,32.05194297955622,25.908151553217458,2845.460468868951,208.78845929909687,2.3054181462855645
quezon,2018,history,21.0,73.24931506849315,27.92917808219178,31.776164383561643,24.08219178082192,3571.4,142.0,1.2904109589041095
quezon,2019,history,12.0,71.71780821917808,28.261369863013694,32.21013698630137,24.312602739726028,2372.4,130.0,1.3123287671232875
quezon,2020,history,10.0,73.61475409836065,28.34426229508197,32.26311475409836,24.425409836065576,2477.2,141.0,1.139344262295082
quezon,2021,history,9.0,75.14958448753463,28.115512465373964,31.74736842105263,24.48365650969529,2334.9,130.0,1.1966759002770082
quezon,2022,history,15.0,75.38082191780822,28.214383561643835,31.92849315068493,24.50027397260274,2641.7,148.0,1.0794520547945206
quezon,2023,history,23.0,75.37534246575342,28.153972602739728,31.82630136986301,24.481643835616435,3187.2,146.0,1.202739726027397
quezon,2024,forecast,35.81313351552326,76.42477445213358,28.245869264882696,31.847620725185525,24.463027866037073,3737.854757385745,145.68056288198886,1.0986642657828125
quezon,2025,forecast,55.709813444444336,77.11158076072175,28.267668339924946,31.81617097755974,24.44442605161379,4466.327260495432,147.55180034858296,1.0711173101504754
quezon,2026,forecast,86.66047925321962,77.80455918965838,28.28948423865451,31.78475228677912,24.42583838210755,5336.772157459728,149.44707348326546,1.0442610430098307
quezon,2027,forecast,134.80638688347022,78.5037652059202,28.311316974055273,31.753364622174796,24.407264846762484,6376.858523680609,151.36669101934856,1.0180781466362294
quezon,2028,forecast,209.700685954846,79.2092547749489,28.333166559121132,31.72200795310824,24.388705434830896,7619.647875391784,153.3109656557613,0.9925517375146422
quezon,2029,forecast,326.2039633770867,79.92108436513082,28.355033006856008,31.69068224897112,24.37016013557329,9104.645105322468,155.28021410798735,0.9676653554526627
tanay rizal,2018,history,17.0,86.9945205479452,22.6527397260274,26.094794520547943,19.210684931506847,3093.0,150.0,3.306849315068493
tanay rizal,2019,history,13.0,86.15342465753425,23.57904109589041,26.34246575342466,20.81561643835616,2486.8,143.0,3.3835616438356166
tanay rizal,2020,history,14.0,86.01912568306011,23.88688524590164,26.6775956284153,21.09617486338798,2706.2,150.0,3.068306010928962
tanay rizal,2021,history,11.0,87.90958904109588,23.466438356164385,26.01232876712329,20.92054794520548,2452.3,162.0,3.515068493150685
tanay rizal,2022,history,14.0,88.14794520547945,23.578082191780823,26.2172602739726,20.93890410958904,3289.9,167.0,3.282191780821918
tanay rizal,2023,history,12.0,88.61538461538461,23.519271978021976,26.225357142857145,20.81318681318681,2780.4,167.0,3.4505494505494507
tanay rizal,2024,forecast,11.213770473117606,88.9106766142396,23.46850137324703,26.222546230808536,20.688224333357528,2843.9477479771926,174.0257437791452,3.4181377026250424
tanay rizal,2025,forecast,10.663707317853184,89.3760022411022,23.417840363881393,26.2116392120678,20.564012126780693,2860.92606383329,179.4752904684881,3.4433651981790363
tanay rizal,2026,forecast,10.14062611977299,89.84376321034736,23.367288715477027,26.200736729997804,20.44054569093866,2878.0057399234192,185.09548753676023,3.4687788847491032
tanay rizal,2027,forecast,9.643203347194309,90.31397226765706,23.316846191958515,26.18983878271153,20.317820548220052,2895.1873813663196,190.89167883244815,3.494380136514236
tanay rizal,2028,forecast,9.170180390934396,90.78664222541975,23.266512557760013,26.1789453683228,20.19583224789708,2912.4715968932705,196.86937554452012,3.5201703377955296
tanay rizal,2029,forecast,8.720360379701463,91.2617859630789,23.216287577824215,26.16805648494619,20.07457636596419,2929.858998869674,203.03426144262735,3.5461508831310313
