year,month,loc_code,Region,Province,City,city_raw,EMP_w,EMP_n
2021,8,7605,NCR,NCR,Pasay City,Pasay City,209268.9672,142
2021,8,7403,NCR,NCR,Pasig City,Pasig City,497744.119,194
2021,8,7404,NCR,NCR,Quezon City,Quezon City,1680208.831,281
2021,8,7405,NCR,NCR,San Juan City,San Juan City,57737.7786,37
2021,8,7607,NCR,NCR,Taguig City,Taguig City,362704.1601,162
2021,8,7504,NCR,NCR,Valenzuela City,Valenzuela City,245176.4899,147
2021,8,803,Region III (Central Luzon),Bataan,Balanga City,Balanga City,93597.0444,47
2021,8,1410,Region III (Central Luzon),Bulacan,Malolos City,Malolos City,34305.0309,4
2021,8,1412,Region III (Central Luzon),Bulacan,Meycauayan City,Meycauayan City,241438.1759,37
2021,8,1420,Region III (Central Luzon),Bulacan,San Jose del Monte City,San Jose del Monte City,58378.0304,9
2021,8,4903,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,Cabanatuan City,166706.9676,28
2021,8,4908,Region III (Central Luzon),Nueva Ecija,Gapan City,Gapan City,80929.6884,15
2021,8,4919,Region III (Central Luzon),Nueva Ecija,Palayan City,Palayan City,13230.1786,2
2021,8,4926,Region III (Central Luzon),Nueva Ecija,San Jose City,San Jose City,425331.213,71
2021,8,4917,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,Science City of Muñoz,,
2021,8,5401,Region III (Central Luzon),Pampanga,Angeles City,Angeles City,282202.4374,185
2021,8,5409,Region III (Central Luzon),Pampanga,Mabalacat City,Mabalacat City,188918.7806,57
2021,8,5416,Region III (Central Luzon),Pampanga,San Fernando City,San Fernando City,69993.8375,14
2021,8,6916,Region III (Central Luzon),Tarlac,Tarlac City,Tarlac City,242716.0726,71
2021,8,7107,Region III (Central Luzon),Zambales,Olongapo City,Olongapo City,114886.5919,162
2021,8,1005,Region IV-A (CALABARZON),Batangas,Batangas City,Batangas City,231312.0353,15
2021,8,1014,Region IV-A (CALABARZON),Batangas,Lipa City,Lipa City,39725.2089,9
2021,8,1031,Region IV-A (CALABARZON),Batangas,Tanauan City,Tanauan City,12814.8359,1
2021,8,2103,Region IV-A (CALABARZON),Cavite,Bacoor City,Bacoor City,63816.3771,13
2021,8,2105,Region IV-A (CALABARZON),Cavite,Cavite City,Cavite City,7833.1972,3
2021,8,2104,Region IV-A (CALABARZON),Cavite,City of Carmona,City of Carmona,71297.8588,9
2021,8,2106,Region IV-A (CALABARZON),Cavite,Dasmarinas City,Dasmariñas City,210477.2007,23
2021,8,2108,Region IV-A (CALABARZON),Cavite,General Trias City,General Trias City,36275.3755,4
2021,8,2109,Region IV-A (CALABARZON),Cavite,Imus City,Imus City,24412.9695,5
2021,8,2119,Region IV-A (CALABARZON),Cavite,Tagaytay City,Tagaytay City,6428.2548,1
2021,8,2122,Region IV-A (CALABARZON),Cavite,Trece Martires City,Trece Martires City,936.0049,1
2021,8,3403,Region IV-A (CALABARZON),Laguna,Binan City,Biñan City,317364.7046,42
2021,8,3404,Region IV-A (CALABARZON),Laguna,Cabuyao City,Cabuyao City,164667.6666,24
2021,8,3405,Region IV-A (CALABARZON),Laguna,Calamba City,Calamba City,128224.4787,24
2021,8,3424,Region IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,34029.3695,6
2021,8,3425,Region IV-A (CALABARZON),Laguna,San Pedro City,San Pedro City,23173.2993,4
2021,8,3428,Region IV-A (CALABARZON),Laguna,Santa Rosa City,Santa Rosa City,159979.5809,20
2021,8,5624,Region IV-A (CALABARZON),Quezon,Lucena City,Lucena City,125529.606,112
2021,8,5647,Region IV-A (CALABARZON),Quezon,Tayabas City,Tayabas City,2770.5818,1
2021,8,5802,Region IV-A (CALABARZON),Rizal,Antipolo City,Antipolo City,469119.8347,68
2021,9,7501,NCR,NCR,Caloocan City,Caloocan City,383828.043,115
2021,9,NA,NCR,NCR,City of Manila,City of Manila,750866.3802,206
2021,9,7601,NCR,NCR,Las Pinas City,Las Piñas City,170581.171,105
2021,9,7602,NCR,NCR,Makati City,Makati City,569306.5378,239
2021,9,7502,NCR,NCR,Malabon City,Malabon City,115907.7742,116
2021,9,7401,NCR,NCR,Mandaluyong City,Mandaluyong City,246588.9552,155
2021,9,7402,NCR,NCR,Marikina City,Marikina City,125389.5518,92
2021,9,7603,NCR,NCR,Muntinlupa City,Muntinlupa City,212604.3508,134
2021,9,7503,NCR,NCR,Navotas City,Navotas City,83256.2163,153
2021,9,7604,NCR,NCR,Paranaque City,Parañaque City,329114.5491,159
2021,9,7605,NCR,NCR,Pasay City,Pasay City,375536.6194,198
2021,9,7403,NCR,NCR,Pasig City,Pasig City,452432.1565,207
2021,9,7404,NCR,NCR,Quezon City,Quezon City,1491520.204,321
2021,9,7405,NCR,NCR,San Juan City,San Juan City,57820.5505,28
2021,9,7607,NCR,NCR,Taguig City,Taguig City,383427.416,148
2021,9,7504,NCR,NCR,Valenzuela City,Valenzuela City,332620.7368,153
2021,9,803,Region III (Central Luzon),Bataan,Balanga City,Balanga City,14838.589,8
2021,9,1410,Region III (Central Luzon),Bulacan,Malolos City,Malolos City,42116.5273,8
2021,9,1412,Region III (Central Luzon),Bulacan,Meycauayan City,Meycauayan City,46532.0085,9
2021,9,1420,Region III (Central Luzon),Bulacan,San Jose del Monte City,San Jose del Monte City,29462.2362,4
2021,9,4903,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,Cabanatuan City,53810.9036,8
2021,9,4908,Region III (Central Luzon),Nueva Ecija,Gapan City,Gapan City,121123.5866,23
2021,9,4919,Region III (Central Luzon),Nueva Ecija,Palayan City,Palayan City,,
2021,9,4926,Region III (Central Luzon),Nueva Ecija,San Jose City,San Jose City,92170.7944,18
2021,9,4917,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,Science City of Muñoz,,
2021,9,5401,Region III (Central Luzon),Pampanga,Angeles City,Angeles City,276304.6617,197
2021,9,5409,Region III (Central Luzon),Pampanga,Mabalacat City,Mabalacat City,187518.2648,38
2021,9,5416,Region III (Central Luzon),Pampanga,San Fernando City,San Fernando City,220966.8702,43
2021,9,6916,Region III (Central Luzon),Tarlac,Tarlac City,Tarlac City,62478.5988,16
2021,9,7107,Region III (Central Luzon),Zambales,Olongapo City,Olongapo City,118446.2691,183
2021,9,1005,Region IV-A (CALABARZON),Batangas,Batangas City,Batangas City,19458.7968,4
2021,9,1014,Region IV-A (CALABARZON),Batangas,Lipa City,Lipa City,156439.8843,22
2021,9,1031,Region IV-A (CALABARZON),Batangas,Tanauan City,Tanauan City,24087.5603,3
2021,9,2103,Region IV-A (CALABARZON),Cavite,Bacoor City,Bacoor City,226742.3151,25
2021,9,2105,Region IV-A (CALABARZON),Cavite,Cavite City,Cavite City,18348.9239,7
2021,9,2104,Region IV-A (CALABARZON),Cavite,City of Carmona,City of Carmona,17655.9785,4
2021,9,2106,Region IV-A (CALABARZON),Cavite,Dasmarinas City,Dasmariñas City,51464.4964,6
2021,9,2108,Region IV-A (CALABARZON),Cavite,General Trias City,General Trias City,174553.0816,18
2021,9,2109,Region IV-A (CALABARZON),Cavite,Imus City,Imus City,274239.68,32
2021,9,2119,Region IV-A (CALABARZON),Cavite,Tagaytay City,Tagaytay City,23548.3608,2
2021,9,2122,Region IV-A (CALABARZON),Cavite,Trece Martires City,Trece Martires City,473536.7302,48
2021,9,3403,Region IV-A (CALABARZON),Laguna,Binan City,Biñan City,225433.3914,34
2021,9,3404,Region IV-A (CALABARZON),Laguna,Cabuyao City,Cabuyao City,40050.8752,6
2021,9,3405,Region IV-A (CALABARZON),Laguna,Calamba City,Calamba City,59740.4646,11
2021,9,3424,Region IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,147843.5614,18
2021,9,3425,Region IV-A (CALABARZON),Laguna,San Pedro City,San Pedro City,105380.4576,15
2021,9,3428,Region IV-A (CALABARZON),Laguna,Santa Rosa City,Santa Rosa City,144338.4753,20
2021,9,5624,Region IV-A (CALABARZON),Quezon,Lucena City,Lucena City,125923.9845,119
2021,9,5647,Region IV-A (CALABARZON),Quezon,Tayabas City,Tayabas City,230865.412,46
2021,9,5802,Region IV-A (CALABARZON),Rizal,Antipolo City,Antipolo City,291009.7131,45
2021,10,7501,NCR,NCR,Caloocan City,Caloocan City,399084.6392,487
2021,10,NA,NCR,NCR,City of Manila,City of Manila,844667.5396,897
2021,10,7601,NCR,NCR,Las Pinas City,Las Piñas City,205799.0802,425
2021,10,7602,NCR,NCR,Makati City,Makati City,717892.1185,1236
2021,10,7502,NCR,NCR,Malabon City,Malabon City,109132.7581,438
2021,10,7401,NCR,NCR,Mandaluyong City,Mandaluyong City,244473.7788,569
2021,10,7402,NCR,NCR,Marikina City,Marikina City,193916.385,483
2021,10,7603,NCR,NCR,Muntinlupa City,Muntinlupa City,278824.1649,646
2021,10,7503,NCR,NCR,Navotas City,Navotas City,71805.7321,487
2021,10,7604,NCR,NCR,Paranaque City,Parañaque City,355951.0253,582
2021,10,7605,NCR,NCR,Pasay City,Pasay City,324153.5459,704
2021,10,7403,NCR,NCR,Pasig City,Pasig City,508931.7587,804
2021,10,7404,NCR,NCR,Quezon City,Quezon City,1679309.972,1362
2021,10,7405,NCR,NCR,San Juan City,San Juan City,58762.9474,186
2021,10,7607,NCR,NCR,Taguig City,Taguig City,493362.2532,795
2021,10,7504,NCR,NCR,Valenzuela City,Valenzuela City,251887.7836,596
2021,10,803,Region III (Central Luzon),Bataan,Balanga City,Balanga City,47162.9921,90
2021,10,1410,Region III (Central Luzon),Bulacan,Malolos City,Malolos City,77323.7399,41
2021,10,1412,Region III (Central Luzon),Bulacan,Meycauayan City,Meycauayan City,23398.7171,17
2021,10,1420,Region III (Central Luzon),Bulacan,San Jose del Monte City,San Jose del Monte City,423499.7115,204
2021,10,4903,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,Cabanatuan City,236522.0684,171
2021,10,4908,Region III (Central Luzon),Nueva Ecija,Gapan City,Gapan City,31830.8451,33
2021,10,4919,Region III (Central Luzon),Nueva Ecija,Palayan City,Palayan City,4653.4289,4
2021,10,4926,Region III (Central Luzon),Nueva Ecija,San Jose City,San Jose City,88716.8814,65
2021,10,4917,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,Science City of Muñoz,30903.5363,22
2021,10,5401,Region III (Central Luzon),Pampanga,Angeles City,Angeles City,313731.0155,762
2021,10,5409,Region III (Central Luzon),Pampanga,Mabalacat City,Mabalacat City,70835.1566,83
2021,10,5416,Region III (Central Luzon),Pampanga,San Fernando City,San Fernando City,109987.5546,84
2021,10,6916,Region III (Central Luzon),Tarlac,Tarlac City,Tarlac City,193119.1355,229
2021,10,7107,Region III (Central Luzon),Zambales,Olongapo City,Olongapo City,118268.7524,684
2021,10,1005,Region IV-A (CALABARZON),Batangas,Batangas City,Batangas City,238486.124,133
2021,10,1014,Region IV-A (CALABARZON),Batangas,Lipa City,Lipa City,450573.2151,217
2021,10,1031,Region IV-A (CALABARZON),Batangas,Tanauan City,Tanauan City,61398.726,39
2021,10,2103,Region IV-A (CALABARZON),Cavite,Bacoor City,Bacoor City,349412.4458,155
2021,10,2105,Region IV-A (CALABARZON),Cavite,Cavite City,Cavite City,45130.4889,33
2021,10,2104,Region IV-A (CALABARZON),Cavite,City of Carmona,City of Carmona,40135.9162,23
2021,10,2106,Region IV-A (CALABARZON),Cavite,Dasmarinas City,Dasmariñas City,158821.0569,75
2021,10,2108,Region IV-A (CALABARZON),Cavite,General Trias City,General Trias City,114091.8261,50
2021,10,2109,Region IV-A (CALABARZON),Cavite,Imus City,Imus City,156594.578,73
2021,10,2119,Region IV-A (CALABARZON),Cavite,Tagaytay City,Tagaytay City,109432.0517,48
2021,10,2122,Region IV-A (CALABARZON),Cavite,Trece Martires City,Trece Martires City,34271.1178,15
2021,10,3403,Region IV-A (CALABARZON),Laguna,Binan City,Biñan City,195627.4454,109
2021,10,3404,Region IV-A (CALABARZON),Laguna,Cabuyao City,Cabuyao City,105299.8491,56
2021,10,3405,Region IV-A (CALABARZON),Laguna,Calamba City,Calamba City,259036.1555,149
2021,10,3424,Region IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,97979.7278,65
2021,10,3425,Region IV-A (CALABARZON),Laguna,San Pedro City,San Pedro City,26267.8258,20
2021,10,3428,Region IV-A (CALABARZON),Laguna,Santa Rosa City,Santa Rosa City,126085.7405,68
2021,10,5624,Region IV-A (CALABARZON),Quezon,Lucena City,Lucena City,106626.5643,393
2021,10,5647,Region IV-A (CALABARZON),Quezon,Tayabas City,Tayabas City,58294.474,58
2021,10,5802,Region IV-A (CALABARZON),Rizal,Antipolo City,Antipolo City,235513.9111,146
2021,11,7501,NCR,NCR,Caloocan City,Caloocan City,460208.179,136
2021,11,NA,NCR,NCR,City of Manila,City of Manila,854064.3628,236
2021,11,7601,NCR,NCR,Las Pinas City,Las Piñas City,232085.2901,118
2021,11,7602,NCR,NCR,Makati City,Makati City,726192.0007,335
2021,11,7502,NCR,NCR,Malabon City,Malabon City,114307.3903,121
2021,11,7401,NCR,NCR,Mandaluyong City,Mandaluyong City,173879.8528,117
2021,11,7402,NCR,NCR,Marikina City,Marikina City,190117.2408,133
2021,11,7603,NCR,NCR,Muntinlupa City,Muntinlupa City,306711.8162,165
2021,11,7503,NCR,NCR,Navotas City,Navotas City,72214.0857,134
2021,11,7604,NCR,NCR,Paranaque City,Parañaque City,343239.3285,158
2021,11,7605,NCR,NCR,Pasay City,Pasay City,298090.5079,160
2021,11,7403,NCR,NCR,Pasig City,Pasig City,553649.904,216
2021,11,7404,NCR,NCR,Quezon City,Quezon City,1835727.856,377
2021,11,7405,NCR,NCR,San Juan City,San Juan City,61987.9699,53
2021,11,7607,NCR,NCR,Taguig City,Taguig City,475227.4554,174
2021,11,7504,NCR,NCR,Valenzuela City,Valenzuela City,260062.5616,150
2021,11,803,Region III (Central Luzon),Bataan,Balanga City,Balanga City,24688.1408,10
2021,11,1410,Region III (Central Luzon),Bulacan,Malolos City,Malolos City,41733.7323,6
2021,11,1412,Region III (Central Luzon),Bulacan,Meycauayan City,Meycauayan City,7005.0259,2
2021,11,1420,Region III (Central Luzon),Bulacan,San Jose del Monte City,San Jose del Monte City,247728.5728,34
2021,11,4903,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,Cabanatuan City,319303.7666,61
2021,11,4908,Region III (Central Luzon),Nueva Ecija,Gapan City,Gapan City,314.9209,1
2021,11,4919,Region III (Central Luzon),Nueva Ecija,Palayan City,Palayan City,11146.6666,2
2021,11,4926,Region III (Central Luzon),Nueva Ecija,San Jose City,San Jose City,,
2021,11,4917,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,Science City of Muñoz,143839.1329,28
2021,11,5401,Region III (Central Luzon),Pampanga,Angeles City,Angeles City,293823.7715,189
2021,11,5409,Region III (Central Luzon),Pampanga,Mabalacat City,Mabalacat City,33432.7095,20
2021,11,5416,Region III (Central Luzon),Pampanga,San Fernando City,San Fernando City,148802.6454,31
2021,11,6916,Region III (Central Luzon),Tarlac,Tarlac City,Tarlac City,201773.3214,52
2021,11,7107,Region III (Central Luzon),Zambales,Olongapo City,Olongapo City,99848.7006,138
2021,11,1005,Region IV-A (CALABARZON),Batangas,Batangas City,Batangas City,206007.4329,26
2021,11,1014,Region IV-A (CALABARZON),Batangas,Lipa City,Lipa City,454468.4996,74
2021,11,1031,Region IV-A (CALABARZON),Batangas,Tanauan City,Tanauan City,7770.8261,1
2021,11,2103,Region IV-A (CALABARZON),Cavite,Bacoor City,Bacoor City,523350.1345,56
2021,11,2105,Region IV-A (CALABARZON),Cavite,Cavite City,Cavite City,190922.9876,21
2021,11,2104,Region IV-A (CALABARZON),Cavite,City of Carmona,City of Carmona,43087.9169,3
2021,11,2106,Region IV-A (CALABARZON),Cavite,Dasmarinas City,Dasmariñas City,35775.562,5
2021,11,2108,Region IV-A (CALABARZON),Cavite,General Trias City,General Trias City,,
2021,11,2109,Region IV-A (CALABARZON),Cavite,Imus City,Imus City,71144.5912,8
2021,11,2119,Region IV-A (CALABARZON),Cavite,Tagaytay City,Tagaytay City,355731.785,37
2021,11,2122,Region IV-A (CALABARZON),Cavite,Trece Martires City,Trece Martires City,,
2021,11,3403,Region IV-A (CALABARZON),Laguna,Binan City,Biñan City,61517.9304,6
2021,11,3404,Region IV-A (CALABARZON),Laguna,Cabuyao City,Cabuyao City,203561.8305,29
2021,11,3405,Region IV-A (CALABARZON),Laguna,Calamba City,Calamba City,357481.376,57
2021,11,3424,Region IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,124267.9546,20
2021,11,3425,Region IV-A (CALABARZON),Laguna,San Pedro City,San Pedro City,29989.6686,5
2021,11,3428,Region IV-A (CALABARZON),Laguna,Santa Rosa City,Santa Rosa City,198173.4824,28
2021,11,5624,Region IV-A (CALABARZON),Quezon,Lucena City,Lucena City,128844.1767,109
2021,11,5647,Region IV-A (CALABARZON),Quezon,Tayabas City,Tayabas City,100517.1068,22
2021,11,5802,Region IV-A (CALABARZON),Rizal,Antipolo City,Antipolo City,327743.0442,52
2021,12,7501,NCR,NCR,Caloocan City,Caloocan City,439905.4611,146
2021,12,NA,NCR,NCR,City of Manila,City of Manila,829644.4083,281
2021,12,7601,NCR,NCR,Las Pinas City,Las Piñas City,214744.0539,115
2021,12,7602,NCR,NCR,Makati City,Makati City,692105.0467,282
2021,12,7502,NCR,NCR,Malabon City,Malabon City,90487.5539,95
2021,12,7401,NCR,NCR,Mandaluyong City,Mandaluyong City,293567.0867,184
2021,12,7402,NCR,NCR,Marikina City,Marikina City,215603.9741,137
2021,12,7603,NCR,NCR,Muntinlupa City,Muntinlupa City,272038.1207,162
2021,12,7503,NCR,NCR,Navotas City,Navotas City,63206.9766,117
2021,12,7604,NCR,NCR,Paranaque City,Parañaque City,319654.8114,152
2021,12,7605,NCR,NCR,Pasay City,Pasay City,297182.2359,169
2021,12,7403,NCR,NCR,Pasig City,Pasig City,700799.7628,259
2021,12,7404,NCR,NCR,Quezon City,Quezon City,1818153.214,351
2021,12,7405,NCR,NCR,San Juan City,San Juan City,91557.5544,48
2021,12,7607,NCR,NCR,Taguig City,Taguig City,558586.4979,202
2021,12,7504,NCR,NCR,Valenzuela City,Valenzuela City,181541.8307,93
2021,12,803,Region III (Central Luzon),Bataan,Balanga City,Balanga City,65328.8447,33
2021,12,1410,Region III (Central Luzon),Bulacan,Malolos City,Malolos City,198286.6957,25
2021,12,1412,Region III (Central Luzon),Bulacan,Meycauayan City,Meycauayan City,38454.147,6
2021,12,1420,Region III (Central Luzon),Bulacan,San Jose del Monte City,San Jose del Monte City,387269.8378,48
2021,12,4903,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,Cabanatuan City,205752.3195,35
2021,12,4908,Region III (Central Luzon),Nueva Ecija,Gapan City,Gapan City,,
2021,12,4919,Region III (Central Luzon),Nueva Ecija,Palayan City,Palayan City,5907.2832,1
2021,12,4926,Region III (Central Luzon),Nueva Ecija,San Jose City,San Jose City,251522.2637,41
2021,12,4917,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,Science City of Muñoz,5009.8181,1
2021,12,5401,Region III (Central Luzon),Pampanga,Angeles City,Angeles City,265958.2984,181
2021,12,5409,Region III (Central Luzon),Pampanga,Mabalacat City,Mabalacat City,47952.9067,19
2021,12,5416,Region III (Central Luzon),Pampanga,San Fernando City,San Fernando City,109392.7448,27
2021,12,6916,Region III (Central Luzon),Tarlac,Tarlac City,Tarlac City,202847.7014,59
2021,12,7107,Region III (Central Luzon),Zambales,Olongapo City,Olongapo City,150713.7552,196
2021,12,1005,Region IV-A (CALABARZON),Batangas,Batangas City,Batangas City,10366.0932,2
2021,12,1014,Region IV-A (CALABARZON),Batangas,Lipa City,Lipa City,408179.7458,58
2021,12,1031,Region IV-A (CALABARZON),Batangas,Tanauan City,Tanauan City,,
2021,12,2103,Region IV-A (CALABARZON),Cavite,Bacoor City,Bacoor City,136516.9937,21
2021,12,2105,Region IV-A (CALABARZON),Cavite,Cavite City,Cavite City,40390.7556,10
2021,12,2104,Region IV-A (CALABARZON),Cavite,City of Carmona,City of Carmona,85069.6165,12
2021,12,2106,Region IV-A (CALABARZON),Cavite,Dasmarinas City,Dasmariñas City,601255.9591,67
2021,12,2108,Region IV-A (CALABARZON),Cavite,General Trias City,General Trias City,376565.6275,39
2021,12,2109,Region IV-A (CALABARZON),Cavite,Imus City,Imus City,23405.6978,4
2021,12,2119,Region IV-A (CALABARZON),Cavite,Tagaytay City,Tagaytay City,23992.5618,2
2021,12,2122,Region IV-A (CALABARZON),Cavite,Trece Martires City,Trece Martires City,31293.9183,3
2021,12,3403,Region IV-A (CALABARZON),Laguna,Binan City,Biñan City,443008.5775,64
2021,12,3404,Region IV-A (CALABARZON),Laguna,Cabuyao City,Cabuyao City,93593.6029,14
2021,12,3405,Region IV-A (CALABARZON),Laguna,Calamba City,Calamba City,79513.8319,11
2021,12,3424,Region IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,,
2021,12,3425,Region IV-A (CALABARZON),Laguna,San Pedro City,San Pedro City,41747.1586,8
2021,12,3428,Region IV-A (CALABARZON),Laguna,Santa Rosa City,Santa Rosa City,63646.6171,12
2021,12,5624,Region IV-A (CALABARZON),Quezon,Lucena City,Lucena City,115011.513,88
2021,12,5647,Region IV-A (CALABARZON),Quezon,Tayabas City,Tayabas City,1004.4829,1
2021,12,5802,Region IV-A (CALABARZON),Rizal,Antipolo City,Antipolo City,147133.0566,19
2022,1,7501,NCR,NCR,Caloocan City,Caloocan City,433414.2642,2121
2022,1,NA,NCR,NCR,City of Manila,City of Manila,834862.9498,3476
2022,1,7601,NCR,NCR,Las Pinas City,Las Piñas City,191832.0824,1930
2022,1,7602,NCR,NCR,Makati City,Makati City,656649.9116,4207
2022,1,7502,NCR,NCR,Malabon City,Malabon City,118699.9405,2032
2022,1,7401,NCR,NCR,Mandaluyong City,Mandaluyong City,246385.0276,1820
2022,1,7402,NCR,NCR,Marikina City,Marikina City,183841.9325,1669
2022,1,7603,NCR,NCR,Muntinlupa City,Muntinlupa City,277231.752,2415
2022,1,7503,NCR,NCR,Navotas City,Navotas City,84047.3823,2151
2022,1,7604,NCR,NCR,Paranaque City,Parañaque City,353815.5453,2546
2022,1,7605,NCR,NCR,Pasay City,Pasay City,298095.7251,2682
2022,1,7403,NCR,NCR,Pasig City,Pasig City,479177.0436,2981
2022,1,7404,NCR,NCR,Quezon City,Quezon City,1597387.813,4755
2022,1,7405,NCR,NCR,San Juan City,San Juan City,67747.6986,612
2022,1,7607,NCR,NCR,Taguig City,Taguig City,515153.95,3227
2022,1,7504,NCR,NCR,Valenzuela City,Valenzuela City,259564.3326,2291
2022,1,803,Region III (Central Luzon),Bataan,Balanga City,Balanga City,64958.8552,469
2022,1,1410,Region III (Central Luzon),Bulacan,Malolos City,Malolos City,66234.2561,132
2022,1,1412,Region III (Central Luzon),Bulacan,Meycauayan City,Meycauayan City,135336.6692,300
2022,1,1420,Region III (Central Luzon),Bulacan,San Jose del Monte City,San Jose del Monte City,147678.8601,280
2022,1,4903,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,Cabanatuan City,115548.514,302
2022,1,4908,Region III (Central Luzon),Nueva Ecija,Gapan City,Gapan City,42196.1043,120
2022,1,4919,Region III (Central Luzon),Nueva Ecija,Palayan City,Palayan City,23285.0591,67
2022,1,4926,Region III (Central Luzon),Nueva Ecija,San Jose City,San Jose City,82688.4188,199
2022,1,4917,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,Science City of Muñoz,52596.1424,150
2022,1,5401,Region III (Central Luzon),Pampanga,Angeles City,Angeles City,319214.3804,3124
2022,1,5409,Region III (Central Luzon),Pampanga,Mabalacat City,Mabalacat City,161772.806,569
2022,1,5416,Region III (Central Luzon),Pampanga,San Fernando City,San Fernando City,168314.1431,518
2022,1,6916,Region III (Central Luzon),Tarlac,Tarlac City,Tarlac City,147008.4575,665
2022,1,7107,Region III (Central Luzon),Zambales,Olongapo City,Olongapo City,109448.264,2379
2022,1,1005,Region IV-A (CALABARZON),Batangas,Batangas City,Batangas City,131857.5558,340
2022,1,1014,Region IV-A (CALABARZON),Batangas,Lipa City,Lipa City,334628.3629,701
2022,1,1031,Region IV-A (CALABARZON),Batangas,Tanauan City,Tanauan City,35069.2869,90
2022,1,2103,Region IV-A (CALABARZON),Cavite,Bacoor City,Bacoor City,130055.5211,278
2022,1,2105,Region IV-A (CALABARZON),Cavite,Cavite City,Cavite City,39913.4831,130
2022,1,2104,Region IV-A (CALABARZON),Cavite,City of Carmona,City of Carmona,64599.6023,119
2022,1,2106,Region IV-A (CALABARZON),Cavite,Dasmarinas City,Dasmariñas City,203694.542,314
2022,1,2108,Region IV-A (CALABARZON),Cavite,General Trias City,General Trias City,126126.8318,175
2022,1,2109,Region IV-A (CALABARZON),Cavite,Imus City,Imus City,201473.6097,293
2022,1,2119,Region IV-A (CALABARZON),Cavite,Tagaytay City,Tagaytay City,66332.8805,125
2022,1,2122,Region IV-A (CALABARZON),Cavite,Trece Martires City,Trece Martires City,82450.2539,109
2022,1,3403,Region IV-A (CALABARZON),Laguna,Binan City,Biñan City,199209.3667,405
2022,1,3404,Region IV-A (CALABARZON),Laguna,Cabuyao City,Cabuyao City,151163.2502,309
2022,1,3405,Region IV-A (CALABARZON),Laguna,Calamba City,Calamba City,185753.2262,426
2022,1,3424,Region IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,77165.1289,165
2022,1,3425,Region IV-A (CALABARZON),Laguna,San Pedro City,San Pedro City,138626.7413,323
2022,1,3428,Region IV-A (CALABARZON),Laguna,Santa Rosa City,Santa Rosa City,136307.3948,299
2022,1,5624,Region IV-A (CALABARZON),Quezon,Lucena City,Lucena City,127035.1839,1695
2022,1,5647,Region IV-A (CALABARZON),Quezon,Tayabas City,Tayabas City,36819.5164,114
2022,1,5802,Region IV-A (CALABARZON),Rizal,Antipolo City,Antipolo City,274283.0298,647
2022,2,7501,NCR,NCR,Caloocan City,Caloocan City,456993.7109,138
2022,2,NA,NCR,NCR,City of Manila,City of Manila,804862.1521,247
2022,2,7601,NCR,NCR,Las Pinas City,Las Piñas City,262232.9413,136
2022,2,7602,NCR,NCR,Makati City,Makati City,719032.5591,310
2022,2,7502,NCR,NCR,Malabon City,Malabon City,114501.8694,136
2022,2,7401,NCR,NCR,Mandaluyong City,Mandaluyong City,253214.8223,152
2022,2,7402,NCR,NCR,Marikina City,Marikina City,140154.5663,120
2022,2,7603,NCR,NCR,Muntinlupa City,Muntinlupa City,242446.185,151
2022,2,7503,NCR,NCR,Navotas City,Navotas City,63911.0181,117
2022,2,7604,NCR,NCR,Paranaque City,Parañaque City,310955.6998,154
2022,2,7605,NCR,NCR,Pasay City,Pasay City,316350.4389,189
2022,2,7403,NCR,NCR,Pasig City,Pasig City,509174.5022,192
2022,2,7404,NCR,NCR,Quezon City,Quezon City,1613375.072,307
2022,2,7405,NCR,NCR,San Juan City,San Juan City,60828.5511,38
2022,2,7607,NCR,NCR,Taguig City,Taguig City,436834.4255,169
2022,2,7504,NCR,NCR,Valenzuela City,Valenzuela City,283583.3533,166
2022,2,803,Region III (Central Luzon),Bataan,Balanga City,Balanga City,49316.2167,25
2022,2,1410,Region III (Central Luzon),Bulacan,Malolos City,Malolos City,21755.6952,6
2022,2,1412,Region III (Central Luzon),Bulacan,Meycauayan City,Meycauayan City,39207.5164,11
2022,2,1420,Region III (Central Luzon),Bulacan,San Jose del Monte City,San Jose del Monte City,14785.1641,4
2022,2,4903,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,Cabanatuan City,81783.1462,17
2022,2,4908,Region III (Central Luzon),Nueva Ecija,Gapan City,Gapan City,60285.657,11
