Area_slug,Units,Occupied,occ_rate0,Year,Area_display,Region,Household_Population,Units_per_1k
bataan,239582.20670353132,227603.0963683548,0.95,2028,Bataan,Region III (Central Luzon),1047175.4487459556,228.78898372803033
bataan,244012.99230260224,231812.3426874721,0.95,2029,Bataan,Region III (Central Luzon),1072074.9183307083,227.60815324599392
batangas,674774.0,674774.0,0.95,2020,Batangas,Region IV-A (Calabarzon),2902855.0,232.45184482173585
batangas,699307.8026383116,664342.4125063961,0.95,2021,Batangas,Region IV-A (Calabarzon),3018969.2,231.6379387501905
batangas,734303.8983725621,697588.703453934,0.95,2022,Batangas,Region IV-A (Calabarzon),3139727.968000001,233.87500632429376
batangas,758612.4387957455,720681.8168559582,0.95,2023,Batangas,Region IV-A (Calabarzon),3265317.086720001,232.3242792808734
batangas,762956.8425028953,724809.0003777505,0.95,2024,Batangas,Region IV-A (Calabarzon),3289359.610069184,231.94692370131227
batangas,777731.0457062015,738844.4934208913,0.95,2025,Batangas,Region IV-A (Calabarzon),3371255.087773376,230.69480815225762
batangas,792790.645019526,753151.1127685497,0.95,2026,Batangas,Region IV-A (Calabarzon),3455185.6370967715,229.44950815599893
batangas,808141.1399959382,767734.0829961412,0.95,2027,Batangas,Region IV-A (Calabarzon),3541201.732064994,228.21098630963448
batangas,823788.1359037356,782598.7291085488,0.95,2028,Batangas,Region IV-A (Calabarzon),3629355.0961623434,226.9792054171839
batangas,839737.3457535374,797750.4784658605,0.95,2029,Batangas,Region IV-A (Calabarzon),3719698.733201934,225.75412848843476
bulacan,865286.0,865286.0,0.95,2020,Bulacan,Region III (Central Luzon),3696937.0,234.0548405342044
bulacan,886323.2925311488,842007.1279045913,0.95,2021,Bulacan,Region III (Central Luzon),3812499.43604411,232.47827505275836
bulacan,930160.0771863932,883652.0733270735,0.95,2022,Bulacan,Region III (Central Luzon),3964999.4134858735,234.5927401710843
bulacan,963674.3877248156,915490.6683385748,0.95,2023,Bulacan,Region III (Central Luzon),4123599.3900253098,233.69738342087126
bulacan,968072.4742748338,919668.850561092,0.95,2024,Bulacan,Region III (Central Luzon),4147795.992590528,233.3944282708608
bulacan,985989.7685782006,936690.2801492906,0.95,2025,Bulacan,Region III (Central Luzon),4246498.0970831495,232.1889109653578
bulacan,1004235.1256415535,954023.369359476,0.95,2026,Bulacan,Region III (Central Luzon),4347529.262295907,230.98984849873608
