Area_slug,Area_display,Region,Year,Value,variable,Households,Avg_Family_Income,Price,Price_to_Income
pasig,Pasig,NCR,2027,149193.77397970614,FamilyIncome_Total,228707.4900095461,652334.4468232278,24916214.593383573,38.19546049533617
pasig,Pasig,NCR,2028,155896.7536712571,FamilyIncome_Total,229576.182003287,679063.2735107731,25021368.39646822,36.84688801841271
pasig,Pasig,NCR,2029,162900.8849158993,FamilyIncome_Total,230448.173520712,706887.2902186759,25126965.979737137,35.54592977893845
pateros,Pateros,NCR,2024,7135.91,FamilyIncome_Total,16821.93461036419,424202.6951884287,,
pateros,Pateros,NCR,2025,7456.512251252458,FamilyIncome_Total,16885.828800775922,441584.0252336221,,
pateros,Pateros,NCR,2026,7791.518524347631,FamilyIncome_Total,16949.96567834955,459677.5398961342,,
pateros,Pateros,NCR,2027,8141.575963354151,FamilyIncome_Total,17014.346164875606,478512.4203104325,,
pateros,Pateros,NCR,2028,8507.360787236985,FamilyIncome_Total,17078.97118564579,498119.04328213225,,
pateros,Pateros,NCR,2029,8889.579596135229,FamilyIncome_Total,17143.841669466347,518529.030279591,,
quezon,Quezon,Region IV-A (Calabarzon),2024,359208.8,FamilyIncome_Total,548106.299305096,655363.3856341637,,
quezon,Quezon,Region IV-A (Calabarzon),2024,122275.35,FamilyIncome_Total,548106.299305096,223086.9270340881,,
quezon,Quezon,Region IV-A (Calabarzon),2025,380761.328,FamilyIncome_Total,561752.550410284,677809.7005913112,,
quezon,Quezon,Region IV-A (Calabarzon),2025,129611.871,FamilyIncome_Total,561752.550410284,230727.694792549,,
quezon,Quezon,Region IV-A (Calabarzon),2026,403607.00768,FamilyIncome_Total,575737.9056896123,701025.5946176831,,
quezon,Quezon,Region IV-A (Calabarzon),2026,137388.58326,FamilyIncome_Total,575737.9056896123,238630.42871119897,,
quezon,Quezon,Region IV-A (Calabarzon),2027,427823.4281408001,FamilyIncome_Total,590070.7756346886,725037.4799203149,,
quezon,Quezon,Region IV-A (Calabarzon),2027,145631.89825560004,FamilyIncome_Total,590070.7756346886,246804.1195549064,,
quezon,Quezon,Region IV-A (Calabarzon),2028,453492.8338292481,FamilyIncome_Total,604759.7789345363,749872.6761032459,,
quezon,Quezon,Region IV-A (Calabarzon),2028,154369.81215093605,FamilyIncome_Total,604759.7789345363,255258.06696818405,,
quezon,Quezon,Region IV-A (Calabarzon),2029,480702.40385900304,FamilyIncome_Total,619813.74761949,775559.4413728802,,
quezon,Quezon,Region IV-A (Calabarzon),2029,163632.00087999224,FamilyIncome_Total,619813.74761949,264001.8900975517,,
quezon city,Quezon City,NCR,2024,359208.8,FamilyIncome_Total,784617.1753445307,457814.0923849506,16316069.26076049,35.639071693409576
quezon city,Quezon City,NCR,2024,122275.35,FamilyIncome_Total,784617.1753445307,155840.7766772478,16316069.26076049,104.69704790134415
quezon city,Quezon City,NCR,2025,375347.33733436855,FamilyIncome_Total,787597.3604637197,476572.6196865013,16384927.904104223,34.38075799420149
quezon city,Quezon City,NCR,2025,127768.9384116647,FamilyIncome_Total,787597.3604637197,162226.21459325004,16384927.904104223,101.00049455746823
quezon city,Quezon City,NCR,2026,392210.94707033626,FamilyIncome_Total,790588.8651201598,496099.7610442249,16454077.151311371,33.16687175312824
quezon city,Quezon City,NCR,2026,133509.34283028936,FamilyIncome_Total,790588.8651201598,168873.29017718654,16454077.151311371,97.43445594058893
quezon city,Quezon City,NCR,2027,409832.2052695856,FamilyIncome_Total,793591.7323084711,516427.00973891036,16523518.22881631,31.995844363698353
quezon city,Quezon City,NCR,2027,139507.65220843817,FamilyIncome_Total,793591.7323084711,175792.72380097225,16523518.22881631,93.99432394894677
quezon city,Quezon City,NCR,2028,428245.1515714818,FamilyIncome_Total,796606.0051865765,537587.1494606428,16593252.36822928,30.866162602430443
quezon city,Quezon City,NCR,2028,145775.4537032667,FamilyIncome_Total,796606.0051865765,182995.6750942695,16593252.36822928,90.67565317967941
quezon city,Quezon City,NCR,2029,447485.35494873393,FamilyIncome_Total,799631.7270763263,559614.307182212,16663280.806358332,29.776366673435888
quezon city,Quezon City,NCR,2029,152324.85505987235,FamilyIncome_Total,799631.7270763263,190493.7609426954,16663280.806358332,87.47415518438424
rizal,Rizal,Region IV-A (Calabarzon),2024,393926.36,FamilyIncome_Total,888842.2800510146,443190.39366285637,,
rizal,Rizal,Region IV-A (Calabarzon),2025,417561.9416,FamilyIncome_Total,910971.8650637429,458369.74511916697,,
rizal,Rizal,Region IV-A (Calabarzon),2026,442615.658096,FamilyIncome_Total,933651.3618868256,474069.5254827385,,
rizal,Rizal,Region IV-A (Calabarzon),2027,469172.5975817601,FamilyIncome_Total,956894.40948144,490307.5960450161,,
rizal,Rizal,Region IV-A (Calabarzon),2028,497322.9534366657,FamilyIncome_Total,980714.9844342668,507102.4317259213,,
rizal,Rizal,Region IV-A (Calabarzon),2029,527162.3306428657,FamilyIncome_Total,1005127.4092991428,524473.1421765193,,
san juan,San Juan,NCR,2024,24320.15,FamilyIncome_Total,33477.115607025444,726470.890906032,30126608.88277056,41.46980871483727
san juan,San Juan,NCR,2025,25412.80599493232,FamilyIncome_Total,33604.27061318704,756237.392784231,30253752.092514336,40.005628366417355
san juan,San Juan,NCR,2026,26554.55285169138,FamilyIncome_Total,33731.90858794667,787223.5507355798,30381431.884249337,38.59314403876891
san juan,San Juan,NCR,2027,27747.59612511473,FamilyIncome_Total,33860.03136574783,819479.3390883765,30509650.52251049,37.23053049324064
san juan,San Juan,NCR,2028,28994.240461233618,FamilyIncome_Total,33988.64078800162,853056.7798247735,30638410.281389654,35.91602693513917
san juan,San Juan,NCR,2029,30296.89404924504,FamilyIncome_Total,34117.738703113384,888010.0264816297,30767713.44457608,34.64793473839518
taguig,Taguig,NCR,2024,150373.59,FamilyIncome_Total,262209.96736105817,573485.4075662899,35147710.36323232,61.28788962981513
taguig,Taguig,NCR,2025,157129.57648005846,FamilyIncome_Total,263205.91069162486,596983.464646253,35296044.107933395,59.12398952096324
taguig,Taguig,NCR,2026,164189.09600284416,FamilyIncome_Total,264205.63688036293,621444.3338209016,35445003.86495756,57.03649053653245
taguig,Taguig,NCR,2027,171565.7857045944,FamilyIncome_Total,265209.16029557615,646907.4654638021,35594592.276262246,55.02269517131419
taguig,Taguig,NCR,2028,179273.89541096397,FamilyIncome_Total,266216.4953601422,673413.9263926498,35744811.9949546,53.08000116129578
taguig,Taguig,NCR,2029,187328.31516395308,FamilyIncome_Total,267227.65655172145,701006.4661016702,35895665.685338765,51.20589812096348
tarlac,Tarlac,Region III (Central Luzon),2024,134488.68,FamilyIncome_Total,403411.1684596852,333378.67296413257,5892221.4707785165,17.674260379014846
tarlac,Tarlac,Region III (Central Luzon),2025,142558.0008,FamilyIncome_Total,413010.8525747975,345167.68726841704,6048013.623296611,17.52195772193884
tarlac,Tarlac,Region III (Central Luzon),2026,151111.480848,FamilyIncome_Total,422837.0591872078,357375.2053296175,6207893.821995967,17.370801693615668
tarlac,Tarlac,Region III (Central Luzon),2027,160178.16969888002,FamilyIncome_Total,432895.08801180334,370016.1404800061,6371968.516031346,17.220785308892914
tarlac,Tarlac,Region III (Central Luzon),2028,169788.85988081284,FamilyIncome_Total,443190.3616826584,383105.9394797676,6540346.904830421,17.07190160954377
tarlac,Tarlac,Region III (Central Luzon),2029,179976.19147366163,FamilyIncome_Total,453728.4285788869,396660.60166730394,6713141.008589973,16.924143664312215
valenzuela,Valenzuela,NCR,2024,69892.16,FamilyIncome_Total,205016.66423573357,340909.65366423165,9238826.72404964,27.10051365441571
valenzuela,Valenzuela,NCR,2025,73032.27581436663,FamilyIncome_Total,205795.37215998056,354878.12504157296,9277817.308371063,26.143672020596348
valenzuela,Valenzuela,NCR,2026,76313.47079022416,FamilyIncome_Total,206577.03782443624,369418.9421724633,9316972.44450313,25.22061372844682
valenzuela,Valenzuela,NCR,2027,79742.08333385686,FamilyIncome_Total,207361.67246338635,384555.5564176733,9356292.826903218,24.330145984787606
valenzuela,Valenzuela,NCR,2028,83324.73662354113,FamilyIncome_Total,208149.28735378696,400312.38003671775,9395779.152959494,23.47111811055578
valenzuela,Valenzuela,NCR,2029,87068.35140378996,FamilyIncome_Total,208939.89381542752,416714.8255598524,9435432.123003332,22.642420053874776
zambales,Zambales,Region III (Central Luzon),2024,53999.2,FamilyIncome_Total,185173.02015076368,291614.8365244304,,
zambales,Zambales,Region III (Central Luzon),2025,57239.152,FamilyIncome_Total,189579.44872554997,301926.9883143498,,
zambales,Zambales,Region III (Central Luzon),2026,60673.50112000001,FamilyIncome_Total,194089.85522220907,312605.2160250019,,
zambales,Zambales,Region III (Central Luzon),2027,64313.911187200014,FamilyIncome_Total,198706.67230569525,323662.5647288678,,
zambales,Zambales,Region III (Central Luzon),2028,68172.74585843201,FamilyIncome_Total,203432.38906309183,335112.54610144283,,
zambales,Zambales,Region III (Central Luzon),2029,72263.11060993794,FamilyIncome_Total,208269.5523007289,346969.15517249634,,
