year,month,loc_code,Region,Province,City,city_raw,EMP_w,EMP_n,UNEMP_w,LF_w,POP15p_w,UNEMP_n,LF_n,POP15p_n
2024,5,803,Region III (Central Luzon),Bataan,Balanga City,Balanga City,8834.3589,4,,,,,,
2024,5,1410,Region III (Central Luzon),Bulacan,Malolos City,Malolos City,293696.6274,33,,,,,,
2024,5,1412,Region III (Central Luzon),Bulacan,Meycauayan City,Meycauayan City,231944.0443,30,,,,,,
2024,5,1420,Region III (Central Luzon),Bulacan,San Jose del Monte City,San Jose del Monte City,8365.8547,2,,,,,,
2024,5,4903,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,Cabanatuan City,156386.9396,22,,,,,,
2024,5,4908,Region III (Central Luzon),Nueva Ecija,Gapan City,Gapan City,5685.3934,1,,,,,,
2024,5,4919,Region III (Central Luzon),Nueva Ecija,Palayan City,Palayan City,,,,,,,,
2024,5,4926,Region III (Central Luzon),Nueva Ecija,San Jose City,San Jose City,,,,,,,,
2024,5,4917,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,Science City of Muñoz,,,,,,,,
2024,5,5401,Region III (Central Luzon),Pampanga,Angeles City,Angeles City,336088.642,221,,,,,,
2024,5,5409,Region III (Central Luzon),Pampanga,Mabalacat City,Mabalacat City,52446.207,15,,,,,,
2024,5,5416,Region III (Central Luzon),Pampanga,San Fernando City,San Fernando City,201482.3638,39,,,,,,
2024,5,6916,Region III (Central Luzon),Tarlac,Tarlac City,Tarlac City,41614.5388,11,,,,,,
2024,5,7107,Region III (Central Luzon),Zambales,Olongapo City,Olongapo City,126784.4394,165,,,,,,
2024,5,1005,Region IV-A (CALABARZON),Batangas,Batangas City,Batangas City,10473.0918,3,,,,,,
2024,5,1014,Region IV-A (CALABARZON),Batangas,Lipa City,Lipa City,41573.1311,5,,,,,,
2024,5,1031,Region IV-A (CALABARZON),Batangas,Tanauan City,Tanauan City,142111.4462,17,,,,,,
2024,5,2103,Region IV-A (CALABARZON),Cavite,Bacoor City,Bacoor City,33542.5229,7,,,,,,
2024,5,2105,Region IV-A (CALABARZON),Cavite,Cavite City,Cavite City,17462.2237,5,,,,,,
2024,5,2104,Region IV-A (CALABARZON),Cavite,City of Carmona,City of Carmona,22669.7231,4,,,,,,
2024,5,2106,Region IV-A (CALABARZON),Cavite,Dasmarinas City,Dasmariñas City,377091.3462,32,,,,,,
2024,5,2108,Region IV-A (CALABARZON),Cavite,General Trias City,General Trias City,358340.5454,30,,,,,,
2024,5,2109,Region IV-A (CALABARZON),Cavite,Imus City,Imus City,168724.6814,16,,,,,,
2024,5,2119,Region IV-A (CALABARZON),Cavite,Tagaytay City,Tagaytay City,20174.3748,2,,,,,,
2024,5,2122,Region IV-A (CALABARZON),Cavite,Trece Martires City,Trece Martires City,192905.1466,17,,,,,,
2024,5,3403,Region IV-A (CALABARZON),Laguna,Binan City,Biñan City,162531.0837,28,,,,,,
2024,5,3404,Region IV-A (CALABARZON),Laguna,Cabuyao City,Cabuyao City,287931.554,41,,,,,,
2024,5,3405,Region IV-A (CALABARZON),Laguna,Calamba City,Calamba City,316255.3829,45,,,,,,
2024,5,3424,Region IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,17562.3909,4,,,,,,
2024,5,3425,Region IV-A (CALABARZON),Laguna,San Pedro City,San Pedro City,8185.9772,2,,,,,,
2024,5,3428,Region IV-A (CALABARZON),Laguna,Santa Rosa City,Santa Rosa City,189985.956,23,,,,,,
2024,5,5624,Region IV-A (CALABARZON),Quezon,Lucena City,Lucena City,124407.902,100,,,,,,
2024,5,5647,Region IV-A (CALABARZON),Quezon,Tayabas City,Tayabas City,1366.1119,1,,,,,,
2024,5,5802,Region IV-A (CALABARZON),Rizal,Antipolo City,Antipolo City,246830.6333,32,,,,,,
2024,6,7501,NCR,NCR,Caloocan City,Caloocan City,402897.3245,107,,,,,,
2024,5,NA,NCR,NCR,City of Manila,City of Manila,730399.8992,166,,,,,,
2024,6,3901,NCR,NCR,City of Manila,City of Manila,187608.0561,43,,,,,,
2024,6,3902,NCR,NCR,City of Manila,City of Manila,39338.5441,15,,,,,,
2024,6,3903,NCR,NCR,City of Manila,City of Manila,15797.9635,6,,,,,,
2024,6,3904,NCR,NCR,City of Manila,City of Manila,65584.8019,7,,,,,,
2024,6,3905,NCR,NCR,City of Manila,City of Manila,93763.3141,18,,,,,,
2024,6,3906,NCR,NCR,City of Manila,City of Manila,145977.4807,30,,,,,,
2024,6,3907,NCR,NCR,City of Manila,City of Manila,3073.9058,2,,,,,,
2024,6,3908,NCR,NCR,City of Manila,City of Manila,60989.4643,12,,,,,,
2024,6,3909,NCR,NCR,City of Manila,City of Manila,12159.2721,5,,,,,,
2024,6,3910,NCR,NCR,City of Manila,City of Manila,43877.2355,14,,,,,,
2024,6,3911,NCR,NCR,City of Manila,City of Manila,43364.7662,8,,,,,,
2024,6,3912,NCR,NCR,City of Manila,City of Manila,,,,,,,,
2024,6,3913,NCR,NCR,City of Manila,City of Manila,8029.3605,3,,,,,,
2024,6,3914,NCR,NCR,City of Manila,City of Manila,10835.7344,3,,,,,,
2024,6,7601,NCR,NCR,Las Pinas City,Las Piñas City,188570.8957,96,,,,,,
2024,6,7602,NCR,NCR,Makati City,Makati City,603367.2921,222,,,,,,
2024,6,7502,NCR,NCR,Malabon City,Malabon City,102784.326,90,,,,,,
2024,6,7401,NCR,NCR,Mandaluyong City,Mandaluyong City,349382.2317,173,,,,,,
2024,6,7402,NCR,NCR,Marikina City,Marikina City,173774.5808,115,,,,,,
2024,6,7603,NCR,NCR,Muntinlupa City,Muntinlupa City,449009.5478,157,,,,,,
2024,6,7503,NCR,NCR,Navotas City,Navotas City,80170.9679,147,,,,,,
2024,6,7604,NCR,NCR,Paranaque City,Parañaque City,408066.3619,142,,,,,,
2024,6,7605,NCR,NCR,Pasay City,Pasay City,340269.9906,178,,,,,,
2024,6,7403,NCR,NCR,Pasig City,Pasig City,526636.4406,220,,,,,,
2024,6,7404,NCR,NCR,Quezon City,Quezon City,1920359.05,331,,,,,,
2024,6,7405,NCR,NCR,San Juan City,San Juan City,41105.527,17,,,,,,
2024,6,7607,NCR,NCR,Taguig City,Taguig City,664218.4112,192,,,,,,
2024,6,7504,NCR,NCR,Valenzuela City,Valenzuela City,276732.2333,135,,,,,,
2024,6,803,Region III (Central Luzon),Bataan,Balanga City,Balanga City,97359.7428,49,,,,,,
2024,6,1410,Region III (Central Luzon),Bulacan,Malolos City,Malolos City,52479.6694,8,,,,,,
2024,6,1412,Region III (Central Luzon),Bulacan,Meycauayan City,Meycauayan City,25317.6996,5,,,,,,
2024,6,1420,Region III (Central Luzon),Bulacan,San Jose del Monte City,San Jose del Monte City,395607.5992,44,,,,,,
2024,6,4903,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,Cabanatuan City,233572.2345,29,,,,,,
2024,6,4908,Region III (Central Luzon),Nueva Ecija,Gapan City,Gapan City,9703.2876,1,,,,,,
2024,6,4919,Region III (Central Luzon),Nueva Ecija,Palayan City,Palayan City,,,,,,,,
2024,6,4926,Region III (Central Luzon),Nueva Ecija,San Jose City,San Jose City,,,,,,,,
2024,6,4917,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,Science City of Muñoz,510676.073,68,,,,,,
2024,6,5401,Region III (Central Luzon),Pampanga,Angeles City,Angeles City,345195.9215,227,,,,,,
2024,6,5409,Region III (Central Luzon),Pampanga,Mabalacat City,Mabalacat City,361041.6604,65,,,,,,
2024,6,5416,Region III (Central Luzon),Pampanga,San Fernando City,San Fernando City,263162.43,52,,,,,,
2024,6,6916,Region III (Central Luzon),Tarlac,Tarlac City,Tarlac City,35510.4603,8,,,,,,
2024,6,7107,Region III (Central Luzon),Zambales,Olongapo City,Olongapo City,134352.4578,187,,,,,,
2024,6,1005,Region IV-A (CALABARZON),Batangas,Batangas City,Batangas City,235574.4869,26,,,,,,
2024,6,1014,Region IV-A (CALABARZON),Batangas,Lipa City,Lipa City,262601.0457,30,,,,,,
2024,6,1031,Region IV-A (CALABARZON),Batangas,Tanauan City,Tanauan City,37639.7703,4,,,,,,
2024,6,2103,Region IV-A (CALABARZON),Cavite,Bacoor City,Bacoor City,8145.7243,4,,,,,,
2024,6,2105,Region IV-A (CALABARZON),Cavite,Cavite City,Cavite City,25975.357,7,,,,,,
2024,6,2104,Region IV-A (CALABARZON),Cavite,City of Carmona,City of Carmona,389395.0361,21,,,,,,
2024,6,2106,Region IV-A (CALABARZON),Cavite,Dasmarinas City,Dasmariñas City,85535.9307,13,,,,,,
2024,6,2108,Region IV-A (CALABARZON),Cavite,General Trias City,General Trias City,453261.6496,60,,,,,,
2024,6,2109,Region IV-A (CALABARZON),Cavite,Imus City,Imus City,20943.5876,3,,,,,,
2024,6,2119,Region IV-A (CALABARZON),Cavite,Tagaytay City,Tagaytay City,,,,,,,,
2024,6,2122,Region IV-A (CALABARZON),Cavite,Trece Martires City,Trece Martires City,,,,,,,,
2024,6,3403,Region IV-A (CALABARZON),Laguna,Binan City,Biñan City,479378.0604,62,,,,,,
2024,6,3404,Region IV-A (CALABARZON),Laguna,Cabuyao City,Cabuyao City,369422.6419,44,,,,,,
2024,6,3405,Region IV-A (CALABARZON),Laguna,Calamba City,Calamba City,132698.855,20,,,,,,
2024,6,3424,Region IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,,,,,,,,
2024,6,3425,Region IV-A (CALABARZON),Laguna,San Pedro City,San Pedro City,9327.9948,2,,,,,,
2024,6,3428,Region IV-A (CALABARZON),Laguna,Santa Rosa City,Santa Rosa City,305301.3911,41,,,,,,
2024,6,5624,Region IV-A (CALABARZON),Quezon,Lucena City,Lucena City,104484.9934,92,,,,,,
2024,6,5647,Region IV-A (CALABARZON),Quezon,Tayabas City,Tayabas City,306263.0187,35,,,,,,
2024,6,5802,Region IV-A (CALABARZON),Rizal,Antipolo City,Antipolo City,490209.9278,68,,,,,,
