Area_slug,Area_display,Region,Year,Value,variable,Households,Avg_Family_Income,Price_to_Income,Price,FamilyIncome_Total,Households_hh
pampanga,Pampanga,Region III (Central Luzon),2023,251756.6,FamilyIncome_Total,640155.9350141281,393273.8669281318,10.072878808201919,3961400.0,251756.6,640155.9350141281
pampanga,Pampanga,Region III (Central Luzon),2024,251756.6,FamilyIncome_Total,643912.2646849422,390979.6626147216,9.924047001042828,3880100.548240364,251756.6,643912.2646849422
pampanga,Pampanga,Region III (Central Luzon),2025,266861.99600000004,FamilyIncome_Total,659234.9796271782,404805.5765349715,9.747846670568645,3945982.691454042,266861.99600000004,659234.9796271782
pampanga,Pampanga,Region III (Central Luzon),2026,282873.71576000005,FamilyIncome_Total,674919.2626806642,419122.3030684795,9.570176327566143,4011074.343180965,282873.71576000005,674919.2626806642
pampanga,Pampanga,Region III (Central Luzon),2027,299846.13870560005,FamilyIncome_Total,690973.5730842171,433947.3322651288,9.391495410159441,4075414.379218891,299846.13870560005,690973.5730842171
pampanga,Pampanga,Region III (Central Luzon),2028,317836.9070279361,FamilyIncome_Total,707406.5662764076,449298.7797681065,9.212219181567882,4139038.837234794,317836.9070279361,707406.5662764076
pampanga,Pampanga,Region III (Central Luzon),2029,336907.1214496123,FamilyIncome_Total,724227.0984060974,465195.409272987,9.032722837189912,4201981.197096017,336907.1214496123,724227.0984060974
paranaque,Parañaque,NCR,2018,93913.75,FamilyIncome_Total,,,,,93913.75,
paranaque,Parañaque,NCR,2021,93220.34,FamilyIncome_Total,182216.0,511592.5055977521,,,93220.34,182216.0
paranaque,Parañaque,NCR,2023,114375.68,FamilyIncome_Total,193536.1558885037,590978.3599602542,41.45667872110872,24500000.0,114375.68,193536.1558885037
paranaque,Parañaque,NCR,2024,114375.68,FamilyIncome_Total,193536.1558885037,590978.3599602542,40.372447414008334,23859242.76031225,114375.68,193536.1558885037
paranaque,Parañaque,NCR,2025,119514.35194184491,FamilyIncome_Total,194271.2577826863,615193.1752845026,39.30417090222659,24179657.69926553,119514.35194184491,194271.2577826863
paranaque,Parañaque,NCR,2026,124883.89419917807,FamilyIncome_Total,195009.1517897551,640400.1712382142,38.25788703252019,24500357.406838182,124883.89419917807,195009.1517897551
paranaque,Parañaque,NCR,2027,130494.67931634311,FamilyIncome_Total,195749.8485148992,666640.0015446792,37.233564242063046,24821383.32384282,130494.67931634311,195749.8485148992
paranaque,Parañaque,NCR,2028,136357.5458554782,FamilyIncome_Total,196493.3586035884,693954.9856775058,36.231132920342255,25142775.32681592,136357.5458554782,196493.3586035884
paranaque,Parañaque,NCR,2029,142483.81933377692,FamilyIncome_Total,197239.69274172743,722389.1771133016,35.25048911824026,25464571.82696697,142483.81933377692,197239.69274172743
pasay city,Pasay City,NCR,2018,49277.21,FamilyIncome_Total,,,,,49277.21,
pasay city,Pasay City,NCR,2021,46705.45,FamilyIncome_Total,127629.0,365947.00264046574,,,46705.45,127629.0
pasay city,Pasay City,NCR,2023,58005.62,FamilyIncome_Total,135557.94244135442,427902.77688889095,57.25599674330148,24500000.0,58005.62,135557.94244135442
pasay city,Pasay City,NCR,2024,58005.62,FamilyIncome_Total,135557.94244135442,427902.77688889095,55.75856023600317,23859242.76031225,58005.62,135557.94244135442
pasay city,Pasay City,NCR,2025,60611.69720070665,FamilyIncome_Total,136072.8276306497,445435.7145074435,54.28315896493179,24179657.69926553,60611.69720070665,136072.8276306497
pasay city,Pasay City,NCR,2026,63334.86026957591,FamilyIncome_Total,136589.66849110206,463687.0487294709,52.83813182613267,24500357.406838182,63334.86026957591,136589.66849110206
pasay city,Pasay City,NCR,2027,66180.36964191741,FamilyIncome_Total,137108.47245087186,482686.2152200761,51.42343522805132,24821383.32384282,66180.36964191741,137108.47245087186
pasay city,Pasay City,NCR,2028,69153.72209394029,FamilyIncome_Total,137629.24696633327,502463.8557446776,50.03897303130992,25142775.32681592,69153.72209394029,137629.24696633327
pasay city,Pasay City,NCR,2029,72260.66136108409,FamilyIncome_Total,138151.9995221821,523051.8675879295,48.684601671336466,25464571.82696697,72260.66136108409,138151.9995221821
pasig,Pasig,NCR,2018,88774.66,FamilyIncome_Total,,,,,88774.66,
pasig,Pasig,NCR,2021,91036.89,FamilyIncome_Total,212895.0,427614.0350877193,,,91036.89,212895.0
pasig,Pasig,NCR,2023,130765.02,FamilyIncome_Total,226121.086555972,578296.4428115446,42.36581480751744,24500000.0,130765.02,226121.086555972
pasig,Pasig,NCR,2024,130765.02,FamilyIncome_Total,226121.086555972,578296.4428115446,41.25780654004041,23859242.76031225,130765.02,226121.086555972
pasig,Pasig,NCR,2025,136640.03240865885,FamilyIncome_Total,226979.9547001635,601991.6278032478,40.16610295312662,24179657.69926553,136640.03240865885,226979.9547001635
pasig,Pasig,NCR,2026,142778.99744625262,FamilyIncome_Total,227842.0850544404,626657.7020313747,39.09687430221919,24500357.406838182,142778.99744625262,227842.0850544404
pasig,Pasig,NCR,2027,149193.77397970614,FamilyIncome_Total,228707.4900095461,652334.4468232278,38.05008833232598,24821383.32384282,149193.77397970614,228707.4900095461
pasig,Pasig,NCR,2028,155896.7536712571,FamilyIncome_Total,229576.182003287,679063.2735107731,37.025673906390466,25142775.32681592,155896.7536712571,229576.182003287
pasig,Pasig,NCR,2029,162900.8849158993,FamilyIncome_Total,230448.173520712,706887.2902186759,36.023524795713186,25464571.82696697,162900.8849158993,230448.173520712
pateros,Pateros,NCR,2018,6132.02,FamilyIncome_Total,,,,,6132.02,
pateros,Pateros,NCR,2021,5094.35,FamilyIncome_Total,15838.0,321653.6178810456,,,5094.35,15838.0
pateros,Pateros,NCR,2023,7135.91,FamilyIncome_Total,16821.93461036419,424202.6951884287,57.755408623976855,24500000.0,7135.91,16821.93461036419
pateros,Pateros,NCR,2024,7135.91,FamilyIncome_Total,16821.93461036419,424202.6951884287,56.244910819612066,23859242.76031225,7135.91,16821.93461036419
pateros,Pateros,NCR,2025,7456.512251252458,FamilyIncome_Total,16885.828800775922,441584.0252336221,54.756640452455606,24179657.69926553,7456.512251252458,16885.828800775922
pateros,Pateros,NCR,2026,7791.518524347631,FamilyIncome_Total,16949.96567834955,459677.5398961342,53.29900915405639,24500357.406838182,7791.518524347631,16949.96567834955
pateros,Pateros,NCR,2027,8141.575963354151,FamilyIncome_Total,17014.346164875606,478512.4203104325,51.871972952635325,24821383.32384282,8141.575963354151,17014.346164875606
pateros,Pateros,NCR,2028,8507.360787236985,FamilyIncome_Total,17078.97118564579,498119.04328213225,50.47543487024481,25142775.32681592,8507.360787236985,17078.97118564579
pateros,Pateros,NCR,2029,8889.579596135229,FamilyIncome_Total,17143.841669466347,518529.030279591,49.109250090079755,25464571.82696697,8889.579596135229,17143.841669466347
quezon,Quezon,Region IV-A (Calabarzon),2018,340450.04,FamilyIncome_Total,,,,,340450.04,
quezon,Quezon,Region IV-A (Calabarzon),2021,315867.49,FamilyIncome_Total,503051.12,627903.3629822751,,,315867.49,503051.12
quezon,Quezon,Region IV-A (Calabarzon),2023,359208.8,FamilyIncome_Total,544100.0913920001,660188.8249660409,22.150859643454616,14623750.0,359208.8,544100.0913920001
quezon,Quezon,Region IV-A (Calabarzon),2024,359208.8,FamilyIncome_Total,548106.299305096,655363.3856341637,21.84655556576308,14317432.620023375,359208.8,548106.299305096
quezon,Quezon,Region IV-A (Calabarzon),2025,380761.328,FamilyIncome_Total,561752.550410284,677809.7005913112,21.53515354954673,14596735.979606183,380761.328,561752.550410284
quezon,Quezon,Region IV-A (Calabarzon),2026,403607.00768,FamilyIncome_Total,575737.9056896123,701025.5946176831,21.219115289308714,14875142.912948811,403607.00768,575737.9056896123
quezon,Quezon,Region IV-A (Calabarzon),2027,427823.4281408001,FamilyIncome_Total,590070.7756346886,725037.4799203149,20.89927579067035,15152758.251427278,427823.4281408001,590070.7756346886
quezon,Quezon,Region IV-A (Calabarzon),2028,453492.8338292481,FamilyIncome_Total,604759.7789345363,749872.6761032459,20.576399543422045,15429679.790195497,453492.8338292481,604759.7789345363
quezon,Quezon,Region IV-A (Calabarzon),2029,480702.40385900304,FamilyIncome_Total,619813.74761949,775559.4413728802,20.251186596001602,15705998.963532962,480702.40385900304,619813.74761949
quezon city,Quezon City,NCR,2018,340450.04,FamilyIncome_Total,,,,,340450.04,
quezon city,Quezon City,NCR,2021,315867.49,FamilyIncome_Total,738724.0,427585.25511557766,,,315867.49,738724.0
quezon city,Quezon City,NCR,2023,359208.8,FamilyIncome_Total,784617.1753445307,457814.0923849506,35.48929635468358,16247500.0,359208.8,784617.1753445307
quezon city,Quezon City,NCR,2024,359208.8,FamilyIncome_Total,784617.1753445307,457814.0923849506,34.561132127308575,15822573.336660134,359208.8,784617.1753445307
quezon city,Quezon City,NCR,2025,375347.33733436855,FamilyIncome_Total,787597.3604637197,476572.6196865013,33.646626120437695,16035060.753829254,375347.33733436855,787597.3604637197
quezon city,Quezon City,NCR,2026,392210.94707033626,FamilyIncome_Total,790588.8651201598,496099.7610442249,32.750947077431555,16247737.01908585,392210.94707033626,790588.8651201598
quezon city,Quezon City,NCR,2027,409832.2052695856,FamilyIncome_Total,793591.7323084711,516427.0097389104,31.8740679786995,16460629.61445454,409832.2052695856,793591.7323084711
quezon city,Quezon City,NCR,2028,428245.1515714818,FamilyIncome_Total,796606.0051865765,537587.1494606428,31.015929233647274,16673764.984589458,428245.1515714818,796606.0051865765
quezon city,Quezon City,NCR,2029,447485.35494873393,FamilyIncome_Total,799631.7270763263,559614.307182212,30.17644185586413,16887168.60239371,447485.35494873393,799631.7270763263
rizal,Rizal,Region IV-A (Calabarzon),2018,333903.8,FamilyIncome_Total,,,,,333903.8,
rizal,Rizal,Region IV-A (Calabarzon),2021,322250.62,FamilyIncome_Total,815778.0800000001,395022.4060935787,,,322250.62,815778.0800000001
rizal,Rizal,Region IV-A (Calabarzon),2023,393926.36,FamilyIncome_Total,882345.5713280002,446453.6036681292,32.75536333417201,14623750.0,393926.36,882345.5713280002
rizal,Rizal,Region IV-A (Calabarzon),2024,393926.36,FamilyIncome_Total,888842.2800510146,443190.3936628564,32.3053767065965,14317432.620023375,393926.36,888842.2800510146
rizal,Rizal,Region IV-A (Calabarzon),2025,417561.9416,FamilyIncome_Total,910971.8650637429,458369.74511916697,31.844894073039928,14596735.979606183,417561.9416,910971.8650637429
rizal,Rizal,Region IV-A (Calabarzon),2026,442615.658096,FamilyIncome_Total,933651.3618868256,474069.5254827385,31.377555639759077,14875142.912948811,442615.658096,933651.3618868256
rizal,Rizal,Region IV-A (Calabarzon),2027,469172.5975817601,FamilyIncome_Total,956894.40948144,490307.5960450161,30.904596163009625,15152758.251427278,469172.5975817601,956894.40948144
rizal,Rizal,Region IV-A (Calabarzon),2028,497322.9534366657,FamilyIncome_Total,980714.9844342668,507102.4317259213,30.427146124463725,15429679.790195497,497322.9534366657,980714.9844342668
rizal,Rizal,Region IV-A (Calabarzon),2029,527162.3306428657,FamilyIncome_Total,1005127.4092991428,524473.1421765193,29.946240713784487,15705998.963532962,527162.3306428657,1005127.4092991428
san juan,San Juan,NCR,2018,17024.55,FamilyIncome_Total,,,,,17024.55,
san juan,San Juan,NCR,2021,15840.53,FamilyIncome_Total,31519.0,502570.83029283927,,,15840.53,31519.0
san juan,San Juan,NCR,2023,24320.15,FamilyIncome_Total,33477.115607025444,726470.890906032,41.295529353674354,30000000.0,24320.15,33477.115607025444
san juan,San Juan,NCR,2024,24320.15,FamilyIncome_Total,33477.115607025444,726470.890906032,40.21551264346599,29215399.29834153,24320.15,33477.115607025444
san juan,San Juan,NCR,2025,25412.80599493232,FamilyIncome_Total,33604.27061318704,756237.392784231,39.15138870949388,29607744.12154963,25412.80599493232,33604.27061318704
san juan,San Juan,NCR,2026,26554.55285169138,FamilyIncome_Total,33731.90858794667,787223.5507355798,38.10917192834743,30000437.641026344,26554.55285169138,33731.90858794667
san juan,San Juan,NCR,2027,27747.59612511473,FamilyIncome_Total,33860.03136574783,819479.3390883765,37.088830859890756,30393530.60062386,27747.59612511473,33860.03136574783
san juan,San Juan,NCR,2028,28994.240461233618,FamilyIncome_Total,33988.64078800162,853056.7798247735,36.09029616419925,30787071.82875419,28994.240461233618,33988.64078800162
san juan,San Juan,NCR,2029,30296.89404924504,FamilyIncome_Total,34117.738703113384,888010.0264816297,35.11346429622374,31181108.3595514,30296.89404924504,34117.738703113384
taguig,Taguig,NCR,2018,99716.19,FamilyIncome_Total,,,,,99716.19,
taguig,Taguig,NCR,2021,99626.64,FamilyIncome_Total,246873.0,403554.2161354219,,,99626.64,246873.0
taguig,Taguig,NCR,2023,150373.59,FamilyIncome_Total,262209.96736105817,573485.4075662899,61.03032359363792,35000000.0,150373.59,262209.96736105817
taguig,Taguig,NCR,2024,150373.59,FamilyIncome_Total,262209.96736105817,573485.4075662899,59.43417576983753,34084632.51473179,150373.59,262209.96736105817
taguig,Taguig,NCR,2025,157129.57648005846,FamilyIncome_Total,263205.91069162486,596983.464646253,57.86151574947932,34542368.1418079,157129.57648005846,263205.91069162486
taguig,Taguig,NCR,2026,164189.09600284416,FamilyIncome_Total,264205.63688036293,621444.3338209016,56.32123213031732,35000510.5811974,164189.09600284416,264205.63688036293
taguig,Taguig,NCR,2027,171565.7857045944,FamilyIncome_Total,265209.16029557615,646907.4654638021,54.81327844723303,35459119.03406117,171565.7857045944,265209.16029557615
taguig,Taguig,NCR,2028,179273.89541096397,FamilyIncome_Total,266216.4953601422,673413.9263926498,53.33755222332143,35918250.46687989,179273.89541096397,266216.4953601422
taguig,Taguig,NCR,2029,187328.31516395308,FamilyIncome_Total,267227.65655172145,701006.4661016702,51.893900430205036,36377959.75280997,187328.31516395308,267227.65655172145
tarlac,Tarlac,Region III (Central Luzon),2018,91533.05,FamilyIncome_Total,,,,,91533.05,
tarlac,Tarlac,Region III (Central Luzon),2021,107978.41,FamilyIncome_Total,370800.50585754,291203.5131944638,,,107978.41,370800.50585754
tarlac,Tarlac,Region III (Central Luzon),2023,134488.68,FamilyIncome_Total,401057.8271355153,335334.88415015273,17.118708107414136,5740500.0,134488.68,401057.8271355153
tarlac,Tarlac,Region III (Central Luzon),2024,134488.68,FamilyIncome_Total,403411.1684596852,333378.67296413257,16.86577065900755,5622688.24081734,134488.68,403411.1684596852
tarlac,Tarlac,Region III (Central Luzon),2025,142558.0008,FamilyIncome_Total,413010.8525747975,345167.68726841704,16.56632081122804,5718158.640958229,142558.0008,413010.8525747975
tarlac,Tarlac,Region III (Central Luzon),2026,151111.480848,FamilyIncome_Total,422837.0591872078,357375.2053296175,16.26437269896371,5812483.532849581,151111.480848,422837.0591872078
tarlac,Tarlac,Region III (Central Luzon),2027,160178.16969888002,FamilyIncome_Total,432895.08801180334,370016.1404800061,15.9607071304909,5905719.251755956,160178.16969888002,432895.08801180334
tarlac,Tarlac,Region III (Central Luzon),2028,169788.85988081284,FamilyIncome_Total,443190.3616826584,383105.9394797676,15.656029839490632,5997918.020181334,169788.85988081284,443190.3616826584
tarlac,Tarlac,Region III (Central Luzon),2029,179976.19147366163,FamilyIncome_Total,453728.4285788869,396660.601667304,15.350978464976691,6089128.354099481,179976.19147366163,453728.4285788869
valenzuela,Valenzuela,NCR,2018,60113.79,FamilyIncome_Total,,,,,60113.79,
valenzuela,Valenzuela,NCR,2021,62704.85,FamilyIncome_Total,193025.0,324853.5163838881,,,62704.85,193025.0
valenzuela,Valenzuela,NCR,2023,69892.16,FamilyIncome_Total,205016.6642357336,340909.65366423165,26.986622118543035,9200000.0,69892.16,205016.66423573357
valenzuela,Valenzuela,NCR,2024,69892.16,FamilyIncome_Total,205016.6642357336,340909.65366423165,26.280831363556345,8959389.11815807,69892.16,205016.66423573357
valenzuela,Valenzuela,NCR,2025,73032.27581436663,FamilyIncome_Total,205795.37215998056,354878.12504157296,25.58542653541003,9079708.19727522,73032.27581436663,205795.37215998056
valenzuela,Valenzuela,NCR,2026,76313.47079022416,FamilyIncome_Total,206577.03782443624,369418.9421724633,24.90433802828568,9200134.209914746,76313.47079022416,206577.03782443624
valenzuela,Valenzuela,NCR,2027,79742.08333385686,FamilyIncome_Total,207361.67246338635,384555.5564176733,24.23754529605932,9320682.717524651,79742.08333385686,207361.67246338635
valenzuela,Valenzuela,NCR,2028,83324.73662354113,FamilyIncome_Total,208149.28735378696,400312.38003671775,23.585003025100793,9441368.694151286,83324.73662354113,208149.28735378696
valenzuela,Valenzuela,NCR,2029,87068.35140378996,FamilyIncome_Total,208939.89381542752,416714.8255598524,22.9466435487363,9562206.56359576,87068.35140378996,208939.89381542752
zambales,Zambales,Region III (Central Luzon),2018,45949.56,FamilyIncome_Total,,,,,45949.56,
zambales,Zambales,Region III (Central Luzon),2021,42752.79,FamilyIncome_Total,170204.136403163,251185.37600479551,,,42752.79,170204.136403163
zambales,Zambales,Region III (Central Luzon),2023,53999.2,FamilyIncome_Total,184092.7939336611,293325.98439164826,13.505111073660446,3961400.0,53999.2,184092.7939336611
zambales,Zambales,Region III (Central Luzon),2024,53999.2,FamilyIncome_Total,185173.02015076368,291614.8365244304,13.305566323321496,3880100.548240364,53999.2,185173.02015076368
zambales,Zambales,Region III (Central Luzon),2025,57239.152,FamilyIncome_Total,189579.44872555,301926.9883143498,13.069327500281961,3945982.691454042,57239.152,189579.44872554997
zambales,Zambales,Region III (Central Luzon),2026,60673.50112000001,FamilyIncome_Total,194089.85522220907,312605.2160250019,12.831117772712286,4011074.343180965,60673.50112000001,194089.85522220907
zambales,Zambales,Region III (Central Luzon),2027,64313.911187200014,FamilyIncome_Total,198706.67230569525,323662.5647288678,12.591553127662035,4075414.379218891,64313.911187200014,198706.67230569525
zambales,Zambales,Region III (Central Luzon),2028,68172.74585843201,FamilyIncome_Total,203432.38906309183,335112.54610144283,12.351190325120966,4139038.837234794,68172.74585843201,203432.38906309183
zambales,Zambales,Region III (Central Luzon),2029,72263.11060993794,FamilyIncome_Total,208269.5523007289,346969.15517249634,12.11053240455047,4201981.197096017,72263.11060993794,208269.5523007289
