Region,Province,City,Year,GRDP_grdp_pc_const,g_grdp_pc_assumed,grdp_growth_source
Region IV-A (CALABARZON),Quezon,Tayabas City,2026,208195.36956190414,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Quezon,Tayabas City,2027,216771.26147435445,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Quezon,Tayabas City,2028,225700.40774711448,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Quezon,Tayabas City,2029,234997.35947811682,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Laguna,Calamba City,2024,192048.0,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Laguna,Calamba City,2025,199958.75658151248,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Laguna,Calamba City,2026,208195.36956190414,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Laguna,Calamba City,2027,216771.26147435445,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Laguna,Calamba City,2028,225700.40774711448,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Laguna,Calamba City,2029,234997.35947811682,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Tarlac,Tarlac City,2024,191874.0,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Tarlac,Tarlac City,2025,202177.21960706037,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Tarlac,Tarlac City,2026,213033.69986575312,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Tarlac,Tarlac City,2027,224473.14967876294,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Tarlac,Tarlac City,2028,236526.8732527168,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Tarlac,Tarlac City,2029,249227.8557625622,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Las Pinas City,2024,503483.0,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Las Pinas City,2025,526954.3976919365,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Las Pinas City,2026,551519.9862693906,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Las Pinas City,2027,577230.774782171,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Las Pinas City,2028,604140.150222726,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Las Pinas City,2029,632303.9883812018,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Cavite,Bacoor City,2024,192048.0,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Cavite,Bacoor City,2025,199958.75658151248,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Cavite,Bacoor City,2026,208195.36956190414,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Cavite,Bacoor City,2027,216771.26147435445,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Cavite,Bacoor City,2028,225700.40774711448,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Cavite,Bacoor City,2029,234997.35947811682,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Marikina City,2024,503483.0,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Marikina City,2025,526954.3976919365,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Marikina City,2026,551519.9862693906,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Marikina City,2027,577230.774782171,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Marikina City,2028,604140.150222726,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Marikina City,2029,632303.9883812018,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Nueva Ecija,Cabanatuan City,2024,191874.0,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Nueva Ecija,Cabanatuan City,2025,202177.21960706037,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Nueva Ecija,Cabanatuan City,2026,213033.69986575312,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Nueva Ecija,Cabanatuan City,2027,224473.14967876294,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Nueva Ecija,Cabanatuan City,2028,236526.8732527168,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Nueva Ecija,Cabanatuan City,2029,249227.8557625622,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Batangas,Tanauan City,2024,192048.0,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Batangas,Tanauan City,2025,199958.75658151248,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Batangas,Tanauan City,2026,208195.36956190414,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Batangas,Tanauan City,2027,216771.26147435445,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Batangas,Tanauan City,2028,225700.40774711448,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Batangas,Tanauan City,2029,234997.35947811682,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Batangas,Batangas City,2024,192048.0,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Batangas,Batangas City,2025,199958.75658151248,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Batangas,Batangas City,2026,208195.36956190414,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Batangas,Batangas City,2027,216771.26147435445,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Batangas,Batangas City,2028,225700.40774711448,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Batangas,Batangas City,2029,234997.35947811682,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Pampanga,Angeles City,2024,191874.0,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Pampanga,Angeles City,2025,202177.21960706037,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Pampanga,Angeles City,2026,213033.69986575312,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Pampanga,Angeles City,2027,224473.14967876294,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Pampanga,Angeles City,2028,236526.8732527168,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Pampanga,Angeles City,2029,249227.8557625622,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Nueva Ecija,Gapan City,2024,191874.0,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Nueva Ecija,Gapan City,2025,202177.21960706037,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Nueva Ecija,Gapan City,2026,213033.69986575312,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Nueva Ecija,Gapan City,2027,224473.14967876294,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Nueva Ecija,Gapan City,2028,236526.8732527168,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Nueva Ecija,Gapan City,2029,249227.8557625622,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Bataan,Balanga City,2024,191874.0,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Bataan,Balanga City,2025,202177.21960706037,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Bataan,Balanga City,2026,213033.69986575312,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Bataan,Balanga City,2027,224473.14967876294,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Bataan,Balanga City,2028,236526.8732527168,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Bataan,Balanga City,2029,249227.8557625622,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Malabon City,2024,503483.0,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Malabon City,2025,526954.3976919365,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Malabon City,2026,551519.9862693906,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Malabon City,2027,577230.774782171,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Malabon City,2028,604140.150222726,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
NCR,NCR,Malabon City,2029,632303.9883812018,0.04661805401957264,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Quezon,Lucena City,2024,192048.0,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Quezon,Lucena City,2025,199958.75658151248,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Quezon,Lucena City,2026,208195.36956190414,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Quezon,Lucena City,2027,216771.26147435445,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Quezon,Lucena City,2028,225700.40774711448,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region IV-A (CALABARZON),Quezon,Lucena City,2029,234997.35947811682,0.041191559305551184,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Zambales,Olongapo City,2024,191874.0,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Zambales,Olongapo City,2025,202177.21960706037,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Zambales,Olongapo City,2026,213033.69986575312,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Zambales,Olongapo City,2027,224473.14967876294,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Zambales,Olongapo City,2028,236526.8732527168,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
Region III (Central Luzon),Zambales,Olongapo City,2029,249227.8557625622,0.05369784132847788,region_pcGRDP_const2018_CAGR_2022_2024
