Region,Province,City,year,month,EMP_w,observed,projection_reliance,ts_model
NCR,NCR,Makati City,2025,4,590904.4552968914,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2025,5,558767.202821794,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2025,6,510538.5941209984,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2025,7,521738.23449606926,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2025,8,534445.9156605657,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2025,9,512343.67077275796,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2025,10,506599.76761010574,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2025,11,535163.7981290587,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2025,12,517206.5977537617,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2026,1,514652.4752302758,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2026,2,495560.7528505646,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2026,3,502230.29713747505,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2026,4,497375.96369154454,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2026,5,470325.40284889616,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2026,6,429730.42930447054,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2026,7,439157.3880532429,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2026,8,449853.69455223705,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2026,9,431249.7980131654,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2026,10,426415.04114973964,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2026,11,450457.95042030985,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2026,12,435343.0198053806,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2027,1,433193.16437593265,False,time_series,"ETS(A,A,A)_log"
