Region,Area_display,Area_slug,Date,RAINFALL_mm,TMAX_C,TMIN_C,TAVG,RH_pct,WIND_SPEED,WIND_DIRECTION,wet_day_1mm,heavy_rain_50mm
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-09-19,5.5,33.7,23.4,28.55,84.0,1.0,180.0,1,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-09-20,0.0,33.8,24.9,29.35,79.0,1.0,180.0,0,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-09-21,0.2,34.9,24.8,29.85,80.0,1.0,180.0,0,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-09-22,1.2,30.0,24.9,27.45,92.0,1.0,70.0,1,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-09-23,4.2,33.0,25.0,29.0,92.0,1.0,40.0,1,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-09-24,0.0,32.5,25.0,28.75,83.0,2.0,70.0,0,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-09-25,3.7,33.8,24.9,29.35,85.0,1.0,140.0,1,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-09-26,9.5,34.0,23.8,28.9,86.0,1.0,180.0,1,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-09-27,1.2,32.3,23.8,28.05,91.0,1.0,180.0,1,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-09-28,5.2,33.5,23.8,28.65,86.0,1.0,20.0,1,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-09-29,25.8,34.6,25.5,30.05,83.0,2.0,160.0,1,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-09-30,0.0,33.0,25.6,29.3,86.0,1.0,180.0,0,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-10-01,30.6,34.5,24.0,29.25,87.0,1.0,180.0,1,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-10-02,2.0,33.0,25.5,29.25,86.0,1.0,220.0,1,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-10-03,0.0,31.4,24.7,28.05,92.0,1.0,320.0,0,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-10-04,0.0,33.4,25.2,29.3,84.0,1.0,220.0,0,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-10-05,2.6,31.3,23.2,27.25,88.0,1.0,160.0,1,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-10-06,0.0,31.3,23.3,27.3,86.0,1.0,180.0,0,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-10-07,0.6,33.4,24.0,28.7,82.0,1.0,90.0,0,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-10-08,0.0,34.4,24.2,29.3,77.0,1.0,90.0,0,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2023-10-09,0.0,34.0,24.0,29.0,77.0,3.0,90.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-02-15,0.0,32.0,24.5,28.25,52.0,6.0,70.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-02-16,0.0,32.2,22.0,27.1,56.0,7.0,70.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-02-17,0.0,31.7,23.7,27.7,52.0,6.0,60.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-05,0.0,35.1,26.0,30.55,69.0,4.0,60.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-25,0.0,31.6,25.3,28.450000000000003,75.0,2.0,90.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-26,9.8,32.8,24.6,28.7,78.0,3.0,80.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-27,0.0,31.9,26.1,29.0,79.0,2.0,50.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-28,26.9,30.7,24.5,27.6,86.0,3.0,220.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-29,46.5,30.6,24.6,27.6,86.0,2.0,220.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-30,30.0,30.1,24.8,27.450000000000003,86.0,2.0,210.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-01,0.0,31.9,25.6,28.75,79.0,2.0,210.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-02,11.9,31.2,24.9,28.05,81.0,3.0,70.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-03,1.0,34.8,24.6,29.7,75.0,4.0,80.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-04,0.0,33.4,25.2,29.3,74.0,2.0,90.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-06,0.0,34.0,26.0,30.0,75.0,3.0,50.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-18,0.0,32.1,25.6,28.85,80.0,3.0,200.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-07,0.0,33.2,24.9,29.05,74.0,3.0,210.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-08,0.0,34.1,26.2,30.15,72.0,3.0,70.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-09,0.0,32.6,25.6,29.1,79.0,3.0,220.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-10,0.0,32.9,25.5,29.2,79.0,2.0,50.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-11,4.1,33.1,25.2,29.15,79.0,2.0,50.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-12,0.5,32.3,25.1,28.7,85.0,2.0,60.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-13,71.9,27.3,25.1,26.200000000000003,92.0,4.0,210.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-14,77.5,28.8,24.7,26.75,85.0,8.0,210.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-15,124.5,29.7,23.4,26.55,82.0,10.0,200.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-16,128.9,28.9,24.1,26.5,90.0,5.0,190.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-24,0.0,33.9,25.2,29.55,73.0,3.0,90.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-23,0.0,32.7,24.5,28.6,77.0,2.0,250.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-22,0.0,34.0,25.2,29.6,79.0,4.0,80.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-21,0.0,32.2,25.8,29.0,77.0,3.0,80.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-31,54.2,32.3,26.0,29.15,78.0,4.0,270.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-01,6.5,32.3,25.7,29.0,85.0,3.0,230.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-02,50.3,29.7,24.0,26.85,90.0,3.0,230.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-03,0.0,30.0,25.1,27.55,83.0,3.0,210.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-04,1.6,32.1,24.5,28.3,79.0,3.0,220.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-05,5.5,32.0,25.4,28.7,82.0,3.0,120.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-06,1.0,30.8,24.7,27.75,82.0,3.0,60.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-07,0.6,31.4,25.0,28.2,81.0,3.0,220.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-08,0.0,31.7,25.8,28.75,80.0,3.0,240.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-09,21.0,31.4,24.8,28.1,85.0,3.0,210.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-10,67.1,30.4,25.1,27.75,89.0,3.0,210.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-11,107.0,29.8,24.3,27.05,89.0,4.0,170.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-12,60.7,29.6,26.1,27.85,91.0,4.0,180.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-13,13.0,29.8,26.1,27.950000000000003,87.0,5.0,200.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-14,39.5,31.2,25.5,28.35,86.0,4.0,220.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-15,0.5,31.1,25.3,28.200000000000003,84.0,3.0,210.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-16,3.6,31.1,25.7,28.4,83.0,2.0,230.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-17,0.0,34.0,25.2,29.6,73.0,4.0,90.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-18,0.0,33.2,25.0,29.1,75.0,3.0,220.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-19,0.0,31.8,25.4,28.6,79.0,2.0,240.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-06-20,0.0,32.2,25.8,29.0,78.0,3.0,230.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-17,44.0,29.2,24.3,26.75,89.0,4.0,160.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-19,9.1,31.6,24.8,28.200000000000003,80.0,3.0,70.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-02-18,0.0,32.0,24.0,28.0,57.0,4.0,50.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-25,1.6,30.8,25.7,28.25,80.0,3.0,240.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-15,0.0,32.6,26.3,29.450000000000003,77.0,2.0,310.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-16,0.0,31.6,25.4,28.5,79.0,2.0,220.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-17,12.6,29.9,24.2,27.05,86.0,3.0,340.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-18,23.8,29.7,24.7,27.2,89.0,2.0,210.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-19,13.0,31.1,24.5,27.8,83.0,4.0,210.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-20,1.1,30.8,25.4,28.1,83.0,3.0,210.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-21,4.0,30.4,25.2,27.8,81.0,2.0,200.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-22,15.5,30.8,24.6,27.700000000000003,75.0,2.0,340.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-23,56.5,30.9,23.9,27.4,83.0,3.0,220.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-24,3.1,29.9,24.4,27.15,86.0,2.0,250.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-26,143.3,28.6,24.5,26.55,84.0,3.0,280.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-20,2.6,33.3,25.0,29.15,79.0,3.0,60.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-27,185.9,27.6,24.0,25.8,92.0,3.0,310.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-28,0.0,31.4,25.6,28.5,83.0,2.0,280.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-29,104.5,31.3,24.2,27.75,87.0,6.0,230.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-30,86.1,28.5,24.1,26.3,84.0,4.0,230.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-31,21.5,29.7,25.4,27.55,86.0,6.0,220.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-09-01,61.6,29.6,25.1,27.35,87.0,5.0,240.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-09-02,43.7,28.9,25.9,27.4,87.0,6.0,230.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-09-03,110.0,29.8,24.2,27.0,91.0,5.0,230.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-09-04,72.5,29.6,24.2,26.9,88.0,4.0,250.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-09-05,34.0,27.3,24.8,26.05,91.0,2.0,200.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-14,0.0,32.3,25.8,29.05,78.0,3.0,230.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-13,0.0,33.2,26.5,29.85,76.0,3.0,240.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-12,0.0,31.5,25.3,28.4,81.0,3.0,220.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-11,12.8,31.6,24.0,27.8,79.0,2.0,240.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-21,26.3,32.1,24.5,28.3,84.0,2.0,210.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-22,4.1,31.1,25.2,28.15,85.0,4.0,220.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-23,0.0,31.1,24.7,27.9,82.0,3.0,230.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-24,19.0,30.9,24.6,27.75,83.0,3.0,220.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-25,56.7,31.9,24.2,28.05,82.0,4.0,300.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-26,59.0,30.5,25.3,27.9,77.0,10.0,250.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-27,168.0,29.3,24.9,27.1,87.0,10.0,220.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-28,278.5,28.7,23.1,25.9,93.0,5.0,230.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-29,170.5,29.8,24.2,27.0,91.0,4.0,210.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-30,52.7,28.4,24.8,26.6,91.0,4.0,240.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-07-31,152.5,27.7,24.5,26.1,92.0,3.0,280.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-01,79.6,29.2,25.4,27.3,92.0,5.0,230.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-02,114.3,29.6,24.1,26.85,88.0,5.0,210.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-03,51.1,29.8,25.1,27.450000000000003,89.0,7.0,230.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-04,18.0,30.3,25.6,27.950000000000003,85.0,5.0,230.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-05,9.5,29.7,26.6,28.15,85.0,6.0,240.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-06,11.3,30.7,27.9,29.3,80.0,7.0,240.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-07,54.8,30.5,24.8,27.65,87.0,6.0,240.0,1,1
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-08,2.5,30.5,26.2,28.35,83.0,3.0,230.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-09,0.0,32.4,25.7,29.05,80.0,2.0,260.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-08-10,1.5,32.9,25.8,29.35,81.0,2.0,240.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-30,0.0,33.8,29.2,31.5,65.0,5.0,270.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-29,0.0,33.1,27.9,30.5,72.0,4.0,320.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-28,0.0,33.4,27.4,30.4,71.0,3.0,320.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-26,0.0,35.3,24.2,29.75,67.0,3.0,60.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-16,0.0,34.6,22.8,28.700000000000003,62.0,4.0,60.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-17,0.0,34.4,23.0,28.7,61.0,4.0,80.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-18,0.0,33.5,23.1,28.3,73.0,4.0,120.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-19,0.0,34.4,22.1,28.25,62.0,4.0,70.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-20,0.0,33.5,22.3,27.9,68.0,3.0,90.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-21,0.0,33.5,21.6,27.55,73.0,4.0,70.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-22,0.0,35.2,23.0,29.1,69.0,3.0,50.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-23,0.0,35.5,23.4,29.45,61.0,4.0,80.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-24,0.0,36.0,25.3,30.65,64.0,4.0,110.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-25,0.0,36.0,23.9,29.95,60.0,4.0,90.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-27,0.0,36.3,23.5,29.9,61.0,4.0,90.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-27,3.0,31.8,24.8,28.3,81.0,2.0,220.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-28,0.0,36.3,23.7,30.0,60.0,3.0,60.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-29,0.0,34.9,23.2,29.05,65.0,3.0,80.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-30,0.0,34.9,23.8,29.35,74.0,4.0,60.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-31,0.0,34.5,23.9,29.2,71.0,2.0,20.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-04-01,0.0,34.7,25.2,29.950000000000003,74.0,3.0,60.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-04-02,0.0,32.5,24.4,28.45,71.0,3.0,210.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-04-03,7.0,32.6,24.8,28.700000000000003,76.0,3.0,240.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-04-04,0.0,34.2,24.2,29.200000000000003,69.0,3.0,80.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-04-05,0.0,34.8,24.4,29.6,65.0,4.0,70.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-04-06,0.0,34.1,24.5,29.3,69.0,4.0,90.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-15,0.0,33.8,22.9,28.35,61.0,3.0,60.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-14,0.0,33.5,20.9,27.2,58.0,3.0,70.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-13,0.0,30.6,21.6,26.1,71.0,4.0,80.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-12,0.0,32.8,22.8,27.8,67.0,3.0,60.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-02-19,0.0,28.9,22.3,25.6,80.0,2.0,60.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-02-20,4.3,30.1,23.7,26.9,87.0,3.0,60.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-02-21,0.0,30.5,22.1,26.3,70.0,4.0,70.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-02-22,0.0,33.3,21.8,27.55,71.0,4.0,60.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-02-23,0.0,31.3,22.7,27.0,77.0,3.0,40.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-02-24,0.0,31.2,23.2,27.2,77.0,3.0,50.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-02-25,0.0,35.2,25.4,30.3,66.0,4.0,50.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-02-26,0.0,33.4,24.4,28.9,57.0,7.0,60.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-02-27,0.0,32.2,22.8,27.5,57.0,6.0,50.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-02-28,0.0,32.2,22.5,27.35,56.0,6.0,60.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-01,0.0,33.2,23.1,28.15,64.0,3.0,80.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-02,0.0,32.6,22.6,27.6,58.0,5.0,60.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-03,0.0,32.2,21.4,26.8,54.0,5.0,70.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-04,0.0,32.7,21.7,27.200000000000003,57.0,4.0,70.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-05,0.0,32.2,22.3,27.25,57.0,5.0,80.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-06,0.0,32.1,21.4,26.75,52.0,5.0,70.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-07,0.0,32.5,22.6,27.55,56.0,5.0,70.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-08,0.0,33.0,22.0,27.5,61.0,4.0,50.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-09,0.0,32.0,21.3,26.65,64.0,4.0,70.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-10,0.0,31.6,21.2,26.4,61.0,4.0,90.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-03-11,0.0,32.9,19.7,26.3,58.0,3.0,80.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-04-07,0.0,32.0,23.3,27.65,70.0,3.0,90.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-04-08,0.0,34.7,25.2,29.950000000000003,69.0,3.0,90.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-04-09,0.0,35.7,23.9,29.8,56.0,4.0,100.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-04,4.2,35.5,25.5,30.5,70.0,4.0,70.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-06,0.0,36.4,25.4,30.9,70.0,4.0,90.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-07,0.0,33.6,26.2,29.9,70.0,4.0,210.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-08,4.5,32.9,24.9,28.9,74.0,3.0,220.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-09,0.0,32.6,26.0,29.3,74.0,3.0,340.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-10,40.9,34.6,24.1,29.35,84.0,2.0,90.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-11,0.0,33.7,26.3,30.0,76.0,3.0,50.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-12,11.0,33.9,25.5,29.7,80.0,3.0,90.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-13,0.0,32.5,26.1,29.3,74.0,3.0,220.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-14,0.0,32.3,25.7,29.0,81.0,2.0,240.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-15,3.5,33.0,25.7,29.35,75.0,3.0,210.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-16,0.0,30.5,25.3,27.9,83.0,2.0,200.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-17,30.7,32.4,25.0,28.7,80.0,2.0,230.0,1,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-18,0.5,31.9,25.6,28.75,81.0,3.0,70.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-19,0.0,32.8,26.6,29.7,77.0,3.0,210.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-20,0.0,31.6,25.2,28.4,82.0,2.0,70.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-21,0.0,32.2,26.3,29.25,79.0,3.0,220.0,0,0
Region III (Central Luzon),"Olongapo, Zambales",olongapo zambales,2023-05-22,0.0,32.2,25.0,28.6,79.0,3.0,220.0,0,0
