Region,Province,City,year,month,EMP_w,observed,projection_reliance,ts_model
Region III (Central Luzon),Pampanga,Mabalacat City,2024,4,105087.64588979131,True,,
Region III (Central Luzon),Pampanga,Mabalacat City,2024,5,55342.83266225506,True,,
Region III (Central Luzon),Pampanga,Mabalacat City,2024,6,380984.0024033461,True,,
Region III (Central Luzon),Pampanga,Mabalacat City,2024,7,211993.4609569663,True,,
Region III (Central Luzon),Pampanga,Mabalacat City,2024,8,175291.34710984942,True,,
Region III (Central Luzon),Pampanga,Mabalacat City,2024,9,187169.53164208008,False,time_series,"ETS(A,?,A)_log"
Region III (Central Luzon),Pampanga,Mabalacat City,2024,10,102481.82859813703,False,time_series,"ETS(A,?,A)_log"
Region III (Central Luzon),Pampanga,Mabalacat City,2024,11,72025.87126784858,False,time_series,"ETS(A,?,A)_log"
Region III (Central Luzon),Pampanga,Mabalacat City,2024,12,137736.07346021268,False,time_series,"ETS(A,?,A)_log"
Region III (Central Luzon),Pampanga,San Fernando City,2024,1,168512.57335556336,True,,
Region III (Central Luzon),Pampanga,San Fernando City,2024,2,383331.160262587,True,,
Region III (Central Luzon),Pampanga,San Fernando City,2024,3,152859.52175073605,True,,
Region III (Central Luzon),Pampanga,San Fernando City,2024,4,274326.7767050019,True,,
Region III (Central Luzon),Pampanga,San Fernando City,2024,5,214326.07158979395,True,,
Region III (Central Luzon),Pampanga,San Fernando City,2024,6,279938.04732786724,True,,
Region III (Central Luzon),Pampanga,San Fernando City,2024,7,200586.70261066043,True,,
Region III (Central Luzon),Pampanga,San Fernando City,2024,8,157893.17721754155,True,,
Region III (Central Luzon),Pampanga,San Fernando City,2024,9,200198.2691448662,False,time_series,"ETS(A,?,A)_log"
Region III (Central Luzon),Pampanga,San Fernando City,2024,10,150356.7102698091,False,time_series,"ETS(A,?,A)_log"
Region III (Central Luzon),Pampanga,San Fernando City,2024,11,171753.0742334898,False,time_series,"ETS(A,?,A)_log"
Region III (Central Luzon),Pampanga,San Fernando City,2024,12,228917.91553208343,False,time_series,"ETS(A,?,A)_log"
Region III (Central Luzon),Tarlac,Tarlac City,2024,1,184050.09428356055,True,,
