Region,Area_slug,Area_display,Year,Month,total_rain_mm,wet_days,heavy_rain_days,tmax_avg,tmin_avg,tavg_avg,rh_avg,wind_speed_avg
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2018,6,125.0,11,0,32.53333333333333,23.63,28.081666666666667,84.36666666666666,1.5
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2018,7,103.3,11,0,32.73225806451613,23.151612903225807,27.94193548387097,82.3225806451613,1.5806451612903225
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2018,8,137.1,9,0,32.63548387096775,23.870967741935484,28.253225806451614,81.90322580645162,1.8064516129032258
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2018,9,197.2,12,1,31.81,22.573333333333334,27.191666666666666,86.63333333333334,1.4333333333333333
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2018,10,177.0,13,1,31.40967741935484,22.299999999999997,26.85483870967742,85.48387096774194,1.7096774193548387
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2018,11,143.7,15,0,30.273333333333333,22.573333333333334,26.423333333333336,86.53333333333333,2.1333333333333333
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2018,12,745.74,26,5,28.883870967741935,21.674193548387095,25.279032258064515,91.25806451612904,2.225806451612903
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2019,1,139.9,24,0,28.693548387096776,22.387096774193548,25.54032258064516,87.70967741935483,2.096774193548387
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2019,2,50.699999999999996,11,0,29.035714285714285,21.74285714285714,25.389285714285712,86.75,1.7142857142857142
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2019,3,91.60000000000001,4,1,30.322580645161292,22.38064516129032,26.351612903225806,85.58064516129032,1.5806451612903225
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2019,4,142.5,10,1,31.803333333333335,24.396666666666665,28.1,85.23333333333333,1.5666666666666667
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2019,5,302.33,15,2,33.05806451612903,24.551612903225806,28.80483870967742,86.29032258064517,1.2258064516129032
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2019,6,122.7,10,0,33.92666666666666,26.126666666666665,30.026666666666664,83.43333333333334,1.3
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2019,7,141.8,9,1,33.03225806451613,24.40967741935484,28.720967741935485,85.0,1.4516129032258065
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2019,8,75.9,9,0,32.648387096774194,25.467741935483872,29.05806451612903,82.87096774193549,1.7096774193548387
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2019,9,137.5,16,0,32.11666666666667,24.486666666666668,28.301666666666666,84.86666666666666,1.3333333333333333
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2019,10,198.6,17,0,30.993548387096773,24.43548387096774,27.71451612903226,86.54838709677419,1.7419354838709677
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2019,11,226.3,18,0,30.43,23.626666666666665,27.028333333333332,88.53333333333333,1.7666666666666666
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2019,12,416.5,23,1,29.66774193548387,23.82903225806452,26.748387096774195,89.29032258064517,2.096774193548387
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2020,1,254.0,17,1,28.81935483870968,23.193548387096776,26.006451612903227,88.51612903225806,2.032258064516129
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2020,2,284.6,18,2,28.162068965517243,22.482758620689655,25.32241379310345,87.72413793103448,2.103448275862069
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2020,3,62.800000000000004,6,0,30.493548387096777,23.448387096774194,26.970967741935485,85.96774193548387,1.5806451612903225
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2020,4,130.6,21,0,30.973333333333336,24.003333333333334,27.488333333333333,87.4,1.3666666666666667
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2020,5,385.1,10,2,33.145161290322584,25.432258064516127,29.288709677419355,85.83870967741936,1.2580645161290323
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2020,6,275.3,18,2,32.666666666666664,24.916666666666668,28.791666666666668,86.8,1.2333333333333334
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2020,7,314.9,16,2,32.36129032258064,24.33225806451613,28.346774193548388,86.90322580645162,1.2903225806451613
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2020,8,250.3,12,3,32.40967741935484,24.296774193548387,28.353225806451615,86.3225806451613,1.1935483870967742
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2020,9,206.5,16,1,32.41,24.58,28.495,87.13333333333334,1.3333333333333333
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2020,10,766.6,27,5,30.783870967741933,23.70967741935484,27.246774193548386,89.41935483870968,1.903225806451613
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2020,11,753.4,26,2,30.096666666666668,23.686666666666667,26.891666666666666,89.53333333333333,2.533333333333333
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2020,12,784.8,26,6,29.26774193548387,23.490322580645163,26.379032258064516,92.45161290322581,2.3225806451612905
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2021,1,427.8,25,2,27.864516129032257,23.038709677419355,25.451612903225808,91.2258064516129,2.6451612903225805
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2021,2,327.9,18,2,28.17142857142857,22.485714285714288,25.32857142857143,90.03571428571429,2.5
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2021,3,199.9,17,0,30.06451612903226,23.83225806451613,26.948387096774194,88.7741935483871,1.8064516129032258
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2021,4,66.0,9,0,31.3,23.833333333333332,27.566666666666666,83.56666666666666,1.8
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2021,5,128.7,20,0,32.41612903225806,25.83225806451613,29.124193548387098,84.19354838709677,1.6129032258064515
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2021,6,133.0,9,0,33.86,25.273333333333333,29.566666666666666,78.1,1.3666666666666667
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2021,7,265.6,18,1,32.10967741935484,25.64516129032258,28.87741935483871,81.3225806451613,1.8064516129032258
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2021,8,201.6,16,0,32.39677419354839,24.874193548387098,28.635483870967743,82.09677419354838,1.6129032258064515
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2021,9,462.6,22,3,31.466666666666665,23.91,27.688333333333333,87.9,1.6333333333333333
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2021,10,437.1,18,3,30.77741935483871,23.93548387096774,27.356451612903225,87.0,1.8064516129032258
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2021,11,543.1,26,2,30.283333333333335,24.166666666666668,27.225,87.76666666666667,2.0
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2021,12,347.6,26,2,28.845161290322583,22.951612903225808,25.898387096774194,85.16129032258064,2.7096774193548385
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2022,1,191.2,17,0,28.86774193548387,22.496774193548386,25.682258064516127,85.48387096774194,2.032258064516129
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2022,2,233.5,17,0,29.039285714285715,23.34642857142857,26.192857142857143,87.92857142857143,2.142857142857143
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2022,3,161.3,16,1,30.596774193548388,24.22258064516129,27.40967741935484,88.41935483870968,1.8709677419354838
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2022,4,403.8,22,2,30.553333333333335,24.466666666666665,27.509999999999998,87.36666666666666,1.7
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2022,5,130.1,18,0,32.68064516129032,24.393548387096775,28.537096774193547,83.90322580645162,1.096774193548387
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2022,6,357.6,21,3,32.45666666666667,24.226666666666667,28.341666666666665,85.46666666666667,1.0333333333333334
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2022,7,210.3,16,0,32.57741935483871,24.783870967741933,28.68064516129032,85.51612903225806,1.1612903225806452
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2022,8,312.6,20,1,31.896774193548385,23.812903225806455,27.85483870967742,87.12903225806451,1.064516129032258
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2022,9,253.4,14,2,32.61,24.45,28.529999999999998,82.2,1.2666666666666666
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2022,10,870.7,25,4,31.032258064516128,24.44516129032258,27.738709677419354,87.61290322580645,2.096774193548387
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2022,11,385.9,24,2,30.720000000000002,24.5,27.61,89.56666666666666,1.7666666666666666
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2022,12,601.2,28,2,28.47741935483871,23.52258064516129,26.0,89.58064516129032,2.7096774193548385
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2023,1,707.3,26,4,27.54516129032258,23.112903225806452,25.32903225806452,89.09677419354838,2.903225806451613
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2023,2,259.6,19,2,28.639285714285712,23.314285714285713,25.976785714285715,88.21428571428571,2.392857142857143
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2023,3,60.0,12,0,29.55806451612903,23.070967741935487,26.31451612903226,84.09677419354838,1.967741935483871
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2023,4,77.5,7,0,31.466666666666665,24.85,28.158333333333335,83.23333333333333,1.4
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2023,5,137.0,15,0,33.13870967741936,25.5,29.31935483870968,82.16129032258064,1.3870967741935485
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2023,6,359.6,14,2,33.21666666666667,25.07,29.14333333333333,83.03333333333333,1.3333333333333333
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2023,7,153.4,18,0,32.81612903225806,25.42258064516129,29.11935483870968,83.87096774193549,1.3548387096774193
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2023,8,49.5,6,0,34.54838709677419,26.403225806451612,30.475806451612904,75.7741935483871,1.5483870967741935
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2023,9,105.89999999999999,9,0,32.62,24.866666666666667,28.743333333333332,84.13333333333334,1.1666666666666667
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2023,10,287.0,18,1,31.72258064516129,25.1,28.411290322580644,83.74193548387096,1.8064516129032258
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2023,11,527.4,26,4,30.05666666666667,24.990000000000002,27.523333333333333,87.1,2.5
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2023,12,699.5,26,5,29.425806451612903,24.38064516129032,26.903225806451612,90.09677419354838,2.161290322580645
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2019,1,34.8,2,0,30.15806451612903,21.361290322580647,25.759677419354837,72.61290322580645,3.3548387096774195
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2019,2,0.0,0,0,30.667857142857144,20.553571428571427,25.610714285714288,74.25,2.857142857142857
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2019,3,0.6,0,0,32.04516129032258,21.887096774193548,26.966129032258067,74.29032258064517,2.6129032258064515
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2019,4,27.9,4,0,34.64,24.013333333333332,29.326666666666664,72.8,2.4
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2019,5,194.3,13,1,35.28064516129032,24.37741935483871,29.82903225806452,78.45161290322581,1.4193548387096775
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2019,6,231.20000000000002,13,2,34.50333333333333,25.05666666666667,29.779999999999998,80.7,1.7333333333333334
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2019,7,311.8,19,1,32.47741935483871,24.335483870967742,28.406451612903226,85.2258064516129,1.6774193548387097
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2019,8,530.1,25,3,31.374193548387098,24.03548387096774,27.70483870967742,90.93548387096774,2.225806451612903
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2019,9,352.7,19,3,31.283333333333335,23.726666666666667,27.505,89.1,1.6333333333333333
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2019,10,125.3,7,1,33.57419354838709,23.30322580645161,28.438709677419357,77.16129032258064,1.6774193548387097
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2019,11,164.7,9,1,31.96333333333333,23.25,27.60666666666667,79.6,2.0
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2019,12,32.400000000000006,5,0,31.90967741935484,22.625806451612902,27.26774193548387,74.29032258064517,2.6451612903225805
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2020,1,0.0,0,0,31.04516129032258,22.048387096774192,26.546774193548387,74.58064516129032,2.838709677419355
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2020,2,2.2,1,0,30.379310344827587,21.020689655172415,25.7,72.3103448275862,3.6206896551724137
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2020,3,10.0,1,0,33.03225806451613,22.677419354838708,27.85483870967742,73.83870967741936,2.6774193548387095
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2020,4,15.6,2,0,34.95666666666667,23.993333333333332,29.475,71.06666666666666,2.566666666666667
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2020,5,242.8,12,1,36.148387096774194,24.625806451612902,30.387096774193548,73.87096774193549,1.935483870967742
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2020,6,174.4,9,1,35.013333333333335,24.616666666666667,29.815,78.23333333333333,1.8
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2020,7,183.9,14,1,34.10645161290322,24.532258064516128,29.31935483870968,81.25806451612904,1.6451612903225807
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2020,8,345.8,17,1,32.36451612903225,23.822580645161292,28.093548387096774,86.70967741935483,1.3548387096774193
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2020,9,290.0,14,1,33.22666666666667,23.85,28.538333333333334,85.56666666666666,1.1
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2020,10,421.4,17,4,32.26774193548387,23.77741935483871,28.02258064516129,85.03225806451613,1.7741935483870968
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2020,11,129.8,10,0,31.993333333333332,23.083333333333332,27.538333333333334,79.03333333333333,2.433333333333333
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2020,12,157.8,14,0,31.570967741935487,23.04516129032258,27.30806451612903,78.16129032258064,2.4838709677419355
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2021,1,46.8,5,0,30.51290322580645,22.470967741935485,26.491935483870968,72.83870967741936,3.5806451612903225
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2021,2,3.5999999999999996,2,0,30.589285714285715,21.942857142857143,26.26607142857143,74.17857142857143,2.7142857142857144
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2021,3,7.5,1,0,32.403225806451616,23.206451612903226,27.80483870967742,73.45161290322581,2.774193548387097
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2021,4,0.8,0,0,34.50333333333333,23.876666666666665,29.19,68.23333333333333,2.2
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2021,5,7.4,4,0,37.012903225806454,25.580645161290324,31.296774193548387,63.83870967741935,2.7096774193548385
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2021,6,123.0,14,0,34.266666666666666,24.636666666666667,29.451666666666664,78.23333333333333,1.4666666666666666
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2021,7,275.0,18,1,32.05806451612903,24.796774193548387,28.427419354838708,83.96774193548387,1.6129032258064515
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2021,8,437.6,23,3,32.13870967741936,24.06451612903226,28.101612903225806,85.96774193548387,1.4838709677419355
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2021,9,303.6,16,2,32.446666666666665,23.956666666666667,28.201666666666664,84.26666666666667,1.4333333333333333
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2021,10,195.0,12,1,32.60645161290322,23.993548387096773,28.299999999999997,78.6774193548387,2.3870967741935485
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2021,11,36.8,3,0,33.77,24.3,29.035,72.2,2.8666666666666667
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2021,12,17.4,3,0,31.73548387096774,22.796774193548387,27.266129032258064,66.7741935483871,4.064516129032258
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2022,1,27.200000000000003,4,0,30.635483870967743,22.03548387096774,26.335483870967742,74.03225806451613,3.161290322580645
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2022,2,6.7,2,0,30.678571428571427,22.728571428571428,26.70357142857143,75.5,3.5357142857142856
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2022,3,7.8,1,0,32.903225806451616,23.683870967741935,28.293548387096774,75.61290322580645,3.161290322580645
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2022,4,12.2,3,0,33.95333333333333,24.06,29.006666666666668,73.5,2.933333333333333
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2022,5,170.0,11,0,35.33870967741935,24.712903225806453,30.0258064516129,75.25806451612904,1.935483870967742
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2022,6,242.9,11,3,34.269999999999996,24.403333333333332,29.336666666666666,78.06666666666666,1.5666666666666667
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2022,7,267.7,21,1,32.99354838709677,24.67096774193548,28.83225806451613,81.96774193548387,1.4516129032258065
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2022,8,254.2,18,0,32.05483870967742,23.887096774193548,27.970967741935485,85.51612903225806,1.2580645161290323
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2022,9,276.4,16,1,32.36666666666667,23.92,28.14333333333333,85.6,1.3666666666666667
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2022,10,273.0,11,2,32.69032258064516,23.980645161290322,28.335483870967742,77.48387096774194,2.064516129032258
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2022,11,56.0,9,0,32.78,23.65666666666667,28.21833333333333,74.76666666666667,2.533333333333333
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2022,12,9.5,2,0,31.467741935483872,23.067741935483873,27.26774193548387,69.64516129032258,3.161290322580645
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2023,1,114.2,4,1,30.280645161290323,22.177419354838708,26.229032258064517,70.35483870967742,3.774193548387097
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2023,2,8.8,1,0,31.332142857142856,22.060714285714287,26.696428571428573,69.85714285714286,3.107142857142857
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2023,3,0.0,0,0,32.351612903225806,21.929032258064513,27.14032258064516,68.74193548387096,3.096774193548387
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2023,4,13.0,5,0,35.18333333333333,24.18,29.68166666666667,69.06666666666666,2.1666666666666665
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2023,5,126.1,12,0,35.57419354838709,25.051612903225806,30.312903225806455,73.09677419354838,2.032258064516129
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2023,6,202.5,15,0,33.82333333333334,24.763333333333332,29.293333333333333,79.73333333333333,1.6
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2023,7,464.2,22,2,32.66129032258065,24.57741935483871,28.61935483870968,83.29032258064517,1.7419354838709677
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2023,8,211.70000000000002,21,0,32.619354838709675,24.903225806451612,28.761290322580646,85.64516129032258,1.1935483870967742
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2023,9,166.5,19,0,32.836666666666666,24.57,28.703333333333333,85.96666666666667,1.1
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2023,10,58.400000000000006,7,0,33.92258064516129,24.34193548387097,29.13225806451613,76.61290322580645,1.967741935483871
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2023,11,6.5,2,0,34.45,24.59,29.52,67.06666666666666,3.033333333333333
Region III (Central Luzon),munoz nueva ecija,"Muñoz, Nueva Ecija",2023,12,3.8,1,0,33.4483870967742,23.96451612903226,28.706451612903226,68.41935483870968,3.193548387096774
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2018,1,0.6000000000000001,0,0,31.651612903225807,23.751612903225805,27.701612903225808,65.06451612903226,4.483870967741935
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2018,2,0.0,0,0,32.917857142857144,23.360714285714288,28.139285714285712,64.71428571428571,3.8214285714285716
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2018,3,9.9,2,0,33.68387096774194,23.52258064516129,28.603225806451615,62.774193548387096,4.096774193548387
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2018,4,26.5,3,0,35.66,25.576666666666664,30.618333333333332,65.13333333333334,3.9
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2018,5,105.8,6,0,35.83548387096774,26.73548387096774,31.28548387096774,68.70967741935483,3.4838709677419355
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2018,6,1053.9,23,6,30.996666666666666,24.726666666666667,27.861666666666668,85.93333333333334,3.3333333333333335
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2018,7,1848.6,31,12,29.31935483870968,24.05483870967742,26.687096774193545,90.48387096774194,3.4193548387096775
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2018,8,1297.9,26,14,29.89032258064516,24.44193548387097,27.166129032258063,88.6774193548387,4.806451612903226
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2018,9,445.9,12,4,31.503333333333334,24.246666666666666,27.875,84.3,3.2333333333333334
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2018,10,69.5,6,0,32.79677419354839,24.370967741935484,28.583870967741937,77.0,2.967741935483871
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2018,11,0.0,0,0,32.49666666666666,24.053333333333335,28.275,68.93333333333334,3.7666666666666666
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2018,12,7.7,2,0,31.46451612903226,23.84193548387097,27.653225806451612,70.09677419354838,4.129032258064516
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2019,1,4.1,2,0,31.432258064516127,22.13225806451613,26.782258064516128,65.83870967741936,4.032258064516129
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2019,2,3.5,1,0,32.03928571428572,21.685714285714287,26.8625,65.39285714285714,3.8214285714285716
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2019,3,0.0,0,0,33.65161290322581,23.148387096774194,28.4,66.12903225806451,3.5483870967741935
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2019,4,3.5,1,0,35.223333333333336,25.503333333333334,30.363333333333333,66.2,3.6333333333333333
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2019,5,125.1,12,1,32.67741935483871,25.364516129032257,29.020967741935483,79.09677419354838,2.967741935483871
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2019,6,584.0,16,7,32.656666666666666,25.196666666666665,28.926666666666666,81.03333333333333,3.066666666666667
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2019,7,880.7,19,7,30.56451612903226,24.358064516129033,27.461290322580645,85.25806451612904,2.903225806451613
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2019,8,1386.4,31,10,29.551612903225806,24.716129032258067,27.133870967741935,89.19354838709677,3.870967741935484
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2019,9,1097.8,21,6,29.96333333333333,24.35,27.15666666666667,87.03333333333333,3.2666666666666666
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2019,10,83.5,5,0,32.91612903225806,24.26774193548387,28.59193548387097,74.74193548387096,3.3225806451612905
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2019,11,187.5,9,1,31.176666666666666,23.96333333333333,27.57,78.43333333333334,3.1333333333333333
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2019,12,80.2,2,1,31.1,23.08709677419355,27.093548387096774,73.29032258064517,3.6774193548387095
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2020,1,2.5,1,0,30.970967741935485,22.596774193548388,26.783870967741933,70.80645161290323,3.7096774193548385
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2020,2,13.5,2,0,31.56551724137931,22.024137931034485,26.794827586206896,63.275862068965516,4.931034482758621
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2020,3,0.0,0,0,33.70967741935484,23.787096774193547,28.748387096774195,66.64516129032258,3.6451612903225805
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2020,4,19.0,4,0,34.690000000000005,24.85666666666667,29.773333333333333,67.76666666666667,3.533333333333333
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2020,5,65.0,6,0,34.20967741935484,25.948387096774194,30.07903225806452,73.54838709677419,3.2580645161290325
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2020,6,401.6,12,3,32.93666666666667,25.09333333333333,29.015,77.6,3.3333333333333335
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2020,7,165.6,15,0,32.64193548387097,24.796774193548387,28.719354838709677,77.45161290322581,3.193548387096774
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2020,8,548.8,17,3,30.9741935483871,24.799999999999997,27.887096774193548,83.45161290322581,3.096774193548387
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2020,9,158.5,15,0,31.84333333333333,24.87,28.35666666666667,82.03333333333333,2.6666666666666665
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2020,10,501.2,17,4,30.832258064516132,24.58709677419355,27.70967741935484,82.90322580645162,3.4193548387096775
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2020,11,260.5,11,2,31.053333333333335,23.946666666666665,27.5,76.23333333333333,3.566666666666667
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2020,12,27.099999999999998,6,0,30.9,24.022580645161288,27.461290322580645,76.93548387096774,3.129032258064516
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2021,1,85.0,7,0,30.674193548387095,23.51290322580645,27.093548387096774,69.0,3.838709677419355
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2021,2,3.6,2,0,30.982142857142858,22.771428571428572,26.876785714285713,69.46428571428571,3.5357142857142856
