Region,Area_slug,Area_display,Year,Month,total_rain_mm,wet_days,heavy_rain_days,tmax_avg,tmin_avg,tavg_avg,rh_avg,wind_speed_avg
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2021,12,583.3,18,4,27.654838709677417,19.91290322580645,23.783870967741933,84.83870967741936,2.935483870967742
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2022,1,284.6,17,2,28.129032258064516,19.761290322580646,23.94516129032258,85.45161290322581,1.5161290322580645
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2022,2,638.8,15,4,28.74642857142857,20.67142857142857,24.708928571428572,87.60714285714286,1.6785714285714286
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2022,3,88.6,7,0,30.93548387096774,22.161290322580644,26.548387096774192,85.70967741935483,1.5161290322580645
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2022,4,290.0,21,0,30.936666666666667,22.48,26.708333333333332,86.2,1.6
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2022,5,197.79999999999998,21,1,32.81935483870968,23.216129032258067,28.017741935483873,82.61290322580645,1.064516129032258
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2022,6,226.3,19,2,32.733333333333334,23.256666666666668,27.995,84.4,1.0333333333333334
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2022,7,301.2,17,2,32.18709677419355,23.358064516129033,27.77258064516129,86.70967741935483,1.1612903225806452
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2022,8,569.6,22,3,30.90967741935484,21.774193548387096,26.34193548387097,90.38709677419355,1.1612903225806452
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2022,9,333.4,15,2,32.70333333333333,22.209999999999997,27.456666666666667,85.66666666666667,1.3
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2022,10,478.09999999999997,15,3,31.70967741935484,23.238709677419354,27.4741935483871,85.38709677419355,2.064516129032258
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2022,11,351.2,18,2,31.279999999999998,23.1,27.19,88.23333333333333,1.4666666666666666
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2022,12,476.0,17,3,29.093548387096774,22.33225806451613,25.712903225806453,85.06451612903226,2.4516129032258065
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2023,1,354.5,16,1,28.312903225806455,21.261290322580646,24.787096774193547,85.7741935483871,2.774193548387097
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2023,2,142.8,12,1,29.400000000000002,21.42142857142857,25.410714285714285,84.25,2.2142857142857144
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2023,3,35.0,4,0,30.416129032258063,20.787096774193547,25.601612903225806,81.06451612903226,1.7419354838709677
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2023,4,102.4,7,0,31.94,23.35666666666667,27.648333333333333,82.9,1.6333333333333333
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2023,5,135.8,13,0,33.31935483870968,24.116129032258065,28.717741935483872,81.41935483870968,1.4838709677419355
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2023,6,247.8,16,0,33.403333333333336,24.073333333333334,28.738333333333333,82.13333333333334,1.3666666666666667
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2023,7,231.4,12,2,32.68709677419355,23.98709677419355,28.33709677419355,82.7741935483871,1.8064516129032258
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2023,8,80.2,9,0,33.50967741935484,24.5258064516129,29.01774193548387,83.74193548387096,2.096774193548387
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2023,9,288.2,16,1,33.053333333333335,23.71333333333333,28.383333333333333,87.26666666666667,1.2
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2023,10,281.6,16,1,32.2,22.60967741935484,27.404838709677417,86.0,1.5806451612903225
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2023,11,452.90000000000003,20,3,30.78666666666667,22.64333333333333,26.715,86.76666666666667,2.2666666666666666
Region III (Central Luzon),casiguran aurora,"Casiguran, Aurora",2023,12,585.4,23,3,30.032258064516128,22.85483870967742,26.443548387096776,90.19354838709677,2.3548387096774195
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2018,1,8.9,3,0,30.483870967741936,23.509677419354837,26.996774193548386,72.09677419354838,2.6451612903225805
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2018,2,5.2,3,0,31.853571428571428,23.22142857142857,27.537499999999998,67.03571428571429,2.7142857142857144
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2018,3,39.3,4,0,32.6,23.403225806451612,28.00161290322581,64.7741935483871,2.6129032258064515
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2018,4,99.9,3,0,34.093333333333334,24.886666666666667,29.490000000000002,64.3,2.2333333333333334
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2018,5,154.3,8,1,35.251612903225805,26.151612903225807,30.701612903225808,65.87096774193549,2.2903225806451615
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2018,6,520.6,21,4,31.403333333333332,24.84,28.121666666666666,82.0,2.3666666666666667
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2018,7,634.3,25,4,29.638709677419353,24.299999999999997,26.969354838709677,86.83870967741936,2.3225806451612905
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2018,8,676.0,22,5,29.919354838709676,24.574193548387097,27.246774193548386,86.58064516129032,2.2903225806451615
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2018,9,468.0,20,2,31.37,24.44,27.904999999999998,80.86666666666666,1.9333333333333333
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2018,10,110.69999999999999,5,1,32.50967741935484,24.86774193548387,28.688709677419357,71.51612903225806,2.2903225806451615
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2018,11,1.9,1,0,31.686666666666667,24.083333333333332,27.884999999999998,67.73333333333333,2.3
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2018,12,37.8,7,0,30.458064516129035,23.848387096774193,27.153225806451612,70.41935483870968,2.4516129032258065
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2019,1,12.1,1,0,29.703225806451613,22.17096774193548,25.937096774193545,66.61290322580645,2.4838709677419355
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2019,2,2.9,1,0,31.392857142857142,21.457142857142856,26.425,64.71428571428571,2.3214285714285716
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2019,3,1.6,1,0,33.71935483870968,23.567741935483873,28.643548387096775,59.774193548387096,2.4838709677419355
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2019,4,109.8,8,0,34.82,25.216666666666665,30.01833333333333,64.83333333333333,2.2333333333333334
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2019,5,89.9,13,0,33.73225806451613,25.516129032258064,29.624193548387098,76.19354838709677,2.129032258064516
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2019,6,259.3,14,1,34.05,25.683333333333334,29.866666666666667,77.2,2.4
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2019,7,453.1,22,2,31.4741935483871,24.309677419354838,27.891935483870967,86.2258064516129,2.4516129032258065
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2019,8,381.6,23,1,30.26451612903226,24.4,27.33225806451613,89.2258064516129,2.4193548387096775
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2019,9,319.20000000000005,18,2,30.763333333333332,24.483333333333334,27.623333333333335,82.66666666666667,2.2666666666666666
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2019,10,92.60000000000001,7,0,32.351612903225806,24.75483870967742,28.55322580645161,71.61290322580645,2.161290322580645
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2019,11,159.1,12,0,31.226666666666667,24.196666666666665,27.711666666666666,76.2,2.1666666666666665
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2019,12,58.300000000000004,6,0,30.690322580645162,23.416129032258063,27.05322580645161,73.38709677419355,2.5161290322580645
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2020,1,1.4,1,0,30.970967741935485,22.64516129032258,26.80806451612903,70.87096774193549,2.6129032258064515
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2020,2,7.3,2,0,30.896551724137932,21.70689655172414,26.301724137931036,66.27586206896552,2.586206896551724
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2020,3,26.2,2,0,34.08709677419355,23.93548387096774,29.011290322580646,63.54838709677419,2.4838709677419355
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2020,4,161.0,7,2,34.769999999999996,24.933333333333334,29.851666666666667,65.03333333333333,2.1
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2020,5,185.1,9,0,35.0258064516129,25.806451612903224,30.416129032258063,72.29032258064517,2.129032258064516
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2020,6,70.2,11,0,34.34,25.516666666666666,29.928333333333335,73.73333333333333,2.1333333333333333
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2020,7,297.7,16,2,33.877419354838715,24.706451612903226,29.291935483870965,75.96774193548387,2.193548387096774
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2020,8,263.1,18,1,31.629032258064516,24.312903225806455,27.970967741935485,83.74193548387096,2.5161290322580645
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2020,9,208.29999999999998,19,0,33.22,24.923333333333336,29.071666666666665,79.66666666666667,2.033333333333333
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2020,10,312.2,21,1,31.40967741935484,24.55483870967742,27.98225806451613,82.45161290322581,2.5161290322580645
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2020,11,219.0,8,1,31.64,24.05666666666667,27.848333333333336,76.1,2.6666666666666665
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2020,12,86.2,9,0,30.990322580645163,23.951612903225808,27.470967741935485,77.96774193548387,2.161290322580645
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2021,1,48.2,5,0,29.948387096774194,23.019354838709678,26.483870967741936,70.74193548387096,2.4516129032258065
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2021,2,82.2,2,1,30.917857142857144,22.560714285714287,26.739285714285717,70.42857142857143,2.2857142857142856
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2021,3,35.5,5,0,33.41612903225807,24.080645161290324,28.748387096774195,67.09677419354838,2.225806451612903
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2021,4,28.099999999999998,3,0,34.67333333333333,24.490000000000002,29.581666666666667,64.03333333333333,2.3
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2021,5,28.1,4,0,36.42903225806452,26.161290322580644,31.29516129032258,64.25806451612904,2.4516129032258065
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2021,6,214.7,14,0,33.49333333333333,24.720000000000002,29.10666666666667,80.13333333333334,2.2
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2021,7,527.0,23,3,31.287096774193547,24.641935483870967,27.96451612903226,85.03225806451613,2.2903225806451615
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2021,8,306.7,21,3,32.20967741935484,24.483870967741936,28.346774193548388,82.96774193548387,2.225806451612903
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2021,9,368.8,17,2,32.36666666666667,24.363333333333333,28.365000000000002,80.86666666666666,2.0
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2021,10,127.5,11,1,31.345161290322583,24.419354838709676,27.88225806451613,76.45161290322581,2.032258064516129
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2021,11,47.3,5,0,32.42666666666666,24.646666666666665,28.53666666666667,71.23333333333333,2.0
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2021,12,29.2,3,0,30.490322580645163,22.251612903225805,26.370967741935484,69.96774193548387,2.4838709677419355
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2022,1,12.6,4,0,30.638709677419353,22.345161290322583,26.491935483870968,68.03225806451613,2.161290322580645
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2022,2,26.2,2,0,31.710714285714285,23.439285714285713,27.575,65.64285714285714,2.142857142857143
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2022,3,79.2,4,1,34.512903225806454,24.87741935483871,29.69516129032258,62.67741935483871,2.193548387096774
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2022,4,60.6,7,0,33.806666666666665,25.25,29.528333333333332,63.7,2.0
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2022,5,102.5,8,0,34.564516129032256,25.748387096774195,30.156451612903226,66.83870967741936,2.2903225806451615
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2022,6,221.60000000000002,14,1,34.18,25.43,29.805,70.83333333333333,2.2
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2022,7,327.0,20,1,32.73870967741935,25.141935483870967,28.940322580645162,78.12903225806451,2.096774193548387
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2022,8,309.7,22,1,31.916129032258063,24.651612903225807,28.283870967741937,80.45161290322581,2.161290322580645
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2022,9,379.3,19,1,31.85666666666667,24.69,28.273333333333333,79.6,1.9
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2022,10,374.6,9,4,32.47419354838709,25.103225806451615,28.788709677419355,73.87096774193549,2.3870967741935485
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2022,11,40.9,6,0,32.78666666666667,24.833333333333332,28.810000000000002,70.13333333333334,1.9666666666666666
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2022,12,8.1,2,0,31.016129032258064,24.016129032258064,27.516129032258064,67.38709677419355,2.3548387096774195
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2023,1,78.6,6,0,30.164516129032258,22.81935483870968,26.491935483870968,67.96774193548387,2.3225806451612905
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2023,2,50.6,1,1,31.907142857142855,22.989285714285717,27.448214285714283,63.857142857142854,2.357142857142857
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2023,3,1.0,1,0,33.480645161290326,23.287096774193547,28.383870967741935,58.774193548387096,2.032258064516129
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2023,4,133.4,6,1,34.88666666666666,25.503333333333334,30.195,63.833333333333336,2.1666666666666665
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2023,5,106.6,10,0,34.82258064516129,26.229032258064517,30.5258064516129,67.64516129032258,2.064516129032258
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2023,6,172.2,14,0,33.4,25.59333333333333,29.496666666666666,76.96666666666667,2.1
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2023,7,863.2,22,6,32.16129032258065,24.848387096774193,28.50483870967742,81.16129032258064,2.193548387096774
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2023,8,236.7,16,1,32.72258064516129,25.345161290322583,29.033870967741933,80.41935483870968,2.193548387096774
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2023,9,338.6,17,2,32.263333333333335,25.09333333333333,28.678333333333335,84.06666666666666,2.0
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2023,10,86.9,11,0,32.25806451612903,24.799999999999997,28.529032258064515,78.19354838709677,1.8709677419354838
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2023,11,3.9000000000000004,2,0,32.74,24.73,28.735,72.16666666666667,2.1333333333333333
Region III (Central Luzon),clark pampanga,"Clark, Pampanga",2023,12,39.8,3,0,31.774193548387096,24.312903225806455,28.043548387096774,73.2258064516129,2.4516129032258065
Region III (Central Luzon),iba zambales,"Iba, Zambales",2018,1,0.0,0,0,30.483870967741936,24.43548387096774,27.45967741935484,74.09677419354838,2.096774193548387
Region III (Central Luzon),iba zambales,"Iba, Zambales",2018,2,0.9,0,0,30.110714285714288,23.825,26.967857142857145,76.28571428571429,2.2142857142857144
Region III (Central Luzon),iba zambales,"Iba, Zambales",2018,3,18.4,2,0,31.493548387096773,24.451612903225808,27.97258064516129,70.6774193548387,2.3548387096774195
Region III (Central Luzon),iba zambales,"Iba, Zambales",2018,4,51.5,5,0,31.953333333333333,25.85,28.901666666666664,73.16666666666667,2.066666666666667
Region III (Central Luzon),iba zambales,"Iba, Zambales",2018,5,39.9,10,0,33.26129032258064,26.690322580645162,29.975806451612904,73.74193548387096,1.967741935483871
Region III (Central Luzon),iba zambales,"Iba, Zambales",2018,6,1020.0,23,9,30.253333333333334,25.27,27.761666666666667,86.26666666666667,2.433333333333333
Region III (Central Luzon),iba zambales,"Iba, Zambales",2018,7,1241.5,30,10,28.996774193548386,25.038709677419355,27.01774193548387,88.7741935483871,2.5161290322580645
Region III (Central Luzon),iba zambales,"Iba, Zambales",2018,8,1009.4,27,6,29.32903225806452,25.503225806451614,27.416129032258063,88.19354838709677,3.838709677419355
Region III (Central Luzon),iba zambales,"Iba, Zambales",2018,9,500.1,17,2,30.243333333333332,24.836666666666666,27.540000000000003,84.53333333333333,2.1666666666666665
Region III (Central Luzon),iba zambales,"Iba, Zambales",2018,10,145.6,9,2,31.170967741935485,24.741935483870968,27.956451612903226,78.58064516129032,2.2580645161290325
Region III (Central Luzon),iba zambales,"Iba, Zambales",2018,11,0.0,0,0,31.293333333333333,24.80666666666667,28.05,74.73333333333333,1.7666666666666666
Region III (Central Luzon),iba zambales,"Iba, Zambales",2018,12,40.0,3,0,30.94193548387097,24.683870967741935,27.812903225806448,73.74193548387096,1.6129032258064515
Region III (Central Luzon),iba zambales,"Iba, Zambales",2019,1,0.0,0,0,30.251612903225805,23.270967741935483,26.761290322580646,69.58064516129032,2.064516129032258
Region III (Central Luzon),iba zambales,"Iba, Zambales",2019,2,0.2,0,0,30.349999999999998,22.460714285714285,26.405357142857145,68.71428571428571,2.0
Region III (Central Luzon),iba zambales,"Iba, Zambales",2019,3,3.2,2,0,32.303225806451614,23.616129032258065,27.95967741935484,69.3225806451613,2.032258064516129
Region III (Central Luzon),iba zambales,"Iba, Zambales",2019,4,40.3,5,0,33.71,25.583333333333332,29.646666666666665,69.43333333333334,2.1666666666666665
Region III (Central Luzon),iba zambales,"Iba, Zambales",2019,5,224.5,9,2,32.770967741935486,25.129032258064516,28.950000000000003,77.38709677419355,2.0
Region III (Central Luzon),iba zambales,"Iba, Zambales",2019,6,715.8,21,6,32.18333333333333,25.176666666666666,28.68,82.26666666666667,2.1666666666666665
Region III (Central Luzon),iba zambales,"Iba, Zambales",2019,7,891.5,23,5,30.661290322580644,24.31935483870968,27.490322580645163,84.64516129032258,2.3225806451612905
Region III (Central Luzon),iba zambales,"Iba, Zambales",2019,8,1354.2,30,8,29.687096774193545,24.6,27.143548387096775,90.58064516129032,3.129032258064516
Region III (Central Luzon),iba zambales,"Iba, Zambales",2019,9,1021.2,23,8,29.673333333333336,23.94333333333333,26.808333333333334,87.76666666666667,2.4
Region III (Central Luzon),iba zambales,"Iba, Zambales",2019,10,60.0,6,0,32.145161290322584,24.241935483870968,28.193548387096776,75.58064516129032,1.8709677419354838
Region III (Central Luzon),iba zambales,"Iba, Zambales",2019,11,147.4,10,0,31.009999999999998,23.88,27.445,79.53333333333333,1.8333333333333333
Region III (Central Luzon),iba zambales,"Iba, Zambales",2019,12,6.9,1,0,30.929032258064513,23.016129032258064,26.97258064516129,75.87096774193549,2.0
Region III (Central Luzon),iba zambales,"Iba, Zambales",2020,1,0.4,0,0,30.79032258064516,21.761290322580646,26.2758064516129,74.12903225806451,1.967741935483871
Region III (Central Luzon),iba zambales,"Iba, Zambales",2020,2,0.5,0,0,31.720689655172414,22.582758620689653,27.151724137931033,65.48275862068965,2.413793103448276
Region III (Central Luzon),iba zambales,"Iba, Zambales",2020,3,0.0,0,0,32.406451612903226,23.59032258064516,27.998387096774195,70.7741935483871,2.0
Region III (Central Luzon),iba zambales,"Iba, Zambales",2020,4,24.2,4,0,33.42333333333333,25.283333333333335,29.353333333333335,71.16666666666667,2.066666666666667
Region III (Central Luzon),iba zambales,"Iba, Zambales",2020,5,145.7,7,0,33.53225806451613,26.125806451612902,29.82903225806452,75.29032258064517,1.967741935483871
Region III (Central Luzon),iba zambales,"Iba, Zambales",2020,6,442.59999999999997,17,2,32.67666666666666,25.16,28.918333333333333,77.4,2.2333333333333334
Region III (Central Luzon),iba zambales,"Iba, Zambales",2020,7,398.5,17,1,32.354838709677416,24.677419354838708,28.516129032258064,79.16129032258064,2.0
Region III (Central Luzon),iba zambales,"Iba, Zambales",2020,8,519.0,23,3,31.23225806451613,24.641935483870967,27.937096774193545,83.61290322580645,2.161290322580645
Region III (Central Luzon),iba zambales,"Iba, Zambales",2020,9,219.5,17,1,31.790000000000003,24.686666666666667,28.238333333333333,81.23333333333333,1.9666666666666666
Region III (Central Luzon),iba zambales,"Iba, Zambales",2020,10,549.5,15,2,31.16774193548387,24.603225806451615,27.885483870967743,81.93548387096774,2.129032258064516
Region III (Central Luzon),iba zambales,"Iba, Zambales",2020,11,104.1,9,0,31.279999999999998,23.973333333333336,27.626666666666665,76.36666666666666,1.9
Region III (Central Luzon),iba zambales,"Iba, Zambales",2020,12,22.299999999999997,5,0,31.096774193548388,24.125806451612902,27.611290322580647,77.58064516129032,1.7419354838709677
Region III (Central Luzon),iba zambales,"Iba, Zambales",2021,1,34.7,4,0,31.04516129032258,23.39032258064516,27.217741935483872,73.54838709677419,2.032258064516129
Region III (Central Luzon),iba zambales,"Iba, Zambales",2021,2,12.2,2,0,31.05,23.00714285714286,27.02857142857143,72.35714285714286,2.0357142857142856
Region III (Central Luzon),iba zambales,"Iba, Zambales",2021,3,38.5,3,0,32.48064516129032,24.12258064516129,28.301612903225806,72.41935483870968,1.967741935483871
Region III (Central Luzon),iba zambales,"Iba, Zambales",2021,4,26.7,5,0,32.86666666666667,23.98,28.423333333333336,73.73333333333333,2.066666666666667
Region III (Central Luzon),iba zambales,"Iba, Zambales",2021,5,82.39999999999999,7,0,34.52258064516129,25.938709677419357,30.230645161290322,73.61290322580645,2.161290322580645
Region III (Central Luzon),iba zambales,"Iba, Zambales",2021,6,577.2,21,3,32.086666666666666,24.4,28.243333333333332,83.4,2.2333333333333334
Region III (Central Luzon),iba zambales,"Iba, Zambales",2021,7,1576.3,22,10,31.164516129032258,24.98709677419355,28.075806451612905,85.61290322580645,2.6774193548387095
Region III (Central Luzon),iba zambales,"Iba, Zambales",2021,8,400.7,19,2,31.351612903225806,24.774193548387096,28.062903225806455,85.41935483870968,2.967741935483871
Region III (Central Luzon),iba zambales,"Iba, Zambales",2021,9,543.3,16,3,31.93,24.423333333333336,28.176666666666666,83.3,1.8333333333333333
Region III (Central Luzon),iba zambales,"Iba, Zambales",2021,10,262.3,14,2,31.925806451612903,24.716129032258067,28.320967741935487,78.87096774193549,2.0
Region III (Central Luzon),iba zambales,"Iba, Zambales",2021,11,68.7,5,0,32.526666666666664,24.366666666666667,28.446666666666665,76.63333333333334,1.7
Region III (Central Luzon),iba zambales,"Iba, Zambales",2021,12,8.9,1,0,31.73548387096774,23.76451612903226,27.75,67.96774193548387,2.193548387096774
Region III (Central Luzon),iba zambales,"Iba, Zambales",2022,1,79.4,2,1,30.419354838709676,22.461290322580645,26.440322580645162,71.03225806451613,2.225806451612903
Region III (Central Luzon),iba zambales,"Iba, Zambales",2022,2,0.0,0,0,30.7,23.335714285714285,27.017857142857142,73.03571428571429,1.8571428571428572
Region III (Central Luzon),iba zambales,"Iba, Zambales",2022,3,56.7,4,0,31.4,24.09032258064516,27.74516129032258,75.80645161290323,1.967741935483871
Region III (Central Luzon),iba zambales,"Iba, Zambales",2022,4,290.9,7,3,31.44,24.33,27.884999999999998,76.9,2.0
Region III (Central Luzon),iba zambales,"Iba, Zambales",2022,5,181.5,10,1,32.2,25.003225806451614,28.601612903225806,76.96774193548387,2.225806451612903
Region III (Central Luzon),iba zambales,"Iba, Zambales",2022,6,243.0,16,1,31.413333333333334,24.61,28.011666666666667,81.5,2.0
Region III (Central Luzon),iba zambales,"Iba, Zambales",2022,7,271.0,19,1,30.85483870967742,24.799999999999997,27.82741935483871,85.12903225806451,2.2580645161290325
Region III (Central Luzon),iba zambales,"Iba, Zambales",2022,8,756.3,24,3,29.76774193548387,23.938709677419357,26.853225806451615,88.06451612903226,2.096774193548387
Region III (Central Luzon),iba zambales,"Iba, Zambales",2022,9,583.8,18,3,29.876666666666665,23.93,26.903333333333332,87.23333333333333,2.1333333333333333
Region III (Central Luzon),iba zambales,"Iba, Zambales",2022,10,311.1,14,2,30.993548387096773,24.467741935483872,27.730645161290322,81.87096774193549,2.096774193548387
Region III (Central Luzon),iba zambales,"Iba, Zambales",2022,11,18.8,6,0,31.736666666666668,24.123333333333335,27.93,78.16666666666667,1.6
Region III (Central Luzon),iba zambales,"Iba, Zambales",2022,12,5.4,2,0,31.009677419354837,23.725806451612904,27.36774193548387,73.70967741935483,1.935483870967742
Region III (Central Luzon),iba zambales,"Iba, Zambales",2023,1,13.999999999999998,2,0,30.451612903225808,23.20967741935484,26.830645161290324,72.12903225806451,1.903225806451613
Region III (Central Luzon),iba zambales,"Iba, Zambales",2023,2,1.5,1,0,30.79642857142857,22.5,26.648214285714285,71.67857142857143,1.8214285714285714
Region III (Central Luzon),iba zambales,"Iba, Zambales",2023,3,0.0,0,0,31.083870967741937,22.816129032258065,26.950000000000003,71.16129032258064,2.096774193548387
Region III (Central Luzon),iba zambales,"Iba, Zambales",2023,4,43.7,5,0,31.736666666666668,24.826666666666664,28.28166666666667,76.56666666666666,2.0
Region III (Central Luzon),iba zambales,"Iba, Zambales",2023,5,117.2,7,0,32.71935483870968,25.806451612903224,29.26290322580645,78.83870967741936,1.967741935483871
Region III (Central Luzon),iba zambales,"Iba, Zambales",2023,6,515.3000000000001,18,2,31.220000000000002,24.91,28.065,85.56666666666666,2.2
Region III (Central Luzon),iba zambales,"Iba, Zambales",2023,7,1913.6000000000001,18,12,30.25483870967742,24.925806451612903,27.59032258064516,86.64516129032258,2.6451612903225805
Region III (Central Luzon),iba zambales,"Iba, Zambales",2023,8,785.5,27,7,30.470967741935485,25.383870967741935,27.927419354838708,87.7741935483871,2.870967741935484
Region III (Central Luzon),iba zambales,"Iba, Zambales",2023,9,584.6,17,5,30.240000000000002,24.866666666666667,27.553333333333335,88.0,2.2666666666666666
Region III (Central Luzon),iba zambales,"Iba, Zambales",2023,10,474.8,15,3,31.151612903225807,24.61935483870968,27.885483870967743,83.2258064516129,2.225806451612903
Region III (Central Luzon),iba zambales,"Iba, Zambales",2023,11,33.4,2,0,32.026666666666664,24.8,28.413333333333334,74.3,2.066666666666667
Region III (Central Luzon),iba zambales,"Iba, Zambales",2023,12,2.2,1,0,31.729032258064517,24.27741935483871,28.003225806451614,74.25806451612904,2.2580645161290325
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2018,1,460.7,25,1,27.80322580645161,22.129032258064516,24.966129032258067,91.64516129032258,2.5161290322580645
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2018,2,230.3,17,1,28.589285714285715,22.139285714285712,25.364285714285717,89.64285714285714,2.1785714285714284
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2018,3,250.1,16,1,29.112903225806452,22.361290322580647,25.73709677419355,87.06451612903226,2.096774193548387
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2018,4,114.6,12,0,30.83,23.39,27.11,86.7,1.9
Region III (Central Luzon),infanta quezon,"Infanta, Quezon",2018,5,147.1,16,0,32.05161290322581,24.293548387096774,28.17258064516129,86.7741935483871,1.6129032258064515
