Area,Area_Level,Region,Year,IncomeGroup,Value,Prelim_Flag
Muntinlupa,Province,NCR,2023,8th Decile,8543.02,TRUE
Muntinlupa,Province,NCR,2023,9th Decile,10218.37,TRUE
Muntinlupa,Province,NCR,2023,All Income Groups,80328.59,TRUE
Parañaque,Province,NCR,2018,10th Decile,19858.8,FALSE
Parañaque,Province,NCR,2018,1st Decile,4137.54,FALSE
Parañaque,Province,NCR,2018,2nd Decile,5361.83,FALSE
Parañaque,Province,NCR,2018,3rd Decile,6406.64,FALSE
Parañaque,Province,NCR,2018,4th Decile,6762.74,FALSE
Parañaque,Province,NCR,2018,5th Decile,8068.85,FALSE
Parañaque,Province,NCR,2018,6th Decile,8061.08,FALSE
Parañaque,Province,NCR,2018,7th Decile,9618.36,FALSE
Parañaque,Province,NCR,2018,8th Decile,10781.51,FALSE
Parañaque,Province,NCR,2018,9th Decile,14856.41,FALSE
Parañaque,Province,NCR,2018,All Income Groups,93913.75,FALSE
Parañaque,Province,NCR,2021,10th Decile,24354.55,FALSE
Parañaque,Province,NCR,2021,1st Decile,4193.32,FALSE
Parañaque,Province,NCR,2021,2nd Decile,5262.76,FALSE
Parañaque,Province,NCR,2021,3rd Decile,6056.41,FALSE
Parañaque,Province,NCR,2021,4th Decile,6152.67,FALSE
Parañaque,Province,NCR,2021,5th Decile,7314.07,FALSE
Parañaque,Province,NCR,2021,6th Decile,7372.59,FALSE
Parañaque,Province,NCR,2021,7th Decile,9172.76,FALSE
Parañaque,Province,NCR,2021,8th Decile,10429.75,FALSE
Parañaque,Province,NCR,2021,9th Decile,12911.46,FALSE
Parañaque,Province,NCR,2021,All Income Groups,93220.34,FALSE
Parañaque,Province,NCR,2023,10th Decile,26851.75,TRUE
Parañaque,Province,NCR,2023,1st Decile,5989.89,TRUE
Parañaque,Province,NCR,2023,2nd Decile,7156.42,TRUE
Parañaque,Province,NCR,2023,3rd Decile,7495.51,TRUE
Parañaque,Province,NCR,2023,4th Decile,9020.57,TRUE
Parañaque,Province,NCR,2023,5th Decile,9714.27,TRUE
Parañaque,Province,NCR,2023,6th Decile,9982.91,TRUE
Parañaque,Province,NCR,2023,7th Decile,11765.98,TRUE
Parañaque,Province,NCR,2023,8th Decile,12005.04,TRUE
Parañaque,Province,NCR,2023,9th Decile,14393.33,TRUE
Parañaque,Province,NCR,2023,All Income Groups,114375.68,TRUE
Pasay City,HUC/City,NCR,2018,10th Decile,8153.32,FALSE
Pasay City,HUC/City,NCR,2018,1st Decile,2444.21,FALSE
Pasay City,HUC/City,NCR,2018,2nd Decile,3082.72,FALSE
Pasay City,HUC/City,NCR,2018,3rd Decile,3527.71,FALSE
Pasay City,HUC/City,NCR,2018,4th Decile,4263.91,FALSE
Pasay City,HUC/City,NCR,2018,5th Decile,4662.4,FALSE
Pasay City,HUC/City,NCR,2018,6th Decile,4426.24,FALSE
Pasay City,HUC/City,NCR,2018,7th Decile,5524.07,FALSE
Pasay City,HUC/City,NCR,2018,8th Decile,6178.42,FALSE
Pasay City,HUC/City,NCR,2018,9th Decile,7014.22,FALSE
Pasay City,HUC/City,NCR,2018,All Income Groups,49277.21,FALSE
Pasay City,HUC/City,NCR,2021,10th Decile,8520.46,FALSE
Pasay City,HUC/City,NCR,2021,1st Decile,2364.5,FALSE
Pasay City,HUC/City,NCR,2021,2nd Decile,2842.66,FALSE
Pasay City,HUC/City,NCR,2021,3rd Decile,3390,FALSE
Pasay City,HUC/City,NCR,2021,4th Decile,3737.06,FALSE
Pasay City,HUC/City,NCR,2021,5th Decile,4298.11,FALSE
Pasay City,HUC/City,NCR,2021,6th Decile,4483.05,FALSE
Pasay City,HUC/City,NCR,2021,7th Decile,5070.6,FALSE
Pasay City,HUC/City,NCR,2021,8th Decile,5922.81,FALSE
Pasay City,HUC/City,NCR,2021,9th Decile,6076.2,FALSE
Pasay City,HUC/City,NCR,2021,All Income Groups,46705.45,FALSE
Pasay City,HUC/City,NCR,2023,10th Decile,9637.41,TRUE
Pasay City,HUC/City,NCR,2023,1st Decile,3517.44,TRUE
Pasay City,HUC/City,NCR,2023,2nd Decile,4001.78,TRUE
Pasay City,HUC/City,NCR,2023,3rd Decile,4292.48,TRUE
Pasay City,HUC/City,NCR,2023,4th Decile,4931.53,TRUE
Pasay City,HUC/City,NCR,2023,5th Decile,5563.65,TRUE
Pasay City,HUC/City,NCR,2023,6th Decile,6010.8,TRUE
Pasay City,HUC/City,NCR,2023,7th Decile,6272.59,TRUE
Pasay City,HUC/City,NCR,2023,8th Decile,6863.36,TRUE
Pasay City,HUC/City,NCR,2023,9th Decile,6914.58,TRUE
Pasay City,HUC/City,NCR,2023,All Income Groups,58005.62,TRUE
Makati,Province,NCR,2018,10th Decile,31014.89,FALSE
Makati,Province,NCR,2018,1st Decile,4657.52,FALSE
Makati,Province,NCR,2018,2nd Decile,6228.52,FALSE
Makati,Province,NCR,2018,3rd Decile,7312.5,FALSE
Makati,Province,NCR,2018,4th Decile,8010.09,FALSE
Makati,Province,NCR,2018,5th Decile,8592.26,FALSE
Makati,Province,NCR,2018,6th Decile,8843.93,FALSE
Makati,Province,NCR,2018,7th Decile,11013.34,FALSE
Makati,Province,NCR,2018,8th Decile,12882.17,FALSE
Makati,Province,NCR,2018,9th Decile,14364.95,FALSE
Makati,Province,NCR,2018,All Income Groups,112920.17,FALSE
Makati,Province,NCR,2021,10th Decile,32520.35,FALSE
Makati,Province,NCR,2021,1st Decile,4661.32,FALSE
Makati,Province,NCR,2021,2nd Decile,6335.13,FALSE
Makati,Province,NCR,2021,3rd Decile,7207.62,FALSE
Makati,Province,NCR,2021,4th Decile,8581.83,FALSE
Makati,Province,NCR,2021,5th Decile,7857.56,FALSE
Makati,Province,NCR,2021,6th Decile,10612.38,FALSE
Makati,Province,NCR,2021,7th Decile,10311.39,FALSE
Makati,Province,NCR,2021,8th Decile,10838.87,FALSE
Makati,Province,NCR,2021,9th Decile,12648.23,FALSE
Makati,Province,NCR,2021,All Income Groups,111574.69,FALSE
Makati,Province,NCR,2023,10th Decile,57709.27,TRUE
Makati,Province,NCR,2023,1st Decile,6053.1,TRUE
Makati,Province,NCR,2023,2nd Decile,7776.69,TRUE
Makati,Province,NCR,2023,3rd Decile,9866.18,TRUE
Makati,Province,NCR,2023,4th Decile,10633.73,TRUE
Makati,Province,NCR,2023,5th Decile,11484.72,TRUE
Makati,Province,NCR,2023,6th Decile,12767.96,TRUE
Makati,Province,NCR,2023,7th Decile,14146.57,TRUE
Makati,Province,NCR,2023,8th Decile,15649.22,TRUE
Makati,Province,NCR,2023,9th Decile,18259.65,TRUE
Makati,Province,NCR,2023,All Income Groups,164347.09,TRUE
Pateros,Province,NCR,2018,10th Decile,1166.37,FALSE
Pateros,Province,NCR,2018,1st Decile,279.47,FALSE
Pateros,Province,NCR,2018,2nd Decile,347.03,FALSE
Pateros,Province,NCR,2018,3rd Decile,442.95,FALSE
Pateros,Province,NCR,2018,4th Decile,528.02,FALSE
Pateros,Province,NCR,2018,5th Decile,585.76,FALSE
Pateros,Province,NCR,2018,6th Decile,569.51,FALSE
Pateros,Province,NCR,2018,7th Decile,643.79,FALSE
Pateros,Province,NCR,2018,8th Decile,769.43,FALSE
Pateros,Province,NCR,2018,9th Decile,799.69,FALSE
Pateros,Province,NCR,2018,All Income Groups,6132.02,FALSE
Pateros,Province,NCR,2021,10th Decile,790.28,FALSE
Pateros,Province,NCR,2021,1st Decile,275.72,FALSE
Pateros,Province,NCR,2021,2nd Decile,378.41,FALSE
Pateros,Province,NCR,2021,3rd Decile,369.94,FALSE
Pateros,Province,NCR,2021,4th Decile,436.16,FALSE
Pateros,Province,NCR,2021,5th Decile,484.67,FALSE
Pateros,Province,NCR,2021,6th Decile,507.65,FALSE
Pateros,Province,NCR,2021,7th Decile,601.87,FALSE
Pateros,Province,NCR,2021,8th Decile,621.12,FALSE
Pateros,Province,NCR,2021,9th Decile,628.52,FALSE
Pateros,Province,NCR,2021,All Income Groups,5094.35,FALSE
Pateros,Province,NCR,2023,10th Decile,1319.84,TRUE
Pateros,Province,NCR,2023,1st Decile,346.14,TRUE
Pateros,Province,NCR,2023,2nd Decile,445.65,TRUE
Pateros,Province,NCR,2023,3rd Decile,485.88,TRUE
Pateros,Province,NCR,2023,4th Decile,593.5,TRUE
Pateros,Province,NCR,2023,5th Decile,652.19,TRUE
Pateros,Province,NCR,2023,6th Decile,714.14,TRUE
Pateros,Province,NCR,2023,7th Decile,726.48,TRUE
Pateros,Province,NCR,2023,8th Decile,847.15,TRUE
Pateros,Province,NCR,2023,9th Decile,1004.92,TRUE
Pateros,Province,NCR,2023,All Income Groups,7135.91,TRUE
Taguig,Province,NCR,2018,10th Decile,18998.48,FALSE
Taguig,Province,NCR,2018,1st Decile,5017.77,FALSE
Taguig,Province,NCR,2018,2nd Decile,6478.48,FALSE
Taguig,Province,NCR,2018,3rd Decile,7514.66,FALSE
Taguig,Province,NCR,2018,4th Decile,7850.06,FALSE
Taguig,Province,NCR,2018,5th Decile,8255.89,FALSE
Taguig,Province,NCR,2018,6th Decile,9784.64,FALSE
Taguig,Province,NCR,2018,7th Decile,11108.71,FALSE
Taguig,Province,NCR,2018,8th Decile,12214.75,FALSE
Taguig,Province,NCR,2018,9th Decile,12492.74,FALSE
Taguig,Province,NCR,2018,All Income Groups,99716.19,FALSE
Taguig,Province,NCR,2021,10th Decile,19035.96,FALSE
Taguig,Province,NCR,2021,1st Decile,5348.52,FALSE
Taguig,Province,NCR,2021,2nd Decile,6852.11,FALSE
Taguig,Province,NCR,2021,3rd Decile,7221.94,FALSE
Taguig,Province,NCR,2021,4th Decile,8291.47,FALSE
Taguig,Province,NCR,2021,5th Decile,8354.49,FALSE
Taguig,Province,NCR,2021,6th Decile,9219.16,FALSE
Taguig,Province,NCR,2021,7th Decile,10476.48,FALSE
Taguig,Province,NCR,2021,8th Decile,11279.65,FALSE
Taguig,Province,NCR,2021,9th Decile,13546.87,FALSE
Taguig,Province,NCR,2021,All Income Groups,99626.64,FALSE
Taguig,Province,NCR,2023,10th Decile,37096.64,TRUE
Taguig,Province,NCR,2023,1st Decile,6801.57,TRUE
Taguig,Province,NCR,2023,2nd Decile,8700.42,TRUE
Taguig,Province,NCR,2023,3rd Decile,10205.81,TRUE
Taguig,Province,NCR,2023,4th Decile,11041.54,TRUE
Taguig,Province,NCR,2023,5th Decile,11741.16,TRUE
Taguig,Province,NCR,2023,6th Decile,14197.15,TRUE
Taguig,Province,NCR,2023,7th Decile,14585.42,TRUE
Taguig,Province,NCR,2023,8th Decile,17123.33,TRUE
Taguig,Province,NCR,2023,9th Decile,18880.56,TRUE
Taguig,Province,NCR,2023,All Income Groups,150373.59,TRUE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2018,10th Decile,220170.62,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2018,1st Decile,40704.13,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2018,2nd Decile,53981.85,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2018,3rd Decile,61209.2,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2018,4th Decile,68448.76,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2018,5th Decile,74945.19,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2018,6th Decile,85259.16,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2018,7th Decile,92157.39,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2018,8th Decile,105258.82,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2018,9th Decile,127463.19,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2018,All Income Groups,929598.3,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2021,10th Decile,222486.26,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2021,1st Decile,45272.97,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2021,2nd Decile,58542.73,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2021,3rd Decile,67233.02,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2021,4th Decile,71139.71,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2021,5th Decile,80694.12,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2021,6th Decile,90308.7,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2021,7th Decile,98768.22,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2021,8th Decile,113102.82,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2021,9th Decile,134972.99,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2021,All Income Groups,982521.54,FALSE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2023,10th Decile,222290.8,TRUE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2023,1st Decile,62324.78,TRUE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2023,2nd Decile,78402.18,TRUE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2023,3rd Decile,88461.46,TRUE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2023,4th Decile,95915.16,TRUE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2023,5th Decile,102489.34,TRUE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2023,6th Decile,112017.76,TRUE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2023,7th Decile,122421.89,TRUE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2023,8th Decile,134118.59,TRUE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2023,9th Decile,153606.87,TRUE
Region Iii - Central Luzon,Region,Region III (Central Luzon),2023,All Income Groups,1172048.83,TRUE
Aurora,Province,Region III (Central Luzon),2018,10th Decile,4800.27,FALSE
Aurora,Province,Region III (Central Luzon),2018,1st Decile,613.6,FALSE
Aurora,Province,Region III (Central Luzon),2018,2nd Decile,727.45,FALSE
Aurora,Province,Region III (Central Luzon),2018,3rd Decile,861.82,FALSE
Aurora,Province,Region III (Central Luzon),2018,4th Decile,870.65,FALSE
Aurora,Province,Region III (Central Luzon),2018,5th Decile,944.17,FALSE
Aurora,Province,Region III (Central Luzon),2018,6th Decile,996.03,FALSE
Aurora,Province,Region III (Central Luzon),2018,7th Decile,1089.4,FALSE
Aurora,Province,Region III (Central Luzon),2018,8th Decile,1606.7,FALSE
Aurora,Province,Region III (Central Luzon),2018,9th Decile,2217.29,FALSE
Aurora,Province,Region III (Central Luzon),2018,All Income Groups,14727.37,FALSE
Aurora,Province,Region III (Central Luzon),2021,10th Decile,4721.34,FALSE
Aurora,Province,Region III (Central Luzon),2021,1st Decile,615.34,FALSE
Aurora,Province,Region III (Central Luzon),2021,2nd Decile,772.23,FALSE
Aurora,Province,Region III (Central Luzon),2021,3rd Decile,911.73,FALSE
Aurora,Province,Region III (Central Luzon),2021,4th Decile,1000.28,FALSE
Aurora,Province,Region III (Central Luzon),2021,5th Decile,1072.69,FALSE
Aurora,Province,Region III (Central Luzon),2021,6th Decile,1196.01,FALSE
Aurora,Province,Region III (Central Luzon),2021,7th Decile,1431.43,FALSE
Aurora,Province,Region III (Central Luzon),2021,8th Decile,1595.95,FALSE
Aurora,Province,Region III (Central Luzon),2021,9th Decile,2103.14,FALSE
Aurora,Province,Region III (Central Luzon),2021,All Income Groups,15420.13,FALSE
Aurora,Province,Region III (Central Luzon),2023,10th Decile,5186.72,TRUE
Aurora,Province,Region III (Central Luzon),2023,1st Decile,840.35,TRUE
Aurora,Province,Region III (Central Luzon),2023,2nd Decile,1015.84,TRUE
Aurora,Province,Region III (Central Luzon),2023,3rd Decile,1090.25,TRUE
Aurora,Province,Region III (Central Luzon),2023,4th Decile,1108.23,TRUE
Aurora,Province,Region III (Central Luzon),2023,5th Decile,1271.27,TRUE
Aurora,Province,Region III (Central Luzon),2023,6th Decile,1341.3,TRUE
Aurora,Province,Region III (Central Luzon),2023,7th Decile,1429.71,TRUE
Aurora,Province,Region III (Central Luzon),2023,8th Decile,1808.66,TRUE
Aurora,Province,Region III (Central Luzon),2023,9th Decile,2374.78,TRUE
Aurora,Province,Region III (Central Luzon),2023,All Income Groups,17467.09,TRUE
Bataan,Province,Region III (Central Luzon),2018,10th Decile,20379.59,FALSE
Bataan,Province,Region III (Central Luzon),2018,1st Decile,2960.18,FALSE
Bataan,Province,Region III (Central Luzon),2018,2nd Decile,4007.2,FALSE
Bataan,Province,Region III (Central Luzon),2018,3rd Decile,4614.35,FALSE
Bataan,Province,Region III (Central Luzon),2018,4th Decile,5231.8,FALSE
Bataan,Province,Region III (Central Luzon),2018,5th Decile,6113.36,FALSE
Bataan,Province,Region III (Central Luzon),2018,6th Decile,6483.69,FALSE
Bataan,Province,Region III (Central Luzon),2018,7th Decile,6840.08,FALSE
Bataan,Province,Region III (Central Luzon),2018,8th Decile,8444.53,FALSE
Bataan,Province,Region III (Central Luzon),2018,9th Decile,9551.95,FALSE
Bataan,Province,Region III (Central Luzon),2018,All Income Groups,74626.73,FALSE
Bataan,Province,Region III (Central Luzon),2021,10th Decile,22452.36,FALSE
Bataan,Province,Region III (Central Luzon),2021,1st Decile,2889.87,FALSE
Bataan,Province,Region III (Central Luzon),2021,2nd Decile,4054.09,FALSE
Bataan,Province,Region III (Central Luzon),2021,3rd Decile,4705.24,FALSE
Bataan,Province,Region III (Central Luzon),2021,4th Decile,5218.69,FALSE
Bataan,Province,Region III (Central Luzon),2021,5th Decile,5561.95,FALSE
Bataan,Province,Region III (Central Luzon),2021,6th Decile,6382.95,FALSE
Bataan,Province,Region III (Central Luzon),2021,7th Decile,7075.05,FALSE
Bataan,Province,Region III (Central Luzon),2021,8th Decile,8559.97,FALSE
Bataan,Province,Region III (Central Luzon),2021,9th Decile,9471.29,FALSE
Bataan,Province,Region III (Central Luzon),2021,All Income Groups,76371.47,FALSE
Bataan,Province,Region III (Central Luzon),2023,10th Decile,20238.28,TRUE
Bataan,Province,Region III (Central Luzon),2023,1st Decile,3663.45,TRUE
Bataan,Province,Region III (Central Luzon),2023,2nd Decile,4612.39,TRUE
Bataan,Province,Region III (Central Luzon),2023,3rd Decile,5101.35,TRUE
Bataan,Province,Region III (Central Luzon),2023,4th Decile,6257.03,TRUE
Bataan,Province,Region III (Central Luzon),2023,5th Decile,6880.33,TRUE
Bataan,Province,Region III (Central Luzon),2023,6th Decile,7385.34,TRUE
Bataan,Province,Region III (Central Luzon),2023,7th Decile,7945.03,TRUE
Bataan,Province,Region III (Central Luzon),2023,8th Decile,9469.98,TRUE
Bataan,Province,Region III (Central Luzon),2023,9th Decile,11637.52,TRUE
Bataan,Province,Region III (Central Luzon),2023,All Income Groups,83190.7,TRUE
Bulacan,Province,Region III (Central Luzon),2018,10th Decile,64276.4,FALSE
Bulacan,Province,Region III (Central Luzon),2018,1st Decile,13347.37,FALSE
Bulacan,Province,Region III (Central Luzon),2018,2nd Decile,16170.3,FALSE
Bulacan,Province,Region III (Central Luzon),2018,3rd Decile,19603.63,FALSE
Bulacan,Province,Region III (Central Luzon),2018,4th Decile,21732.12,FALSE
Bulacan,Province,Region III (Central Luzon),2018,5th Decile,24108.05,FALSE
Bulacan,Province,Region III (Central Luzon),2018,6th Decile,27779.06,FALSE
Bulacan,Province,Region III (Central Luzon),2018,7th Decile,27796.07,FALSE
Bulacan,Province,Region III (Central Luzon),2018,8th Decile,31916.33,FALSE
Bulacan,Province,Region III (Central Luzon),2018,9th Decile,42411.01,FALSE
Bulacan,Province,Region III (Central Luzon),2018,All Income Groups,289140.33,FALSE
Bulacan,Province,Region III (Central Luzon),2021,10th Decile,69618.47,FALSE
Bulacan,Province,Region III (Central Luzon),2021,1st Decile,13696.51,FALSE
Bulacan,Province,Region III (Central Luzon),2021,2nd Decile,19038.71,FALSE
Bulacan,Province,Region III (Central Luzon),2021,3rd Decile,20477.3,FALSE
Bulacan,Province,Region III (Central Luzon),2021,4th Decile,21213.87,FALSE
Bulacan,Province,Region III (Central Luzon),2021,5th Decile,25647.67,FALSE
Bulacan,Province,Region III (Central Luzon),2021,6th Decile,26006.34,FALSE
Bulacan,Province,Region III (Central Luzon),2021,7th Decile,30471.34,FALSE
Bulacan,Province,Region III (Central Luzon),2021,8th Decile,33663.69,FALSE
Bulacan,Province,Region III (Central Luzon),2021,9th Decile,41397.88,FALSE
Bulacan,Province,Region III (Central Luzon),2021,All Income Groups,301231.77,FALSE
Bulacan,Province,Region III (Central Luzon),2023,10th Decile,61163.82,TRUE
Bulacan,Province,Region III (Central Luzon),2023,1st Decile,19188.78,TRUE
Bulacan,Province,Region III (Central Luzon),2023,2nd Decile,23684.81,TRUE
Bulacan,Province,Region III (Central Luzon),2023,3rd Decile,26399.89,TRUE
Bulacan,Province,Region III (Central Luzon),2023,4th Decile,28168.57,TRUE
Bulacan,Province,Region III (Central Luzon),2023,5th Decile,28215.41,TRUE
Bulacan,Province,Region III (Central Luzon),2023,6th Decile,33627.41,TRUE
Bulacan,Province,Region III (Central Luzon),2023,7th Decile,36692.92,TRUE
Bulacan,Province,Region III (Central Luzon),2023,8th Decile,38859.48,TRUE
Bulacan,Province,Region III (Central Luzon),2023,9th Decile,46692.62,TRUE
Bulacan,Province,Region III (Central Luzon),2023,All Income Groups,342693.71,TRUE
Nueva Ecija,Province,Region III (Central Luzon),2018,10th Decile,48245.94,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2018,1st Decile,6864.4,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2018,2nd Decile,8628.78,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2018,3rd Decile,9538.76,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2018,4th Decile,10806.35,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2018,5th Decile,12333.21,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2018,6th Decile,13045.16,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2018,7th Decile,14603.62,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2018,8th Decile,17431.09,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2018,9th Decile,24036.77,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2018,All Income Groups,165534.08,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2021,10th Decile,36262.2,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2021,1st Decile,7913.22,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2021,2nd Decile,9155.88,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2021,3rd Decile,9983.68,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2021,4th Decile,11449.88,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2021,5th Decile,12792.84,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2021,6th Decile,13588.87,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2021,7th Decile,15138.33,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2021,8th Decile,16188.33,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2021,9th Decile,20590.88,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2021,All Income Groups,153064.11,FALSE
Nueva Ecija,Province,Region III (Central Luzon),2023,10th Decile,36090.64,TRUE
Nueva Ecija,Province,Region III (Central Luzon),2023,1st Decile,11480.74,TRUE
Nueva Ecija,Province,Region III (Central Luzon),2023,2nd Decile,13683.66,TRUE
Nueva Ecija,Province,Region III (Central Luzon),2023,3rd Decile,14776.88,TRUE
Nueva Ecija,Province,Region III (Central Luzon),2023,4th Decile,16578.2,TRUE
Nueva Ecija,Province,Region III (Central Luzon),2023,5th Decile,16799.76,TRUE
Nueva Ecija,Province,Region III (Central Luzon),2023,6th Decile,18761.34,TRUE
Nueva Ecija,Province,Region III (Central Luzon),2023,7th Decile,19950.4,TRUE
Nueva Ecija,Province,Region III (Central Luzon),2023,8th Decile,22610.58,TRUE
Nueva Ecija,Province,Region III (Central Luzon),2023,9th Decile,23756.34,TRUE
Nueva Ecija,Province,Region III (Central Luzon),2023,All Income Groups,194488.54,TRUE
Pampanga,Province,Region III (Central Luzon),2018,10th Decile,35098.49,FALSE
Pampanga,Province,Region III (Central Luzon),2018,1st Decile,11025.36,FALSE
Pampanga,Province,Region III (Central Luzon),2018,2nd Decile,13280.67,FALSE
Pampanga,Province,Region III (Central Luzon),2018,3rd Decile,14567.2,FALSE
Pampanga,Province,Region III (Central Luzon),2018,4th Decile,16014.04,FALSE
Pampanga,Province,Region III (Central Luzon),2018,5th Decile,16386.91,FALSE
Pampanga,Province,Region III (Central Luzon),2018,6th Decile,17921.42,FALSE
Pampanga,Province,Region III (Central Luzon),2018,7th Decile,17929.12,FALSE
Pampanga,Province,Region III (Central Luzon),2018,8th Decile,19813.78,FALSE
Pampanga,Province,Region III (Central Luzon),2018,9th Decile,24561.5,FALSE
Pampanga,Province,Region III (Central Luzon),2018,All Income Groups,186598.49,FALSE
Pampanga,Province,Region III (Central Luzon),2021,10th Decile,38397.42,FALSE
Pampanga,Province,Region III (Central Luzon),2021,1st Decile,12836.63,FALSE
Pampanga,Province,Region III (Central Luzon),2021,2nd Decile,14281.04,FALSE
Pampanga,Province,Region III (Central Luzon),2021,3rd Decile,14939.41,FALSE
Pampanga,Province,Region III (Central Luzon),2021,4th Decile,18069.98,FALSE
Pampanga,Province,Region III (Central Luzon),2021,5th Decile,18017.38,FALSE
Pampanga,Province,Region III (Central Luzon),2021,6th Decile,20090.63,FALSE
Pampanga,Province,Region III (Central Luzon),2021,7th Decile,21338.51,FALSE
Pampanga,Province,Region III (Central Luzon),2021,8th Decile,23676.55,FALSE
Pampanga,Province,Region III (Central Luzon),2021,9th Decile,26576.93,FALSE
Pampanga,Province,Region III (Central Luzon),2021,All Income Groups,208224.49,FALSE
Pampanga,Province,Region III (Central Luzon),2023,10th Decile,43920.54,TRUE
Pampanga,Province,Region III (Central Luzon),2023,1st Decile,16335.87,TRUE
Pampanga,Province,Region III (Central Luzon),2023,2nd Decile,18777.17,TRUE
Pampanga,Province,Region III (Central Luzon),2023,3rd Decile,20174.45,TRUE
Pampanga,Province,Region III (Central Luzon),2023,4th Decile,22525.39,TRUE
Pampanga,Province,Region III (Central Luzon),2023,5th Decile,21067.45,TRUE
Pampanga,Province,Region III (Central Luzon),2023,6th Decile,24400.81,TRUE
Pampanga,Province,Region III (Central Luzon),2023,7th Decile,26185.87,TRUE
Pampanga,Province,Region III (Central Luzon),2023,8th Decile,27841.23,TRUE
Pampanga,Province,Region III (Central Luzon),2023,9th Decile,30527.82,TRUE
Pampanga,Province,Region III (Central Luzon),2023,All Income Groups,251756.6,TRUE
Angeles,Province,Region III (Central Luzon),2018,10th Decile,7610.29,FALSE
Angeles,Province,Region III (Central Luzon),2018,1st Decile,2354.89,FALSE
Angeles,Province,Region III (Central Luzon),2018,2nd Decile,2710.55,FALSE
Angeles,Province,Region III (Central Luzon),2018,3rd Decile,2890.25,FALSE
Angeles,Province,Region III (Central Luzon),2018,4th Decile,3244.12,FALSE
Angeles,Province,Region III (Central Luzon),2018,5th Decile,3542.74,FALSE
Angeles,Province,Region III (Central Luzon),2018,6th Decile,3573.39,FALSE
Angeles,Province,Region III (Central Luzon),2018,7th Decile,4073.35,FALSE
Angeles,Province,Region III (Central Luzon),2018,8th Decile,4388.53,FALSE
Angeles,Province,Region III (Central Luzon),2018,9th Decile,4835.36,FALSE
Angeles,Province,Region III (Central Luzon),2018,All Income Groups,39223.47,FALSE
Angeles,Province,Region III (Central Luzon),2021,10th Decile,12089.72,FALSE
Angeles,Province,Region III (Central Luzon),2021,1st Decile,3435.55,FALSE
Angeles,Province,Region III (Central Luzon),2021,2nd Decile,3815.46,FALSE
