Region,Area_display,Area_slug,Year,Housing_Type,Occupied_Housing_Units,Number_of_Households,Household_Population,Total_Units,count_one_floor,count_two_floors,count_three_floors,count_four_floors,count_five_to_10_floors,count_11plus_floors_or_more,count_not_reported,count_not_applicable,share_one_floor,share_two_floors,share_three_floors,share_four_floors,share_five_to_10_floors,share_11plus_floors_or_more,share_not_reported,share_not_applicable,avg_household_size,qc_hhsize_outlier,qc_total_replaced,utilization_gap,qc_utilization_gap_large
NCR,Marikina,marikina,2020,Single House,77125.0,82978.0,365761.0,77125.0,34049.0,35547.0,6736.0,739.0,0.0,0.0,54.0,0.0,44.14781199351702,46.09011345218801,8.73387358184765,0.9581847649918963,0.0,0.0,0.0700162074554295,0.0,4.407927402444021,False,False,5853.0,True
NCR,Muntinlupa,muntinlupa,2020,All Types Of Building,126655.0,138176.0,518584.0,126655.0,65619.0,48159.0,8242.0,2241.0,1079.0,944.0,363.0,8.0,51.80924558840946,38.02376534680826,6.507441474872685,1.7693734949271642,0.8519205716315977,0.7453318068769492,0.28660534522916586,0.006316371244719909,3.7530685502547474,False,False,11521.0,True
NCR,Muntinlupa,muntinlupa,2020,Apartment/Accessoria/Row House,25944.0,27442.0,93832.0,25944.0,9042.0,12049.0,3806.0,1010.0,35.0,0.0,2.0,0.0,34.85198889916744,46.44233734196732,14.670058587727414,3.8930003083564597,0.1349059512796793,0.0,0.00770891150169596,0.0,3.419284308723854,False,False,1498.0,True
NCR,Muntinlupa,muntinlupa,2020,Commercial/Industrial/Agricultural,203.0,229.0,640.0,203.0,108.0,61.0,12.0,19.0,0.0,0.0,3.0,0.0,53.20197044334976,30.049261083743843,5.911330049261084,9.35960591133005,0.0,0.0,1.477832512315271,0.0,2.7947598253275108,False,False,26.0,True
NCR,Muntinlupa,muntinlupa,2020,Condominium/Condotel,1771.0,1835.0,4167.0,1771.0,0.0,0.0,0.0,0.0,825.0,944.0,2.0,0.0,0.0,0.0,0.0,0.0,46.58385093167702,53.30321852060983,0.1129305477131564,0.0,2.2708446866485015,False,False,64.0,False
NCR,Muntinlupa,muntinlupa,2020,Duplex,5444.0,6122.0,23046.0,5444.0,3258.0,2021.0,146.0,12.0,0.0,0.0,7.0,0.0,59.845701689933875,37.123438648052904,2.6818515797207936,0.2204261572373255,0.0,0.0,0.12858192505510654,0.0,3.764456060111075,False,False,678.0,True
NCR,Muntinlupa,muntinlupa,2020,Institutional Living Quarter,5.0,5.0,27.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,False,False,0.0,False
NCR,Muntinlupa,muntinlupa,2020,Not Reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,False,False,0.0,False
NCR,Muntinlupa,muntinlupa,2020,Other Multi-Unit Residential,3730.0,3969.0,14370.0,3730.0,1115.0,1403.0,265.0,728.0,219.0,0.0,0.0,0.0,29.892761394101875,37.61394101876675,7.104557640750671,19.517426273458447,5.871313672922252,0.0,0.0,0.0,3.620559334845049,False,False,239.0,True
NCR,Muntinlupa,muntinlupa,2020,Other Types Of Building,8.0,12.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.5,False,False,4.0,True
NCR,Muntinlupa,muntinlupa,2020,Single House,89550.0,98562.0,382472.0,89550.0,52094.0,32622.0,4013.0,472.0,0.0,0.0,349.0,0.0,58.17308766052485,36.428810720268004,4.481295365717476,0.5270798436627583,0.0,0.0,0.38972640982691237,0.0,3.880521904993811,False,False,9012.0,True
NCR,Navotas,navotas,2020,All Types Of Building,55476.0,63061.0,246351.0,55476.0,26766.0,23710.0,4226.0,524.0,128.0,0.0,112.0,10.0,48.24789097988319,42.73920253803446,7.617708558655996,0.9445525993222295,0.23073040594130795,0.0,0.20188910519864448,0.018025812964164684,3.906550800019029,False,False,7585.0,True
NCR,Navotas,navotas,2020,Apartment/Accessoria/Row House,3511.0,3849.0,15057.0,3511.0,1342.0,1495.0,511.0,152.0,6.0,0.0,5.0,0.0,38.222728567359724,42.58046140700655,14.5542580461407,4.329250925662205,0.1708914839077186,0.0,0.14240956992309883,0.0,3.911925175370226,False,False,338.0,True
NCR,Navotas,navotas,2020,Commercial/Industrial/Agricultural,183.0,250.0,597.0,183.0,104.0,65.0,13.0,1.0,0.0,0.0,0.0,0.0,56.830601092896174,35.51912568306011,7.103825136612022,0.546448087431694,0.0,0.0,0.0,0.0,2.388,False,False,67.0,True
NCR,Navotas,navotas,2020,Condominium/Condotel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,False,False,0.0,False
NCR,Navotas,navotas,2020,Duplex,1449.0,1624.0,6265.0,1449.0,536.0,754.0,141.0,13.0,0.0,0.0,5.0,0.0,36.99102829537612,52.03588681849551,9.730848861283643,0.8971704623878536,0.0,0.0,0.3450655624568668,0.0,3.8577586206896552,False,False,175.0,True
NCR,Navotas,navotas,2020,Institutional Living Quarter,9.0,9.0,29.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777777777779,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,3.2222222222222223,False,False,0.0,False
NCR,Navotas,navotas,2020,Not Reported,2.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,6.0,False,False,0.0,False
NCR,Navotas,navotas,2020,Other Multi-Unit Residential,3393.0,3609.0,14842.0,3393.0,839.0,1816.0,589.0,20.0,122.0,0.0,7.0,0.0,24.727379899793693,53.52195697023283,17.359269083407014,0.5894488653109342,3.595638078396699,0.0,0.20630710285882697,0.0,4.112496536436686,False,False,216.0,True
NCR,Navotas,navotas,2020,Other Types Of Building,10.0,10.0,38.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.8,False,False,0.0,False
NCR,Navotas,navotas,2020,Single House,46919.0,53708.0,209511.0,46919.0,23938.0,19578.0,2972.0,338.0,0.0,0.0,93.0,0.0,51.01984270764509,41.727232038193485,6.334320850828022,0.7203904601547347,0.0,0.0,0.1982139431786696,0.0,3.900927236165934,False,False,6789.0,True
NCR,Parañaque,paranaque,2020,All Types Of Building,170674.0,182109.0,685951.0,170674.0,68316.0,78220.0,14114.0,3007.0,3283.0,3113.0,612.0,9.0,40.02718633183731,45.83006198952389,8.269566542062645,1.7618383585080328,1.9235501599540645,1.8239450648604942,0.3585783423368527,0.005273210916718422,3.766705654305938,False,False,11435.0,True
