Area,Year,IncomeGroup,Value
Sultan Kudarat,2023,4th Decile,3041.38
Sultan Kudarat,2023,5th Decile,3183.45
Sultan Kudarat,2023,6th Decile,3535.28
Sultan Kudarat,2023,7th Decile,3968.13
Sultan Kudarat,2023,8th Decile,5027.7
Sultan Kudarat,2023,9th Decile,6313.84
Sultan Kudarat,2023,All Income Groups,59001.84
Sarangani,2018,10th Decile,5515.75
Sarangani,2018,1st Decile,782.25
Sarangani,2018,2nd Decile,1055.27
Sarangani,2018,3rd Decile,1252.96
Sarangani,2018,4th Decile,1481.6
Sarangani,2018,5th Decile,1616.77
Sarangani,2018,6th Decile,1858.7
Sarangani,2018,7th Decile,2055.93
Sarangani,2018,8th Decile,2413.95
Sarangani,2018,9th Decile,2853.93
Sarangani,2018,All Income Groups,20887.11
Sarangani,2021,10th Decile,7279.6
Sarangani,2021,1st Decile,1023.8
Sarangani,2021,2nd Decile,1295.75
Sarangani,2021,3rd Decile,1455.24
Sarangani,2021,4th Decile,1732.21
Sarangani,2021,5th Decile,1797.41
Sarangani,2021,6th Decile,1943.2
Sarangani,2021,7th Decile,2234.91
Sarangani,2021,8th Decile,2462.02
Sarangani,2021,9th Decile,3105.39
Sarangani,2021,All Income Groups,24329.54
Sarangani,2023,10th Decile,7473.03
Sarangani,2023,1st Decile,1439.22
Sarangani,2023,2nd Decile,1859.49
Sarangani,2023,3rd Decile,1973.75
Sarangani,2023,4th Decile,2147.51
Sarangani,2023,5th Decile,2391.76
Sarangani,2023,6th Decile,2452.29
Sarangani,2023,7th Decile,2711.89
Sarangani,2023,8th Decile,3333.05
Sarangani,2023,9th Decile,4295.39
Sarangani,2023,All Income Groups,30077.37
CARAGA,2018,10th Decile,49826.96
CARAGA,2018,1st Decile,6063.85
CARAGA,2018,2nd Decile,7468.4
CARAGA,2018,3rd Decile,8411.85
CARAGA,2018,4th Decile,9316.97
CARAGA,2018,5th Decile,10009.31
CARAGA,2018,6th Decile,10896.9
CARAGA,2018,7th Decile,12704.65
CARAGA,2018,8th Decile,14940.93
CARAGA,2018,9th Decile,20659.27
CARAGA,2018,All Income Groups,150299.09
CARAGA,2021,10th Decile,55440.22
CARAGA,2021,1st Decile,6769.64
CARAGA,2021,2nd Decile,8224.95
CARAGA,2021,3rd Decile,8891.27
CARAGA,2021,4th Decile,9775.63
CARAGA,2021,5th Decile,10800.05
CARAGA,2021,6th Decile,12194.64
CARAGA,2021,7th Decile,13714.5
CARAGA,2021,8th Decile,16173.45
CARAGA,2021,9th Decile,23852.59
CARAGA,2021,All Income Groups,165836.95
CARAGA,2023,10th Decile,55757.42
CARAGA,2023,1st Decile,9032.5
CARAGA,2023,2nd Decile,10923.54
CARAGA,2023,3rd Decile,11842.19
CARAGA,2023,4th Decile,13166.06
CARAGA,2023,5th Decile,14081.73
CARAGA,2023,6th Decile,15351.15
CARAGA,2023,7th Decile,16423.48
CARAGA,2023,8th Decile,19702.58
CARAGA,2023,9th Decile,25685.53
CARAGA,2023,All Income Groups,191966.18
Agusan Del Norte (Excluding City of Butuan),2018,10th Decile,5143.17
Agusan Del Norte (Excluding City of Butuan),2018,1st Decile,772.06
Agusan Del Norte (Excluding City of Butuan),2018,2nd Decile,972.83
Agusan Del Norte (Excluding City of Butuan),2018,3rd Decile,1073.92
Agusan Del Norte (Excluding City of Butuan),2018,4th Decile,1133.36
Agusan Del Norte (Excluding City of Butuan),2018,5th Decile,1168.89
Agusan Del Norte (Excluding City of Butuan),2018,6th Decile,1424.76
Agusan Del Norte (Excluding City of Butuan),2018,7th Decile,1544.63
Agusan Del Norte (Excluding City of Butuan),2018,8th Decile,1875.32
Agusan Del Norte (Excluding City of Butuan),2018,9th Decile,2248.36
Agusan Del Norte (Excluding City of Butuan),2018,All Income Groups,17357.31
Agusan Del Norte (Excluding City of Butuan),2021,10th Decile,7412.39
Agusan Del Norte (Excluding City of Butuan),2021,1st Decile,915.1
Agusan Del Norte (Excluding City of Butuan),2021,2nd Decile,1157.35
Agusan Del Norte (Excluding City of Butuan),2021,3rd Decile,1284.2
Agusan Del Norte (Excluding City of Butuan),2021,4th Decile,1323.84
Agusan Del Norte (Excluding City of Butuan),2021,5th Decile,1469.31
Agusan Del Norte (Excluding City of Butuan),2021,6th Decile,1596.5
Agusan Del Norte (Excluding City of Butuan),2021,7th Decile,1919.8
Agusan Del Norte (Excluding City of Butuan),2021,8th Decile,2131.52
Agusan Del Norte (Excluding City of Butuan),2021,9th Decile,3105.3
Agusan Del Norte (Excluding City of Butuan),2021,All Income Groups,22315.31
Agusan Del Norte (Excluding City of Butuan),2023,10th Decile,6047.17
Agusan Del Norte (Excluding City of Butuan),2023,1st Decile,1114.67
Agusan Del Norte (Excluding City of Butuan),2023,2nd Decile,1371.95
Agusan Del Norte (Excluding City of Butuan),2023,3rd Decile,1444.99
Agusan Del Norte (Excluding City of Butuan),2023,4th Decile,1708.61
Agusan Del Norte (Excluding City of Butuan),2023,5th Decile,1829.89
Agusan Del Norte (Excluding City of Butuan),2023,6th Decile,1964.75
Agusan Del Norte (Excluding City of Butuan),2023,7th Decile,2230.0
Agusan Del Norte (Excluding City of Butuan),2023,8th Decile,2525.28
Agusan Del Norte (Excluding City of Butuan),2023,9th Decile,3246.51
Agusan Del Norte (Excluding City of Butuan),2023,All Income Groups,23483.83
City of Butuan,2018,10th Decile,8001.65
City of Butuan,2018,1st Decile,870.42
City of Butuan,2018,2nd Decile,1024.95
City of Butuan,2018,3rd Decile,1266.6
City of Butuan,2018,4th Decile,1428.62
City of Butuan,2018,5th Decile,1587.23
City of Butuan,2018,6th Decile,1865.37
City of Butuan,2018,7th Decile,2104.16
City of Butuan,2018,8th Decile,2655.35
City of Butuan,2018,9th Decile,3672.08
City of Butuan,2018,All Income Groups,24476.44
City of Butuan,2021,10th Decile,9092.92
City of Butuan,2021,1st Decile,960.4
City of Butuan,2021,2nd Decile,1151.99
City of Butuan,2021,3rd Decile,1350.09
City of Butuan,2021,4th Decile,1492.27
City of Butuan,2021,5th Decile,1856.86
City of Butuan,2021,6th Decile,2089.28
City of Butuan,2021,7th Decile,2396.74
City of Butuan,2021,8th Decile,2837.93
City of Butuan,2021,9th Decile,4409.13
City of Butuan,2021,All Income Groups,27637.6
City of Butuan,2023,10th Decile,11074.71
City of Butuan,2023,1st Decile,1233.48
City of Butuan,2023,2nd Decile,1606.13
City of Butuan,2023,3rd Decile,1942.7
City of Butuan,2023,4th Decile,2056.55
City of Butuan,2023,5th Decile,2304.73
City of Butuan,2023,6th Decile,2439.17
City of Butuan,2023,7th Decile,3165.99
City of Butuan,2023,8th Decile,4183.42
City of Butuan,2023,9th Decile,5471.45
City of Butuan,2023,All Income Groups,35478.32
Agusan Del Sur,2018,10th Decile,14113.96
Agusan Del Sur,2018,1st Decile,1521.04
Agusan Del Sur,2018,2nd Decile,1895.45
Agusan Del Sur,2018,3rd Decile,2085.15
Agusan Del Sur,2018,4th Decile,2187.9
Agusan Del Sur,2018,5th Decile,2521.91
Agusan Del Sur,2018,6th Decile,2678.98
Agusan Del Sur,2018,7th Decile,2880.55
Agusan Del Sur,2018,8th Decile,3338.35
Agusan Del Sur,2018,9th Decile,4719.08
Agusan Del Sur,2018,All Income Groups,37942.38
Agusan Del Sur,2021,10th Decile,12657.9
Agusan Del Sur,2021,1st Decile,1683.56
Agusan Del Sur,2021,2nd Decile,2052.98
Agusan Del Sur,2021,3rd Decile,2070.76
Agusan Del Sur,2021,4th Decile,2355.02
Agusan Del Sur,2021,5th Decile,2486.34
Agusan Del Sur,2021,6th Decile,2845.82
Agusan Del Sur,2021,7th Decile,3247.45
Agusan Del Sur,2021,8th Decile,3633.88
Agusan Del Sur,2021,9th Decile,4898.69
Agusan Del Sur,2021,All Income Groups,37932.41
Agusan Del Sur,2023,10th Decile,11838.99
Agusan Del Sur,2023,1st Decile,2160.15
Agusan Del Sur,2023,2nd Decile,2593.52
Agusan Del Sur,2023,3rd Decile,2787.57
Agusan Del Sur,2023,4th Decile,2860.32
Agusan Del Sur,2023,5th Decile,3140.18
Agusan Del Sur,2023,6th Decile,3326.73
Agusan Del Sur,2023,7th Decile,3697.11
Agusan Del Sur,2023,8th Decile,3792.57
Agusan Del Sur,2023,9th Decile,5144.98
Agusan Del Sur,2023,All Income Groups,41342.13
Surigao Del Norte,2018,10th Decile,9357.24
Surigao Del Norte,2018,1st Decile,1247.26
Surigao Del Norte,2018,2nd Decile,1612.08
Surigao Del Norte,2018,3rd Decile,1661.1
Surigao Del Norte,2018,4th Decile,1841.28
Surigao Del Norte,2018,5th Decile,2165.7
Surigao Del Norte,2018,6th Decile,2140.61
Surigao Del Norte,2018,7th Decile,2507.27
Surigao Del Norte,2018,8th Decile,2974.0
Surigao Del Norte,2018,9th Decile,4042.52
Surigao Del Norte,2018,All Income Groups,29549.05
Surigao Del Norte,2021,10th Decile,11841.03
Surigao Del Norte,2021,1st Decile,1364.47
Surigao Del Norte,2021,2nd Decile,1597.9
Surigao Del Norte,2021,3rd Decile,1762.97
Surigao Del Norte,2021,4th Decile,2065.47
Surigao Del Norte,2021,5th Decile,2257.69
Surigao Del Norte,2021,6th Decile,2316.28
Surigao Del Norte,2021,7th Decile,2701.38
Surigao Del Norte,2021,8th Decile,3174.05
Surigao Del Norte,2021,9th Decile,4690.68
Surigao Del Norte,2021,All Income Groups,33771.92
Surigao Del Norte,2023,10th Decile,12771.41
Surigao Del Norte,2023,1st Decile,2203.94
Surigao Del Norte,2023,2nd Decile,2595.33
Surigao Del Norte,2023,3rd Decile,3070.12
Surigao Del Norte,2023,4th Decile,2966.24
Surigao Del Norte,2023,5th Decile,3480.79
Surigao Del Norte,2023,6th Decile,3424.06
Surigao Del Norte,2023,7th Decile,4163.94
Surigao Del Norte,2023,8th Decile,4372.22
Surigao Del Norte,2023,9th Decile,6445.93
Surigao Del Norte,2023,All Income Groups,45493.96
Surigao Del Sur,2018,10th Decile,11062.15
Surigao Del Sur,2018,1st Decile,1449.63
Surigao Del Sur,2018,2nd Decile,1726.96
Surigao Del Sur,2018,3rd Decile,2118.75
Surigao Del Sur,2018,4th Decile,2089.98
Surigao Del Sur,2018,5th Decile,2272.51
Surigao Del Sur,2018,6th Decile,2764.03
Surigao Del Sur,2018,7th Decile,2999.14
Surigao Del Sur,2018,8th Decile,3641.69
Surigao Del Sur,2018,9th Decile,4805.33
Surigao Del Sur,2018,All Income Groups,34930.16
Surigao Del Sur,2021,10th Decile,11834.37
Surigao Del Sur,2021,1st Decile,1607.51
Surigao Del Sur,2021,2nd Decile,1867.47
Surigao Del Sur,2021,3rd Decile,2025.37
Surigao Del Sur,2021,4th Decile,2324.69
Surigao Del Sur,2021,5th Decile,2492.25
Surigao Del Sur,2021,6th Decile,2589.73
Surigao Del Sur,2021,7th Decile,3021.09
Surigao Del Sur,2021,8th Decile,3664.09
Surigao Del Sur,2021,9th Decile,5424.77
Surigao Del Sur,2021,All Income Groups,36851.32
Surigao Del Sur,2023,10th Decile,9425.92
Surigao Del Sur,2023,1st Decile,2400.64
Surigao Del Sur,2023,2nd Decile,2543.72
Surigao Del Sur,2023,3rd Decile,2747.15
Surigao Del Sur,2023,4th Decile,2924.28
Surigao Del Sur,2023,5th Decile,3127.74
Surigao Del Sur,2023,6th Decile,3088.3
Surigao Del Sur,2023,7th Decile,3525.9
Surigao Del Sur,2023,8th Decile,3546.99
Surigao Del Sur,2023,9th Decile,4688.68
Surigao Del Sur,2023,All Income Groups,38019.31
Dinagat Islands,2018,10th Decile,1800.1
Dinagat Islands,2018,1st Decile,268.52
Dinagat Islands,2018,2nd Decile,360.73
Dinagat Islands,2018,3rd Decile,379.99
Dinagat Islands,2018,4th Decile,428.1
Dinagat Islands,2018,5th Decile,446.72
Dinagat Islands,2018,6th Decile,497.19
Dinagat Islands,2018,7th Decile,497.01
Dinagat Islands,2018,8th Decile,593.81
Dinagat Islands,2018,9th Decile,771.57
Dinagat Islands,2018,All Income Groups,6043.75
Dinagat Islands,2021,10th Decile,2224.56
Dinagat Islands,2021,1st Decile,326.13
Dinagat Islands,2021,2nd Decile,399.55
Dinagat Islands,2021,3rd Decile,394.97
Dinagat Islands,2021,4th Decile,480.54
Dinagat Islands,2021,5th Decile,503.23
Dinagat Islands,2021,6th Decile,541.83
Dinagat Islands,2021,7th Decile,655.99
Dinagat Islands,2021,8th Decile,805.72
Dinagat Islands,2021,9th Decile,995.86
Dinagat Islands,2021,All Income Groups,7328.39
Dinagat Islands,2023,10th Decile,2238.24
Dinagat Islands,2023,1st Decile,388.18
Dinagat Islands,2023,2nd Decile,463.72
Dinagat Islands,2023,3rd Decile,511.83
Dinagat Islands,2023,4th Decile,534.33
Dinagat Islands,2023,5th Decile,593.98
Dinagat Islands,2023,6th Decile,726.48
Dinagat Islands,2023,7th Decile,759.07
Dinagat Islands,2023,8th Decile,843.92
Dinagat Islands,2023,9th Decile,1088.87
Dinagat Islands,2023,All Income Groups,8148.63
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2018,10th Decile,26681.67
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2018,1st Decile,7465.75
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2018,2nd Decile,8788.73
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2018,3rd Decile,9021.27
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2018,4th Decile,9538.03
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2018,5th Decile,10006.82
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2018,6th Decile,10524.63
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2018,7th Decile,10904.85
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2018,8th Decile,12057.98
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2018,9th Decile,14590.14
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2018,All Income Groups,119579.86
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2021,10th Decile,26854.03
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2021,1st Decile,8373.07
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2021,2nd Decile,10105.38
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2021,3rd Decile,11256.52
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2021,4th Decile,12637.04
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2021,5th Decile,13295.92
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2021,6th Decile,13886.08
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2021,7th Decile,14822.36
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2021,8th Decile,14850.97
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2021,9th Decile,16578.76
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2021,All Income Groups,142660.13
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2023,10th Decile,29920.95
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2023,1st Decile,11431.24
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2023,2nd Decile,13207.92
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2023,3rd Decile,15333.35
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2023,4th Decile,15520.7
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2023,5th Decile,16501.03
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2023,6th Decile,16882.88
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2023,7th Decile,17030.41
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2023,8th Decile,17971.99
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2023,9th Decile,19384.36
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2023,All Income Groups,173184.82
Basilan,2018,10th Decile,1951.61
Basilan,2018,1st Decile,569.45
Basilan,2018,2nd Decile,650.34
Basilan,2018,3rd Decile,651.69
Basilan,2018,4th Decile,709.26
Basilan,2018,5th Decile,706.23
Basilan,2018,6th Decile,737.09
Basilan,2018,7th Decile,820.05
Basilan,2018,8th Decile,837.38
Basilan,2018,9th Decile,1050.93
Basilan,2018,All Income Groups,8684.03
Basilan,2021,10th Decile,2591.94
Basilan,2021,1st Decile,658.78
Basilan,2021,2nd Decile,762.15
Basilan,2021,3rd Decile,801.24
Basilan,2021,4th Decile,825.73
Basilan,2021,5th Decile,910.09
Basilan,2021,6th Decile,961.02
Basilan,2021,7th Decile,947.61
Basilan,2021,8th Decile,1029.0
Basilan,2021,9th Decile,1224.39
Basilan,2021,All Income Groups,10711.96
Basilan,2023,10th Decile,2339.93
Basilan,2023,1st Decile,1151.41
Basilan,2023,2nd Decile,1159.9
Basilan,2023,3rd Decile,1212.34
Basilan,2023,4th Decile,1317.87
Basilan,2023,5th Decile,1229.38
Basilan,2023,6th Decile,1317.52
Basilan,2023,7th Decile,1270.38
Basilan,2023,8th Decile,1323.92
Basilan,2023,9th Decile,1467.64
Basilan,2023,All Income Groups,13790.29
Lanao Del Sur,2018,10th Decile,6869.59
Lanao Del Sur,2018,1st Decile,1718.77
Lanao Del Sur,2018,2nd Decile,2063.39
Lanao Del Sur,2018,3rd Decile,2215.14
Lanao Del Sur,2018,4th Decile,2242.02
Lanao Del Sur,2018,5th Decile,2446.13
Lanao Del Sur,2018,6th Decile,2620.45
Lanao Del Sur,2018,7th Decile,2628.65
Lanao Del Sur,2018,8th Decile,2903.76
Lanao Del Sur,2018,9th Decile,3416.55
Lanao Del Sur,2018,All Income Groups,29124.44
Lanao Del Sur,2021,10th Decile,6200.8
Lanao Del Sur,2021,1st Decile,3862.04
Lanao Del Sur,2021,2nd Decile,4259.11
Lanao Del Sur,2021,3rd Decile,4091.22
Lanao Del Sur,2021,4th Decile,4095.38
Lanao Del Sur,2021,5th Decile,4236.25
Lanao Del Sur,2021,6th Decile,4294.51
Lanao Del Sur,2021,7th Decile,4109.15
Lanao Del Sur,2021,8th Decile,4256.74
Lanao Del Sur,2021,9th Decile,4418.53
Lanao Del Sur,2021,All Income Groups,43823.73
Lanao Del Sur,2023,10th Decile,8633.56
Lanao Del Sur,2023,1st Decile,4144.9
Lanao Del Sur,2023,2nd Decile,4324.88
Lanao Del Sur,2023,3rd Decile,4266.38
Lanao Del Sur,2023,4th Decile,4317.47
Lanao Del Sur,2023,5th Decile,4406.32
Lanao Del Sur,2023,6th Decile,4286.28
Lanao Del Sur,2023,7th Decile,4186.53
Lanao Del Sur,2023,8th Decile,4465.23
Lanao Del Sur,2023,9th Decile,4776.13
Lanao Del Sur,2023,All Income Groups,47807.66
Maguindanao ,2018,10th Decile,7451.07
Maguindanao ,2018,1st Decile,2062.87
Maguindanao ,2018,2nd Decile,2463.77
Maguindanao ,2018,3rd Decile,2535.25
Maguindanao ,2018,4th Decile,2809.15
Maguindanao ,2018,5th Decile,3058.75
Maguindanao ,2018,6th Decile,3273.23
Maguindanao ,2018,7th Decile,3247.63
Maguindanao ,2018,8th Decile,3647.88
Maguindanao ,2018,9th Decile,4412.16
Maguindanao ,2018,All Income Groups,34961.75
Maguindanao ,2021,10th Decile,7277.25
Maguindanao ,2021,1st Decile,2294.17
Maguindanao ,2021,2nd Decile,2596.3
Maguindanao ,2021,3rd Decile,2822.36
Maguindanao ,2021,4th Decile,2878.99
Maguindanao ,2021,5th Decile,3271.26
Maguindanao ,2021,6th Decile,3343.21
Maguindanao ,2021,7th Decile,3666.17
Maguindanao ,2021,8th Decile,3724.5
