region,in_scope,province,city,location,description,price,bedrooms,bathrooms,floor_area,land_area,price_per_sqm_floor,price_per_sqm_land,price_per_bedroom,bb_ratio,far,latitude,longitude
NCR,TRUE,Ncr,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa","RFO 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse",32568000,3,3,247.4,92,131641.0671,354000,10856000,1,2.689130435,14.4321626,121.0452418
N/A,FALSE,N/A,Santa Maria,"Caysio Rd. Caysio, Santa Maria","3BR Single Attached-Complete House and Lot for Sale in Santa Maria, Bulacan at North Orchard Residences",5183808,3,2,75.26,80,68878.66064,64797.6,1727936,1.5,0.94075,14.8482305,120.969695
N/A,FALSE,N/A,Koronadal,"Purok Hurtado Concepcion, Koronadal",Futura Homes Koronadal | Amber 2BR Duplex House for Sale in South Cotabato | Futura by Filinvest,3528200,2,1,40.31,84,87526.66832,42002.38095,1764100,2,0.479880952,N/A,N/A
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Ella w/ CB 163sqm",8463000,5,3,100,163,84630,51920.2454,1692600,1.666666667,0.613496933,14.9131781,120.2282421
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Criselle 73sqm",3790000,2,1,40,73,94750,51917.80822,1895000,2,0.547945205,14.9131781,120.2282421
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara 95sqm",6060000,3,2,66,95,91818.18182,63789.47368,2020000,1.5,0.694736842,14.9131781,120.2282421
N/A,FALSE,N/A,General Trias,"Arnaldo Highway Santiago, General Trias",3-Bedroom Quadruplex House and Lot for Sale in General Trias Cavite at Minami Residences | HANNA Model,4058400,3,2,54,80,75155.55556,50730,1352800,1.5,0.675,14.3443205,120.9058453
N/A,FALSE,N/A,San Rafael,"Caingin, San Rafael","Townhouse for Sale 2 bedroom in San Rafael, Bulacan at Primeworld Enclave",1800000,2,1,46,41,39130.43478,43902.43902,900000,2,1.12195122,14.9717467,120.9434431
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",RFO 5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Elaisa w/ CB 145sqm,8938000,5,3,97,145,92144.3299,61641.37931,1787600,1.666666667,0.668965517,N/A,N/A
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani 99sqm,7056000,4,3,83,99,85012.04819,71272.72727,1764000,1.333333333,0.838383838,N/A,N/A
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Greta w/ CB 198sqm,12383000,5,3,166,198,74596.38554,62540.40404,2476600,1.666666667,0.838383838,N/A,N/A
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Freya w/ CB 202sqm,11510000,5,3,142,202,81056.33803,56980.19802,2302000,1.666666667,0.702970297,N/A,N/A
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Bella 88sqm,5406000,2,2,53,88,102000,61431.81818,2703000,1,0.602272727,N/A,N/A
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle IU 42sqm,2742000,2,1,36,42,76166.66667,65285.71429,1371000,2,0.857142857,N/A,N/A
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella w/ CB 176sqm,10159000,5,3,100,176,101590,57721.59091,2031800,1.666666667,0.568181818,N/A,N/A
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella w/ CB 121sqm,8228000,5,3,100,121,82280,68000,1645600,1.666666667,0.826446281,N/A,N/A
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle IU 48sqm,2871000,2,1,36,48,79750,59812.5,1435500,2,0.75,N/A,N/A
N/A,FALSE,N/A,Compostela,"Tamiao, Compostela","Ready For You: 2BR 2-Storey Townhouse (Amita) for Sale in Compostela, Cebu at Amoa at Php 45,824 monthly amortization",5049000,2,2,53,50,95264.15094,100980,2524500,1,1.06,10.4382884,123.9947249
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 63sqm,3066000,2,1,36,63,85166.66667,48666.66667,1533000,2,0.571428571,N/A,N/A
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella w/ CB 121sqm",7650000,5,3,100,121,76500,63223.1405,1530000,1.666666667,0.826446281,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella w/ CB 141sqm",9153000,5,3,100,141,91530,64914.89362,1830600,1.666666667,0.709219858,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","OG 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ezabelle 64sqm",4787000,2,1,46,64,104065.2174,74796.875,2393500,2,0.71875,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",3BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Cara 99sqm,6497000,3,2,66,99,98439.39394,65626.26263,2165666.667,1.5,0.666666667,15.468244,120.9764138
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Frielle 99sqm,5031000,2,1,50,99,100620,50818.18182,2515500,2,0.505050505,N/A,N/A
N/A,FALSE,N/A,Lipa,"Bugtong Na Pulo, Lipa","4BR Single Attached House and Lot for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village, SA80",5692000,4,2,80,100,71150,56920,1423000,2,0.8,13.9984308,121.1674592
N/A,FALSE,N/A,General Trias,"Arnaldo Highway Santiago, General Trias","For Sale 3-Bedroom Quadruplex House and Lot in General Trias, Cavite at Minami Residences | HANNA Model",4058400,3,2,54,80,75155.55556,50730,1352800,1.5,0.675,14.3443205,120.9058453
N/A,FALSE,N/A,Cabanatuan,"Valle Cruz, Cabanatuan","3BR Single Detached House and Lot for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan",4896200,3,2,81,117,60446.91358,41847.86325,1632066.667,1.5,0.692307692,15.4799841,120.9920413
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 153sqm",9185000,5,3,142,153,64683.09859,60032.67974,1837000,1.666666667,0.928104575,14.9131781,120.2282421
N/A,FALSE,N/A,Tanza,"Julugan I, Tanza","For Sale : Townhouse Near SM Tanza Cavite with Carport, as low as 8K Monthly!",1650408,2,1,44,36,37509.27273,45844.66667,825204,2,1.222222222,14.4053429,120.8428788
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",5BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Greta 143sqm,10575000,5,3,166,143,63704.81928,73951.04895,2115000,1.666666667,1.160839161,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Marga 54sqm",4259000,2,1,46,54,92586.95652,78870.37037,2129500,2,0.851851852,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","For Sale 2BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 88sqm",5425000,2,2,53,88,102358.4906,61647.72727,2712500,1,0.602272727,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","For Sale 2BR 2-Storey Townhouse in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 63sqm",3146000,2,1,36,63,87388.88889,49936.50794,1573000,2,0.571428571,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 36sqm",2799000,2,1,36,36,77750,77750,1399500,2,1,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","RFO 3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Mara CL",7240000,3,2,53,133,136603.7736,54436.09023,2413333.333,1.5,0.398496241,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Reva",4348000,2,1,40,63,108700,69015.87302,2174000,2,0.634920635,15.468244,120.9764138
N/A,FALSE,N/A,Compostela,"Tamiao, Compostela","2BR 2-Storey Townhouse for Sale in Compostela, Cebu at Amoa | AMITA - Mid",4389000,2,2,53,50,82811.32075,87780,2194500,1,1.06,10.4382884,123.9947249
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Bella 95sqm",5578000,2,2,53,95,105245.283,58715.78947,2789000,1,0.557894737,14.9131781,120.2282421
N/A,FALSE,N/A,Urdaneta,"MacArthur Hwy Anonas, Urdaneta","3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 158sqm",8727000,3,2,66,158,132227.2727,55234.17722,2909000,1.5,0.417721519,16.0015834,120.5760561
N/A,FALSE,N/A,Urdaneta,"MacArthur Hwy Anonas, Urdaneta","3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 88sqm",5301000,3,2,66,88,80318.18182,60238.63636,1767000,1.5,0.75,16.0015834,120.5760561
N/A,FALSE,N/A,Urdaneta,"MacArthur Hwy Anonas, Urdaneta","3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 174sqm",9375000,3,2,66,174,142045.4545,53879.31034,3125000,1.5,0.379310345,16.0015834,120.5760561
N/A,FALSE,N/A,Mabalacat,"Santa Maria, Mabalacat","Austine Homes | P500 2BR Townhouse for Sale in Mabalacat, Pampanga | Futura by Filinvest",1979000,2,1,38.88,43.2,50900.20576,45810.18519,989500,2,0.9,15.2270079,120.5922007
NCR,TRUE,Ncr,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa","Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit",31348000,3,3,247.4,92,126709.7817,340739.1304,10449333.33,1,2.689130435,14.4321626,121.0452418
NCR,TRUE,Ncr,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa","3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical End Unit",32514000,3,3,247.4,92,131422.7971,353413.0435,10838000,1,2.689130435,14.4321626,121.0452418
NCR,TRUE,Ncr,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa","Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit",32331000,3,3,247.4,94,130683.1043,343946.8085,10777000,1,2.631914894,14.4321626,121.0452418
NCR,TRUE,Ncr,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa","RFO 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit",32184000,3,3,247.4,92,130088.9248,349826.087,10728000,1,2.689130435,14.4321626,121.0452418
N/A,FALSE,N/A,Nan,nan,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse",34016000,3,3,247.4,93,137493.9369,365763.4409,11338666.67,1,2.660215054,14.4321626,121.0452418
NCR,TRUE,Ncr,Muntinlupa,"Cupang, Muntinlupa",Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Corner Unit,32331000,3,3,247.4,94,130683.1043,343946.8085,10777000,1,2.631914894,14.4378843,121.0503212
N/A,FALSE,N/A,Nan,nan,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",27088000,3,3,219.3,90,123520.2918,300977.7778,9029333.333,1,2.436666667,14.4321626,121.0452418
NCR,TRUE,Ncr,Muntinlupa,"Cupang, Muntinlupa",Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Unit Facing Clubhouse,31706000,3,3,247.4,92,128156.831,344630.4348,10568666.67,1,2.689130435,14.4378843,121.0503212
NCR,TRUE,Ncr,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa","3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit (Garden Unit)",27676000,3,3,219.3,91,126201.5504,304131.8681,9225333.333,1,2.40989011,14.4321626,121.0452418
NCR,TRUE,Ncr,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa","3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical End Unit (Garden Unit)",29098000,3,3,219.3,106,132685.8185,274509.434,9699333.333,1,2.068867925,14.4321626,121.0452418
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Bella SF 88sqm",4866000,2,2,53,88,91811.32075,55295.45455,2433000,1,0.602272727,14.9131781,120.2282421
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Freya w/ CB 198sqm,11871000,5,3,142,198,83598.59155,59954.54545,2374200,1.666666667,0.717171717,N/A,N/A
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani 104sqm,6893000,4,3,83,104,83048.19277,66278.84615,1723250,1.333333333,0.798076923,N/A,N/A
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 66sqm,3999000,2,1,46,66,86934.78261,60590.90909,1999500,2,0.696969697,N/A,N/A
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",For Sale RFO 2BR 2-Storey House and Lot in Tarlac City at Camella Tarlac | Ezabelle Combo Lot 96sqm,5192000,2,1,46,96,112869.5652,54083.33333,2596000,2,0.479166667,N/A,N/A
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 63sqm,4488000,2,1,46,63,97565.21739,71238.09524,2244000,2,0.73015873,N/A,N/A
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 63sqm,3559000,2,1,46,63,77369.56522,56492.06349,1779500,2,0.73015873,N/A,N/A
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Bella SF 115sqm",5605000,2,2,53,115,105754.717,48739.13043,2802500,1,0.460869565,14.9131781,120.2282421
N/A,FALSE,N/A,Kawit,"San Sebastian, Kawit","3-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | CHESSA Model",5978000,3,3,90,100,66422.22222,59780,1992666.667,1,0.9,14.4129793,120.8886677
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 176sqm",10770000,5,3,166,176,64879.51807,61193.18182,2154000,1.666666667,0.943181818,14.9131781,120.2282421
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 190sqm",11739000,5,3,142,190,82669.01408,61784.21053,2347800,1.666666667,0.747368421,14.9131781,120.2282421
N/A,FALSE,N/A,Cabanatuan,"Valle Cruz, Cabanatuan","3BR Single Attached House and Lot for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan",4772388,3,2,80,203,59654.85,23509.30049,1590796,1.5,0.39408867,15.4799841,120.9920413
N/A,FALSE,N/A,Kawit,"San Sebastian, Kawit","4-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | ALEXANDRA Model",7410000,4,3,100,120,74100,61750,1852500,1.333333333,0.833333333,14.4129793,120.8886677
N/A,FALSE,N/A,Pavia,"Ungka II, Pavia",3-Bedroom House and Lot for Sale in Pavia Iloilo at Parc Regency Residences | MADELYN Model,4436364,3,2,72,100,61616.16667,44363.64,1478788,1.5,0.72,10.7529006,122.5376029
N/A,FALSE,N/A,San Jose,"President Jose P. Laurel Hwy Banaybanay II, San Jose","3BR House and Lot for Sale in San Jose, Batangas at PHINMA Maayo San Jose | Trinidad Model, 500K Discount Promo w/ Solar Panel + Appliance Bundle!",8700000,3,3,84.75,125.21,102654.8673,69483.26811,2900000,1,0.67686287,13.9184235,121.1054948
N/A,FALSE,N/A,Mabalacat,"Sapang Biabas, Mabalacat","3BR 2-Storey House and Lot for Sale in Mabalacat, Pampanga at Talanai Homes | AGOHO",2706500,3,2,62,65,43653.22581,41638.46154,902166.6667,1.5,0.953846154,15.1987752,120.6026101
NCR,TRUE,Ncr,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa","3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",26953000,3,3,219.3,91,122904.6968,296186.8132,8984333.333,1,2.40989011,14.4302736,121.0452586
N/A,FALSE,N/A,San Jose,"President Jose P. Laurel Hwy Banaybanay II, San Jose","For Sale 3BR House and Lot in San Jose, Batangas at PHINMA Maayo San Jose | Trinidad Model, 500K Discount Promo w/ Solar Panel + Appliance Bundle!",8700000,3,3,84.75,125.21,102654.8673,69483.26811,2900000,1,0.67686287,13.9184235,121.1054948
N/A,FALSE,N/A,Cabanatuan,"Valle Cruz, Cabanatuan","Ready For You: Shophouse for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan",7452000,3,2,80,203,93150,36709.35961,2484000,1.5,0.39408867,15.4799841,120.9920413
N/A,FALSE,N/A,General Trias,"Pasong Camachile I, General Trias","3-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | MARGARET Model",5690000,3,2,72,100,79027.77778,56900,1896666.667,1.5,0.72,14.3723207,120.8976745
N/A,FALSE,N/A,Capas,"Talaga, Capas","Ready For You: Shophouse for Sale in Capas, Tarlac at Ajoya Capas at Php 75,608.33 monthly amortization",9273000,N/A,2,99,60,93666.66667,154550,N/A,N/A,1.65,15.38374425,120.5870832
N/A,FALSE,N/A,Urdaneta,"MacArthur Hwy Anonas, Urdaneta","2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Bella 110sqm",5691000,2,2,53,110,107377.3585,51736.36364,2845500,1,0.481818182,16.0015834,120.5760561
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 230sqm",13479000,5,3,166,230,81198.79518,58604.34783,2695800,1.666666667,0.72173913,14.9131781,120.2282421
N/A,FALSE,N/A,Urdaneta,"MacArthur Hwy Anonas, Urdaneta","2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Bella 246sqm",8434000,2,2,53,246,159132.0755,34284.55285,4217000,1,0.215447154,16.0015834,120.5760561
N/A,FALSE,N/A,Cabanatuan,"Valle Cruz, Cabanatuan","4BR Single Detached House and Lot for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan",5772333,4,2,96,196,60128.46875,29450.67857,1443083.25,2,0.489795918,15.4799841,120.9920413
N/A,FALSE,N/A,Malolos,"Longos, Malolos","2BR 2-Storey Townhouse for Sale in Malolos, Bulacan at Camella Provence | Arielle EU 74sqm",4079000,2,1,36,74,113305.5556,55121.62162,2039500,2,0.486486486,14.87426,120.7915336
N/A,FALSE,N/A,Malolos,"Longos, Malolos","RFO 4BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Drina w/ CB",12576000,4,3,83,132,151518.0723,95272.72727,3144000,1.333333333,0.628787879,14.87426,120.7915336
N/A,FALSE,N/A,Malolos,"Longos, Malolos","4BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Dana",7425000,4,3,85,99,87352.94118,75000,1856250,1.333333333,0.858585859,14.87426,120.7915336
N/A,FALSE,N/A,Malolos,"Longos, Malolos","RFO 2BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Criselle 63sqm",4414000,2,1,36,63,122611.1111,70063.49206,2207000,2,0.571428571,14.87426,120.7915336
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ezabelle 63sqm",4608000,2,1,46,63,100173.913,73142.85714,2304000,2,0.73015873,15.468244,120.9764138
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","RFO 5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 142sqm",10185000,5,3,142,142,71725.35211,71725.35211,2037000,1.666666667,1,14.9131781,120.2282421
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",2BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm,3702000,2,1,40,63,92550,58761.90476,1851000,2,0.634920635,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Reana 64sqm",4432000,2,1,40,64,110800,69250,2216000,2,0.625,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella 121sqm",8158000,5,3,100,121,81580,67421.4876,1631600,1.666666667,0.826446281,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dani w/ CB",7764000,4,3,83,110,93542.16867,70581.81818,1941000,1.333333333,0.754545455,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","For Sale 2BR 2-Storey Townhouse in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 42sqm",2717000,2,1,36,42,75472.22222,64690.47619,1358500,2,0.857142857,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 54sqm",3228000,2,1,36,54,89666.66667,59777.77778,1614000,2,0.666666667,15.468244,120.9764138
N/A,FALSE,N/A,Tanza,"Antero-Soriano Hwy, Remulla Drive Tanza-Naic Rd. Sahud Ulan, Tanza","Pineview | Molave 2BR SD House and Lot for Sale in Tanza, Cavite | Futura by Filinvest",3643800,2,1,39.64,100,91922.30071,36438,1821900,2,0.3964,N/A,N/A
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","For Sale 5BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Greta 143sqm",10061000,5,3,166,143,60608.43373,70356.64336,2012200,1.666666667,1.160839161,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella w/ CB 132sqm",8608000,5,3,100,132,86080,65212.12121,1721600,1.666666667,0.757575758,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 143sqm",10354000,5,3,142,143,72915.49296,72405.59441,2070800,1.666666667,0.993006993,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana w/ CB 120sqm",8086000,4,3,85,120,95129.41176,67383.33333,2021500,1.333333333,0.708333333,15.468244,120.9764138
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 96sqm",5779000,2,2,53,96,109037.7358,60197.91667,2889500,1,0.552083333,15.468244,120.9764138
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","RFO 5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 198sqm",12866000,5,3,166,198,77506.0241,64979.79798,2573200,1.666666667,0.838383838,14.9131781,120.2282421
