region,in_scope,province,city,location,description,price,bedrooms,bathrooms,floor_area,land_area,price_per_sqm_floor,price_per_sqm_land,price_per_bedroom,bb_ratio,far,latitude,longitude
N/A,FALSE,N/A,Las Pinas,"Almanza Dos, Las Pinas",5 Bedroom House and Lot for Sale at Portofino Heights in Las Piñas City,70000000,5,5,490,N/A,142857.1429,N/A,14000000,1,N/A,14.4234362,121.0223422
N/A,FALSE,N/A,Antipolo,"San Isidro, Antipolo","Single Attached House in San Isidro,Antipolo City near Wilcon",8000000,4,3,166,108,48192.77108,74074.07407,2000000,1.333333333,1.537037037,14.5898029,121.1819903
N/A,FALSE,N/A,Pila,"Santa Clara Sur, Pila","L-R-1-376- Acquired Property for Sale in Lots 11 and 12, Block 5, Ilang-Ilang Street, Villa Adelina Subdivision, Phase 3, Brgy. Sta. Clara/Bulilan Sur, Pila, Laguna - Retail",3997800,N/A,N/A,160,341,24986.25,11723.75367,N/A,N/A,0.469208211,14.2274672,121.3654733
NCR,TRUE,Ncr,Pasig,"San Miguel, Pasig",Greenwoods Executive Village House and Lot for Sale! Pasig City,29000000,5,4,334,235,86826.34731,123404.2553,5800000,1.25,1.421276596,14.5658684,121.0855568
N/A,FALSE,N/A,San Fernando,San Fernando,Brand New Two Storey Modern Contemporary House for sale in San Fernando,16800000,4,3,240,180,70000,93333.33333,4200000,1.333333333,1.333333333,15.0587568,120.631483
N/A,FALSE,N/A,Antipolo,"Dalig, Antipolo","3BR Brand New House and Lot for Sale in Havila Township, Antipolo City",11160100,3,3,90,150,124001.1111,74400.66667,3720033.333,1,0.6,14.5730447,121.1864717
N/A,FALSE,N/A,Sorsogon,"Camella Cabid-An, Sorsogon City, Sorsogon, Bicol, Philippines Cabid-An, Sorsogon","2-Bedroom House and Lot for Sale in Sorsogon, Bicol",2860000,2,1,36,44,79444.44444,65000,1430000,2,0.818181818,N/A,N/A
NCR,TRUE,Ncr,Muntinlupa,"Sucat, Muntinlupa",For Sale: House and Lot in Sucat Muntinlupa (Pre-owned) w/ 2 Car Garage,24000000,4,N/A,250,300,96000,80000,6000000,N/A,0.833333333,14.4569804,121.0531587
N/A,FALSE,N/A,Paranaque,"B.F. Homes, Paranaque",For Sale 360 sqm 5BR Astounding Brand New House in BF Homes Parañaque,34800000,5,5,360,280,96666.66667,124285.7143,6960000,1,1.285714286,14.4462789,121.0274109
N/A,FALSE,N/A,Antipolo,"Piazetta Street, The Court Yard of Maia Alta, Dalig, Antipolo City Dalig, Antipolo","For Sale 3BR Dream House in Court Yard of Maia Alta, Antipolo",8500000,3,3,186,183,45698.92473,46448.08743,2833333.333,1,1.016393443,N/A,N/A
N/A,FALSE,N/A,Davao,Davao,Elegant House with Pool and Sunset Overview For Sale in Davao City Davao del Sur,70000000,6,6,780,1500,89743.58974,46666.66667,11666666.67,1,0.52,7.0648306,125.6080623
N/A,FALSE,N/A,Lapu-Lapu,"Agus, Lapu-Lapu","V-R-2-123:  Acquired Property House and Lot for Sale in Lot 2, Block 4, Cornel Place St., Bayswater Homes Subdivision, Brgy. Agus / Marigondon, Lapu-Lapu City, Cebu",6592000,N/A,N/A,160,160,41200,41200,N/A,N/A,1,10.2807554,123.9843016
N/A,FALSE,N/A,Lucena,"Bocohan, Lucena","L-TH-1-165- Acquired Property for Sale in Lot 5, PCS-04-026829, Bologna St., Cosmopolitan Homes, Brgy. Bocohan, Lucena City",1376000,N/A,N/A,43,65,32000,21169.23077,N/A,N/A,0.661538462,13.957689,121.5908841
N/A,FALSE,N/A,Binangonan,"Kalawaan, Binangonan","L-TH-1-48- Acquired Property for Sale in Lot 2, Block 25, Rue Dorothee Street, Saint Monique Valais, Phase4, Brgy. Kalawaan, Binangonan, Rizal - Retail",1726000,1,N/A,80,66,21575,26151.51515,1726000,N/A,1.212121212,14.4852627,121.1871126
NCR,TRUE,Ncr,Pasay,"Pasay Rotonda, Pasay","4 Bedrooms Brand New Townhouse Unit for Sale in Pasay City, Metro Manila",13500000,4,4,216,72,62500,187500,3375000,1,3,14.5380434,121.0006244
N/A,FALSE,N/A,San Fernando,"Lot 9-B Corazon Street Saint Bernadette Heights Subdivision Barangay del Rosario City of San Fernando Pampanga Del Rosario, San Fernando",[04845-SFO-345] House & Lot for sale in Brgy del Rosario at San Fernando City Pampanga,5500000,3,5,202.5,120,27160.49383,45833.33333,1833333.333,0.6,1.6875,N/A,N/A
N/A,FALSE,N/A,San Pablo,"Concepcion, San Pablo","L-R-1-1083 Acquired Property for Sale in Lot 2-A-7 (PSD-04-127564), corner of Sabang Road & Lot 2-A-5, Brgy. Concepcion, San Pablo City, Laguna",3615000,N/A,N/A,154,261,23474.02597,13850.57471,N/A,N/A,0.590038314,14.0793615,121.3389042
NCR,TRUE,Ncr,Pasig,"San Miguel, Pasig",Modern Asian 3-Storey House with Pool in Greenwoods Executive Village Pasig City,25500000,7,6,350,150,72857.14286,170000,3642857.143,1.166666667,2.333333333,14.5658684,121.0855568
N/A,FALSE,N/A,Las Pinas,"Almanza Dos, Las Pinas",3 Storey Spacious Single Detached House with Attic in Las Piñas,35868400,4,4,278,240,129023.0216,149451.6667,8967100,1,1.158333333,14.4234362,121.0223422
N/A,FALSE,N/A,Las Pinas,"Pilar, Las Pinas",For Sale Brand New Bungalow House with 4 Bedrooms and Bath in Las Piñas City,16500000,4,4,195,280,84615.38462,58928.57143,4125000,1,0.696428571,14.4252635,121.0058656
N/A,FALSE,N/A,Rosario,"San Roque, Rosario","L-R-1-1039-Acquired Property for Sale in Lots 17 and 19, Block 2, Road Lot 2 corner Road Lot 3, Dona Crisanta Subdivision, Brgy. San Roque, Rosario, Batangas",5250000,N/A,N/A,250,250,21000,21000,N/A,N/A,1,13.855072,121.2032243
N/A,FALSE,N/A,Plaridel,"Lots 1, 2 and 3 along existing Road Sitio Bagong Sikat Barangay Tabang Plaridel Tabang, Plaridel",[03438-SFO-279] House & Lot for sale in Brgy Tabang at Plaridel Bulacan,8000000,3,4,344,1058,23255.81395,7561.436673,2666666.667,0.75,0.325141777,N/A,N/A
N/A,FALSE,N/A,Las Pinas,"Pamplona Dos, Las Pinas",Brand New Modern Design Townhouse with 1car garage in Las Pinas,6300000,3,2,100,79,63000,79746.83544,2100000,1.5,1.265822785,14.4496026,120.9750874
N/A,FALSE,N/A,Paranaque,"B.F. Homes Paranaque Metro Manila B.F. Homes, Paranaque",For Sale Pre Owned Well Maintained House and Lot BF Homes Parañaque City,18000000,3,4,220,288,81818.18182,62500,6000000,0.75,0.763888889,14.4475119,121.0294569
N/A,FALSE,N/A,Paranaque,"B.F. Homes, Paranaque","Fully Furnished Bungalow House For Sale in BF Homes, Parañaque City",23000000,4,3,200,221,115000,104072.3982,5750000,1.333333333,0.904977376,14.4462789,121.0274109
N/A,FALSE,N/A,Antipolo,"Dely St Muntingdilaw, Antipolo",Townhouse for sale at Sunrise Alexa Subdivision Hills (Daisy Model),5002500,2,2,81,60,61759.25926,83375,2501250,1,1.35,14.5984702,121.1282932
N/A,FALSE,N/A,Pagsanjan,"Pinagsanjan, Pagsanjan","L-R-1-591- Acquired Property for Sale in Lot 1292-B-1-C-2, Pablico St., Anonuevo Subdivision, Brgy. Pinagsanjan, Pagsanjan, Laguna - Retail",3522000,N/A,N/A,160,156,22012.5,22576.92308,N/A,N/A,1.025641026,14.2682389,121.4581993
N/A,FALSE,N/A,General Trias,"Biclatan, General Trias","Amanda 2 Storey House & Lot for Sale in Governor's Hills, General Trias, Cavite",8455880,4,2,167,154,50634.01198,54908.31169,2113970,2,1.084415584,14.2780301,120.915855
N/A,FALSE,N/A,Paranaque,"Merville, Paranaque","Modern Industrial House with Spacious Attic For sale in Merville Park, Paranaque",60000000,4,5,627,306,95693.7799,196078.4314,15000000,0.8,2.049019608,14.501909,121.0266683
N/A,FALSE,N/A,General Santos City,"Lot I-14 (Block 16, Lot 14), Along Grenada Street, Camella Homes Phase 1 San Isidro, General Santos City","General Santos City, Foreclosed Residential – House and Lot -10093000000089",1970000,1,1,46,77,42826.08696,25584.41558,1970000,1,0.597402597,N/A,N/A
N/A,FALSE,N/A,Paranaque,"San Isidro, Paranaque",3-BR Bungalow House For Sale w/ Rentable 4 Apartment Units & a 2-Bedroom House,18000000,3,3,300,450,60000,40000,6000000,1,0.666666667,14.4711274,121.0076663
N/A,FALSE,N/A,Antipolo,"Inarawan, Antipolo",4 BR Modern Chic House & Lot for Sale in Upper Antipolo near Robinsons Antipolo,15000000,4,3,170,127,88235.29412,118110.2362,3750000,1.333333333,1.338582677,14.6246563,121.1803519
N/A,FALSE,N/A,Laurel,"Tagaytay Nasugbu Hwy, 4213 Balayan, Philippines San Gregorio, Laurel","Fully Furnished House and Lot for Sale in Canyon Woods near Tagaytay, Laurel",17000000,3,4,800,290,21250,58620.68966,5666666.667,0.75,2.75862069,N/A,N/A
N/A,FALSE,N/A,Calamba,"Block 9, Lot 23, Along Road Lot 4, Carmel Village Phase 2B Barandal, Calamba","Barandal, Calamba City, Foreclosed Residential – House and Lot- 10001000012389",1350000,1,1,48,80,28125,16875,1350000,1,0.6,N/A,N/A
N/A,FALSE,N/A,Sorsogon,"Cabid-An, Sorsogon Cabid-An, Sorsogon","For Sale: House and Lot in Camella Cabid-An, Sorsogon along Maharlika Highway",6142000,3,2,66,88,93060.60606,69795.45455,2047333.333,1.5,0.75,12.9742481,124.0398913
N/A,FALSE,N/A,Imus,"Alapan II-B, Imus","The 3-Bedroom Townhouse for Sale in Lancaster New City in Imus, Cavite",2666000,3,2,60,50,44433.33333,53320,888666.6667,1.5,1.2,14.4007938,120.9077065
N/A,FALSE,N/A,Bacoor,"Molino-Paliparan Rd Molino IV, Bacoor","3 Bedroom Single Detached Unit at Elisa Homes in Bacoor, Cavite (St. Raphael)-Buyer",8000000,3,2,81,120,98765.4321,66666.66667,2666666.667,1.5,0.675,N/A,N/A
N/A,FALSE,N/A,Antipolo,"Inarawan, Antipolo",Brand New Modern Industrial House and Lot For Sale in Kingsville Royale Antipolo,15000000,4,3,258,180,58139.53488,83333.33333,3750000,1.333333333,1.433333333,14.6246563,121.1803519
N/A,FALSE,N/A,Cabuyao,"Mamatid, Cabuyao","L-R-1-1000- Acquired Property for Sale in Lot 9, Block 236, Vermillon Drive, Mabuhay City Subdivision, Phase 1-E, Brgy. Mamatid, Cabuyao City, Laguna",1189675,N/A,N/A,72.25,81,16466.08997,14687.34568,N/A,N/A,0.891975309,14.2350374,121.1518885
N/A,FALSE,N/A,Davao,"Dona Pilar Sasa, Davao City Sasa, Davao","House for Sale in Doña Pilar Sasa, Davao City",16000000,5,4,167,152,95808.38323,105263.1579,3200000,1.25,1.098684211,7.1201013,125.6505837
N/A,FALSE,N/A,Porac,"Salu, Porac","Affordable and Good Quality House For Sale Here in Porac, Pampanga",869000,1,1,32,62,27156.25,14016.12903,869000,1,0.516129032,15.0188367,120.5412948
N/A,FALSE,N/A,Consolacion,"Poblacion Occidental, Consolacion","6-Bedroom House and Lot For Sale in Royale Cebu Subdivision, Consolacion",22000000,6,5,400,394,55000,55837.56345,3666666.667,1.2,1.015228426,10.3741863,123.9529404
N/A,FALSE,N/A,Alaminos,"Brgy 3 Poblacion Alaminos Laguna Barangay III, Alaminos","3 Bedroom Single Attached House and Lot For Sale in Alaminos, Laguna",6270000,3,2,77,140,81428.57143,44785.71429,2090000,1.5,0.55,N/A,N/A
N/A,FALSE,N/A,Silang,"Kalubkob, Silang",A 3 Bedroom House and Lot Available in Silang Cavite Near Tagaytay.,5781000,3,3,108,117,53527.77778,49410.25641,1927000,1,0.923076923,14.208871,120.9528707
N/A,FALSE,N/A,Pavia,"Lot 13 Block 17, Along road lot 22. Camella Lessandra A Jibao-An, Pavia","Jibao-An, Pavoa, Foreclosed Residential – House and Lot - 10080000000416",1300000,1,1,48,70,27083.33333,18571.42857,1300000,1,0.685714286,N/A,N/A
N/A,FALSE,N/A,Cabanatuan,"Lot 17, Block 12, Apo St., Brgy. Mabini Homesite, Cabanatuan City, Nueva Ecija Mabini Homesite, Cabanatuan","L-R-1-1295: Acquired Property House and Lot for Sale in Lot 17, Block 12, Apo St., Brgy. Mabini Homesite, Cabanatuan City, Nueva Ecija",1412800,1,N/A,64,180,22075,7848.888889,1412800,N/A,0.355555556,N/A,N/A
N/A,FALSE,N/A,Antipolo,"Dely St Muntingdilaw, Antipolo",House and Lot for sale at Sunrise Alexa Subdivision Hills (Louvelle Model),7257800,3,2,93,155,78040.86022,46824.51613,2419266.667,1.5,0.6,14.5984702,121.1282932
N/A,FALSE,N/A,Las Pinas,"Talon Dos, Las Pinas",For Sale Pre-selling Modern Design Two (2) Storey Single House and Lot Las Piñas,15800000,4,3,175,115.25,90285.71429,137093.2755,3950000,1.333333333,1.518438178,14.4330886,120.9847045
N/A,FALSE,N/A,Numancia,"Joyao-Joyao, Numancia","2-Bedrooms Mikaela RFO Townhouse for Sale in Camella Aklan at Numancia, Aklan",2959000,2,1,46,44,64326.08696,67250,1479500,2,1.045454545,N/A,N/A
N/A,FALSE,N/A,Numancia,"Joyao-Joyao, Numancia, Western Visayas, Philippines Joyao-Joyao, Numancia","For Sale Ready For Occupancy 2 Bedrooms Rowhouse in Numancia, Aklan",1969000,1,1,22,44,89500,44750,1969000,1,0.5,N/A,N/A
N/A,FALSE,N/A,Talisay,"Lagtang, Talisay, Central Visayas, Philippines Lagtang, Talisay","House & Lot for Sale in Kishanta Subd., Talisay, Cebu | 3 Bedroom",13000000,3,2,172,150,75581.39535,86666.66667,4333333.333,1.5,1.146666667,N/A,N/A
NCR,TRUE,Ncr,Marikina,"Concepcion Uno, Marikina","Unfinished House and Lot for Sale in Concepcion Uno, Marikina",6500000,5,3,300,380,21666.66667,17105.26316,1300000,1.666666667,0.789473684,14.6510742,121.1038227
N/A,FALSE,N/A,Las Pinas,"Talon Uno, Las Pinas","Brand New Single Detached House for Sale in BF Resort, Las Piñas",15000000,4,4,220,111,68181.81818,135135.1351,3750000,1,1.981981982,14.4478903,120.9853979
N/A,FALSE,N/A,Porac,"Salu, Porac",2 Bedroom House and Lot Unit for Sale at White Plains Porac (Tangerine),1227000,2,1,39,107,31461.53846,11467.28972,613500,2,0.364485981,15.0188367,120.5412948
N/A,FALSE,N/A,Antipolo,"Bagong Nayon, Antipolo","L-TH-1-134- Acquired Property for Sale in Lot 2A, Psd 394736, Cogeo Avenue, Cogeo Village, Brgy. Bagong Nayon, Antipolo City, Rizal - Retail",3398700,1,N/A,243,77,13986.41975,44138.96104,3398700,N/A,3.155844156,14.6261877,121.1685012
N/A,FALSE,N/A,Antipolo,"Cupang, Antipolo",For Sale: 2 Storey Townhouse in Antipolo City w/ 3BR (nr Robinson’s Mall) PH2857,6560400,3,2,99.27,60.7,66086.43095,108079.0774,2186800,1.5,1.635420099,14.6360063,121.1240475
N/A,FALSE,N/A,Davao,"Toril, Davao","Fully Furnished House For Sale in Villa de Mercedes Subd. in Toril, Davao City",19500000,4,4,330,550,59090.90909,35454.54545,4875000,1,0.6,7.0380711,125.4651385
N/A,FALSE,N/A,Sorsogon,"Camella Homes, Cabid-An, Sorsogon, Bicol, Philippines Cabid-An, Sorsogon",2-Bedroom Single Firewall Ezabelle Unit House for sale in Camella Sorsogon - Pre-selling,4340000,2,1,46,66,94347.82609,65757.57576,2170000,2,0.696969697,N/A,N/A
N/A,FALSE,N/A,Cainta,"San Andres, Cainta","5BR Multi-Level Modern House and Lot for Sale in Greenwoods Exec. Village,Cainta",26500000,5,5,350,150,75714.28571,176666.6667,5300000,1,2.333333333,14.5738922,121.111182
N/A,FALSE,N/A,Davao,"Ma-A, Davao","Brandnew House and Lot for sale in Woodridge Subd Ma-a, Davao City",16000000,4,4,202,180,79207.92079,88888.88889,4000000,1,1.122222222,7.0807144,125.5827159
N/A,FALSE,N/A,Naic,"Timalan Balsahan, Naic",House for Sale in Naic Cavite,1600000,2,1,47,54,34042.55319,29629.62963,800000,2,0.87037037,14.3358939,120.7871387
N/A,FALSE,N/A,Dasmarinas,"Langkaan I, Dasmarinas",House and lot for Sale Dasmarinas for as low as 12000 Monthly Thru Pag ibig,2068000,2,1,44.5,58.5,46471.91011,35350.42735,1034000,2,0.760683761,14.293724,120.9366838
N/A,FALSE,N/A,Bacoor,"Along Molino Road Molino III, Bacoor","4-Bedroom House and lot for sale in Molino III, Bacoor, Cavite RFO",8231063,4,3,98,131,83990.43878,62832.54198,2057765.75,1.333333333,0.748091603,N/A,N/A
N/A,FALSE,N/A,Santa Rosa,"Don Jose, Santa Rosa","House and Lot for Sale at SRE1 near Solenad, All Home, Nuvali. Santa Rosa City!",18000000,5,4,304,200,59210.52632,90000,3600000,1.25,1.52,14.2548285,121.0664623
N/A,FALSE,N/A,Calatagan,"Talisay, Calatagan","L-R-1-1134- Acquired Property  for Sale in Lots 329-C-3 and 329-C-1-A, Brgy. Talisay, Calatagan, Batangas",8825300,N/A,N/A,375,1768,23534.13333,4991.68552,N/A,N/A,0.212104072,13.9073401,120.6275545
N/A,FALSE,N/A,Limay,"Duale, Limay","L-S-5-201604-2:Acquired Property for Sale Lot 11-B, Emerald Coast Executive Village, Brgy. Peas/Duale, Limay, Bataan",1665200,1,N/A,80,62,20815,26858.06452,1665200,N/A,1.290322581,14.5578317,120.5874717
N/A,FALSE,N/A,Calamba,"Saimsim, Calamba","L-R-1-1025- Acquired Property for Sale in Lot 16, Block 25, Mimosa Lane St., Acacia Park Homes Subdivision, Brgy. Saimsim, Calamba City, Laguna",3500000,N/A,N/A,157.3,65,22250.4768,53846.15385,N/A,N/A,2.42,14.1674376,121.1461677
NCR,TRUE,Ncr,Muntinlupa,"Tunasan, Muntinlupa","Alyza Single Detached in Victoria South of Alabang, Muntinlupa",13000000,3,3,140,240,92857.14286,54166.66667,4333333.333,1,0.583333333,14.3801129,121.0514828
N/A,FALSE,N/A,Antipolo,"Mayamot, Antipolo",Charming and Cozy Feels Duplex House and Lot For Sale in Lower Antipolo,13000000,4,3,144,120,90277.77778,108333.3333,3250000,1.333333333,1.2,14.6248348,121.1213588
N/A,FALSE,N/A,Las Pinas,"Talon Dos, Las Pinas","For Sale Modern Design Corner Three (3) Storey Single Attached House, Las Piñas",15000000,5,4,240,122,62500,122950.8197,3000000,1.25,1.967213115,14.4330886,120.9847045
N/A,FALSE,N/A,Antipolo,"Inarawan, Antipolo",House and Lot with Infinity Pool Brand New For Sale in Antipolo City,50000000,4,5,495,521,101010.101,95969.28983,12500000,0.8,0.950095969,14.6246563,121.1803519
N/A,FALSE,N/A,Silang,"Hoyo, Silang","Suntrust Verona 4 Bedroom House and Lot for Sale in Silang, Cavite,- Gisella",6546210,4,2,116.4,176,56238.91753,37194.375,1636552.5,2,0.661363636,14.1954985,121.0064911
N/A,FALSE,N/A,Kabankalan,"Binicuil, Kabankalan","V-R-2-113: Acquired Property  for Sale in Lot 18 and 20, Block 3, Road Lot 3, Edzaville Subdivision, Brgy. Binicuil, Kabankalan, Negros Occidental",4202000,N/A,N/A,170.1,200,24703.11581,21010,N/A,N/A,0.8505,10.0216402,122.8224775
N/A,FALSE,N/A,Paranaque,"B.F. Homes, Paranaque",Newly Renovated 3 Bedroom House for Sale in BF Homes Parañaque,17800000,3,2,280,280,63571.42857,63571.42857,5933333.333,1.5,1,14.4462789,121.0274109
NCR,TRUE,Ncr,Pasig,"San Miguel, Pasig","Modern Contemporary House for sale in Greenwoods Pasig city near Taguig, Makati",25000000,6,6,380,150,65789.47368,166666.6667,4166666.667,1,2.533333333,14.5658684,121.0855568
N/A,FALSE,N/A,Paranaque,"San Antonio, Paranaque, National Capital Region, Philippines Don Bosco, Paranaque","3-Bedroom Townhouse For Sale in Lancris Premier, Don Bosco, Parañaque City",9488617,3,3,121,100,78418.32231,94886.17,3162872.333,1,1.21,N/A,N/A
N/A,FALSE,N/A,Trece Martires,"Hugo Perez Rd Perez, Trece Martires",3 Bedroom Townhouse Unit for sale at Courtyards at Golden Horizon (Stefania),2110795,3,2,64.26,50,32847.72798,42215.9,703598.3333,1.5,1.2852,14.282215,120.8905553
NCR,TRUE,Ncr,Quezon City,"New Manila, Quezon City",Sale: 5 Bedrooms Brand New Townhouse in New Manila near Robinsons Magnolia,65000000,5,5,488,167,133196.7213,389221.5569,13000000,1,2.922155689,14.6134141,121.0291416
N/A,FALSE,N/A,Paranaque,"Sun Valley, Paranaque, National Capital Region, Philippines Sun Valley, Paranaque",For Sale Brand New Modern Design Two (2) Storey Triplex House and Lot Parañaque,9200000,4,3,118.7,66,77506.31845,139393.9394,2300000,1.333333333,1.798484848,N/A,N/A
NCR,TRUE,Ncr,Quezon City,"Penguin St., Zabarte Subd., Quezon City Kaligayahan, Quezon City",Single Attached House and Lot For Sale in Zabarte Subd. Quezon City,5480000,3,2,94.38,60,58063.14897,91333.33333,1826666.667,1.5,1.573,N/A,N/A
N/A,FALSE,N/A,Dasmarinas,"Langkaan I, Dasmarinas","For Sale > 3 Bedroom House and Lot in Dasmariñas, Cavite inside FCIE Compound",3200000,3,2,110,150,29090.90909,21333.33333,1066666.667,1.5,0.733333333,14.293724,120.9366838
N/A,FALSE,N/A,Antipolo,"Dely St Muntingdilaw, Antipolo",Townhouse for sale at Sunrise Alexa Subdivision Hills (Jaden Model),5324500,2,2,88,60,60505.68182,88741.66667,2662250,1,1.466666667,14.5984702,121.1282932
N/A,FALSE,N/A,Limay,"Duale, Limay","L-S-5-201604-3- Acquired Property for Sale in Unit 13-A, Ruby St.,  EMERALD COAST EXECUTIVE VILLAGE, Brgy. Peas/Duale, Limay, Bataan - Sub",1665200,1,N/A,80,62,20815,26858.06452,1665200,N/A,1.290322581,14.5578317,120.5874717
N/A,FALSE,N/A,Paranaque,"Merville, Paranaque","House for Sale with Swimming Pool in Merville Park, Parañaque City",78000000,4,4,300,705,260000,110638.2979,19500000,1,0.425531915,14.501909,121.0266683
N/A,FALSE,N/A,Lucena,"Gulang-Gulang, Lucena","L-R-1-831- Acquired Property for Sale in Lot 7 & 8, Block 1, Andaman Village, Brgy. Gulang - Gulang, Lucena City, Quezon - Retail",6691520,N/A,N/A,379,308,17655.72559,21725.71429,N/A,N/A,1.230519481,13.9607505,121.6097897
N/A,FALSE,N/A,Antipolo,"Inarawan, Antipolo","Corner House and Lot with Basement in Sun Valley Residential Estate, Antipolo",68000000,7,7,884,523,76923.07692,130019.1205,9714285.714,1,1.690248566,14.6246563,121.1803519
N/A,FALSE,N/A,Silang,"Inchican, Silang","Brand New House for Sale in South Forbes Villas,  near Ayala Westgrove Heights",17990000,3,2,220,150,81772.72727,119933.3333,5996666.667,1.5,1.466666667,14.2510549,121.0527366
N/A,FALSE,N/A,Bacolod,"Taculing, Bacolod","V-R-2-102: Acquired Property  for Sale in Lot 29, Block 7, Road Lot 2, Golden River Village, Brgy. Taculing, Bacolod City, Negros Occidental",2663200,N/A,N/A,90,96,29591.11111,27741.66667,N/A,N/A,0.9375,10.6479647,122.9529624
N/A,FALSE,N/A,Lapu-Lapu,"Agus, Lapu-Lapu",Spacious 4 Bedroom with comfort room For Sale - House and Lot in Lapu-Lapu City,9000000,4,5,156,150,57692.30769,60000,2250000,0.8,1.04,10.2807554,123.9843016
N/A,FALSE,N/A,San Pedro,"Langgam, San Pedro",St Joseph Ridgeview 01/24 Update | Single Attached House for sale in San Pedro,2484027,1,1,26,84,95539.5,29571.75,2484027,1,0.30952381,14.3269207,121.0178307
N/A,FALSE,N/A,Cebu,"Lot 74 G and F Wilson Street ( interior of Fulton Street ) Barangay Lahug Cebu City Cebu Lahug, Cebu",[05094-CEB-138] Townhouse for sale in Brgy Lahug at Cebu City Cebu,6500000,3,4,184,130,35326.08696,50000,2166666.667,0.75,1.415384615,N/A,N/A
NCR,TRUE,Ncr,Marikina,"Parang, Marikina",Preselling 3 Bedroom 2 Carpark In Parang Marikina,6500000,3,2,81,88.81,80246.91358,73189.95609,2166666.667,1.5,0.912059453,14.6589442,121.1118171
NCR,TRUE,Ncr,Quezon City,"Fairview, Quezon City",Townhouse For Sale in North Fairview with 1 Car Garage and 3 Bedrooms. PH2594,6950000,3,3,96,60,72395.83333,115833.3333,2316666.667,1,1.6,14.7055228,121.0742821
NCR,TRUE,Ncr,Muntinlupa,"Alabang, Muntinlupa","7 Bedroom House and Lot For Sale at Muntinlupa, Metro Manila",63500000,7,7,700,460,90714.28571,138043.4783,9071428.571,1,1.52173913,14.4185637,121.0447216
N/A,FALSE,N/A,Las Pinas,"TALON DOS BF RESORT Talon Dos, Las Pinas",elegant single detached house in bf resort village las pinas city,15000000,4,3,210,111,71428.57143,135135.1351,3750000,1.333333333,1.891891892,14.4330886,120.9847045
N/A,FALSE,N/A,Malolos,"Bulihan, Malolos","2 Bedroom House and Lot for Sale at Grand Royale in Malolos, Bulacan (Freya)",3812480,2,2,52,96,73316.92308,39713.33333,1906240,1,0.541666667,14.8614278,120.8067497
N/A,FALSE,N/A,Paranaque,"B.F. Homes, Paranaque",4 Bedroom Stunning Pre-selling House and Lot For Sale in Paranaque City,45000000,4,4,350,280,128571.4286,160714.2857,11250000,1,1.25,14.4462789,121.0274109
N/A,FALSE,N/A,Padre Garcia,"Banaybanay, Padre Garcia","Rent-to-Own 3 Bedroom in Sunny Homes, Padre Garcia, Batangas For Sale",2300000,3,1,48,52,47916.66667,44230.76923,766666.6667,3,0.923076923,13.8998198,121.2182294
N/A,FALSE,N/A,Baguio,"Bakakeng North, Baguio",2 Storey House and Lot with Spacious Garden in Baguio City,20000000,3,4,280,408,71428.57143,49019.60784,6666666.667,0.75,0.68627451,N/A,N/A
N/A,FALSE,N/A,Angeles,"Hibok-hibok, Block 20, Lot 12, Pulu Amsic Subdivision Amsic, Angeles","For sale 3 Bedroom House with Swimming Pool, 4 Bathroom, Car Park, 1 Maidroom",19900000,3,4,240,246,82916.66667,80894.30894,6633333.333,0.75,0.975609756,N/A,N/A
N/A,FALSE,N/A,Binan,"St. Francis Homes XI, Binan Laguna Canlalay, Binan","For Sale > Single Detached corner House, St . Francis Homes XI, Biñan Laguna",9000000,5,3,280,279,32142.85714,32258.06452,1800000,1.666666667,1.003584229,N/A,N/A
N/A,FALSE,N/A,San Pablo,"San Vicente, San Pablo","Ready For Occupancy House and Lot for Sale in San Pablo, Laguna",3500000,3,2,57.44,80,60933.14763,43750,1166666.667,1.5,0.718,14.0226687,121.3416391
N/A,FALSE,N/A,Antipolo,"Antipolo, Calabarzon, Philippines San Roque, Antipolo",3 Bedrooms and 2 Car garage Townhouse For Sale in Antipolo City PH2885,6503750,3,3,130.72,60,49753.28947,108395.8333,2167916.667,1,2.178666667,N/A,N/A
N/A,FALSE,N/A,San Pablo,"Pan-Philippine Hwy San Vicente, San Pablo","4 Bedroom Single Attached Unit for sale at Santevi in San Pablo, Laguna",3700000,4,2,85,74,43529.41176,50000,925000,2,1.148648649,N/A,N/A
N/A,FALSE,N/A,Nan,nan,[04783-C-251] House & Lot for sale in Laguna Bel-Air 2 at Sta Rosa City Laguna,6800000,4,3,187.17,137,36330.60854,49635.0365,1700000,1.333333333,1.36620438,N/A,N/A
N/A,FALSE,N/A,Santo Tomas,"San Antonio, Santo Tomas","L-R-1-534- Acquired Property for Sale in Lot 32, Block 10, Wilfredo St., San Rafael Estate, Phase 2, Brgy. San Antonio / Santiago, Sto. Tomas, Batangas - Retail",7352100,N/A,N/A,229.66,288,32012.9757,25528.125,N/A,N/A,0.797430556,15.8615884,120.564115
N/A,FALSE,N/A,San Pablo,"Pan-Philippine Hwy San Vicente, San Pablo","3 Bedroom Townhouse Unit for sale at Santevi in San Pablo, Laguna",2600000,3,2,54.7,50,47531.99269,52000,866666.6667,1.5,1.094,N/A,N/A
